Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Приволжская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386					
1	"Число избирателей, внесенных в списки"	18300	198	1374	1680	1163	167	180	163	440	1570	483	600	917	292	1100	334	96	2117	774	2033	496	803	327	192	172	629					
2	"Число бюллетеней, полученных участковыми комиссиями"	17680	200	1300	1500	1100	160	180	130	400	1600	480	580	900	300	1000	300	90	2100	770	2000	480	790	320	200	180	620					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10647	78	838	1042	662	98	126	108	294	981	343	385	492	195	621	222	74	1036	394	1070	237	399	187	149	154	462					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	475	50	25	17	15	13	11	16	10	13	0	19	17	0	27	6	0	24	64	32	17	25	20	16	18	20					
6	Число погашенных бюллетеней	6558	72	437	441	423	49	43	6	96	606	137	176	391	105	352	72	16	1040	312	898	226	366	113	35	8	138					
7	Число бюллетеней в переносных ящиках для голосования	475	50	25	17	15	13	11	16	10	13	0	19	17	0	27	6	0	24	64	32	17	25	20	16	18	20					
8	Число бюллетеней в стационарных ящиках для голосования	10643	78	838	1042	662	98	126	108	294	981	343	385	492	195	621	222	74	1036	394	1067	237	399	187	149	154	461					
9	Число недействительных бюллетеней	256	3	3	48	16	4	6	0	0	27	2	13	10	1	10	4	0	17	10	28	9	16	8	2	2	17					
10	Число действительных бюллетеней	10862	125	860	1011	661	107	131	124	304	967	341	391	499	194	638	224	74	1043	448	1071	245	408	199	163	170	464					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	5	15	13	13	5	5	5	5	15	5	5	5	5	13	5	5	13	13	13	5	5	5	5	5	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	56	0	0	1	0	0	0	0	0	10	1	4	0	0	3	1	0	13	2	13	3	4	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	2	7	7	5	0	3	3	2	2	1	4	1	1	2	4	0	2	0	1	0	0	1	0	2	2					
14	Число погашенных открепительных удостоверений	144	5	15	12	13	5	5	5	5	5	4	1	5	5	10	4	5	0	11	0	2	1	4	5	5	12					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	132	1	8	14	4	0	0	1	1	16	4	4	5	2	8	7	0	18	5	12	4	6	4	0	3	5					
		1.18%	0.78%	0.92%	1.32%	0.59%	0.0%	0.0%	0.80%	0.32%	1.60%	1.16%	0.99%	0.98%	1.02%	1.23%	3.07%	0.0%	1.69%	1.09%	1.09%	1.57%	1.41%	1.93%	0.0%	1.74%	1.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	126	1	3	5	5	0	0	2	4	9	4	4	6	3	5	5	0	18	10	18	4	4	3	7	0	6					
