Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																		
Дата голосования: 04.12.2011																		
																		
Наименование Избирательной комиссии:    Катангская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860					
1	"Число избирателей, внесенных в список избирателей"	3220	83	89	819	915	27	397	401	273	48	101	67					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3715	88	95	1145	970	44	430	412	276	59	117	79					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	68	6	0	31	0	0	31	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	1473	31	54	275	374	27	169	218	157	34	78	56					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	176	7	0	56	55	0	35	7	11	1	4	0					
6	Число погашенных избирательных бюллетеней	1998	44	41	783	541	17	195	187	108	24	35	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	244	13	0	87	55	0	66	7	11	1	4	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1473	31	54	275	374	27	169	218	157	34	78	56					
9	Число недействительных избирательных бюллетеней	20	0	0	4	7	0	0	1	5	2	1	0					
10	Число действительных избирательных бюллетеней	1697	44	54	358	422	27	235	224	163	33	81	56					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	273	20	20	45	45	13	30	35	30	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	143	2	0	17	30	13	30	0	16	10	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	20	0	0	9	7	1	0	0	0	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	130	18	20	28	15	0	0	35	14	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	208	5	2	40	53	3	26	32	21	7	13	6					
		12.11%	11.36%	3.70%	11.05%	12.35%	11.11%	11.06%	14.22%	12.50%	20.00%	15.85%	10.71%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	366	7	5	73	95	5	39	61	49	1	24	7					
		21.32%	15.91%	9.26%	20.17%	22.14%	18.52%	16.60%	27.11%	29.17%	2.86%	29.27%	12.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	4	12	0	1	1	2	1	0	0					
		1.22%	0.00%	0.00%	1.10%	2.80%	0.00%	0.43%	0.44%	1.19%	2.86%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	280	10	1	61	91	0	40	16	33	5	5	18					
		16.31%	22.73%	1.85%	16.85%	21.21%	0.00%	17.02%	7.11%	19.64%	14.29%	6.10%	32.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	4	0	9	4	0	2	4	0	1	0	0					
		1.40%	9.09%	0.00%	2.49%	0.93%	0.00%	0.85%	1.78%	0.00%	2.86%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	796	18	46	170	166	19	127	110	58	18	39	25					
		46.36%	40.91%	85.19%	46.96%	38.69%	70.37%	54.04%	48.89%	34.52%	51.43%	47.56%	44.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	2	0	0	1	1	0	0	0	0	0	0	0					
		0.12%	0.00%	0.00%	0.28%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
