Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Карачевская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479					
1	"Число избирателей, внесенных в списки избирателей"	29306	2082	1140	2250	2225	1214	1277	2239	2124	2332	1195	1050	424	173	590	610	544	258	775	422	365	272	1052	575	137	254	453	157	218	419	643	145	229	514	187	372	199	191					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29050	2064	1075	2251	2170	1188	1267	2213	2123	2255	1218	1057	441	163	570	600	548	248	805	416	366	259	1040	568	156	258	448	165	204	425	629	140	244	499	195	373	205	204					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15391	948	394	1097	1074	585	680	1179	1071	1123	524	689	280	111	378	302	366	143	311	263	223	172	664	384	70	207	355	105	114	256	349	37	95	294	94	196	121	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2142	106	131	61	76	77	86	94	51	134	92	49	41	31	40	92	37	43	135	36	25	43	45	21	39	0	40	32	31	13	76	64	56	85	39	79	35	7					
6	Число погашенных избирательных бюллетеней	11517	1010	550	1093	1020	526	501	940	1001	998	602	319	120	21	152	206	145	62	359	117	118	44	331	163	47	51	53	28	59	156	204	39	93	120	62	98	49	60					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2142	106	131	61	76	77	86	94	51	134	92	49	41	31	40	92	37	43	135	36	25	43	45	21	39	0	40	32	31	13	76	64	56	85	39	79	35	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15390	948	394	1096	1074	585	680	1179	1071	1123	524	689	280	111	378	302	366	143	311	263	223	172	664	384	70	207	355	105	114	256	349	37	95	294	94	196	121	137					
9	Число недействительных избирательных бюллетеней	116	0	3	6	7	5	0	6	10	16	8	7	1	0	3	2	3	3	1	11	6	2	1	1	0	2	0	1	1	3	3	1	1	0	0	0	1	1					
10	Число действительных избирательных бюллетеней	17416	1054	522	1151	1143	657	766	1267	1112	1241	608	731	320	142	415	392	400	183	445	288	242	213	708	404	109	205	395	136	144	266	422	100	150	379	133	275	155	143					
