Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Карачевская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466					
1	"Число избирателей, внесенных в список избирателей"	29020	1344	984	1133	2030	2236	1186	1205	964	1365	1315	518	931	1140	1320	1091	453	534	161	556	261	682	858	386	376	248	1050	594	150	282	435	127	225	427	761	249	514	176	368	197	188					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29800	1400	1000	1140	2060	2281	1200	1240	980	1370	1330	520	940	1179	1340	1110	480	560	170	580	270	690	830	420	360	260	1100	630	150	290	440	160	240	440	840	290	530	200	390	200	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13641	627	420	469	912	1010	541	640	478	689	655	217	390	606	452	507	203	292	93	352	121	240	291	218	174	163	460	261	65	149	314	101	113	234	305	99	269	86	175	121	129					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1257	34	24	42	21	36	48	44	29	14	12	9	12	28	29	28	76	24	29	14	32	74	24	4	37	12	87	6	25	10	27	11	5	3	113	54	52	34	65	19	10					
6	Число погашенных избирательных бюллетеней	14902	739	556	629	1127	1235	611	556	473	667	663	294	538	545	859	575	201	244	48	214	117	376	515	198	149	85	553	363	60	131	99	48	122	203	422	137	209	80	150	60	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1257	34	24	42	21	36	48	44	29	14	12	9	12	28	29	28	76	24	29	14	32	74	24	4	37	12	87	6	25	10	27	11	5	3	113	54	52	34	65	19	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13641	627	420	469	912	1010	541	640	478	689	655	217	390	606	452	507	203	292	93	352	121	240	291	218	174	163	460	261	65	149	314	101	113	234	305	99	269	86	175	121	129					
9	Число недействительных избирательных бюллетеней	176	0	5	9	7	12	14	13	9	2	7	2	4	8	9	12	3	7	0	4	1	1	5	4	2	0	5	5	1	1	6	0	0	4	8	0	2	3	0	0	1					
10	Число действительных избирательных бюллетеней	14722	661	439	502	926	1034	575	671	498	701	660	224	398	626	472	523	276	309	122	362	152	313	310	218	209	175	542	262	89	158	335	112	118	233	410	153	319	117	240	140	138					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	203	8	5	2	15	8	11	12	5	6	10	3	3	9	6	4	0	6	1	5	1	3	5	0	3	2	11	8	0	1	4	24	2	5	5	3	1	0	5	0	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	203	8	5	2	15	8	11	12	5	6	10	3	3	9	6	4	0	6	1	5	1	3	5	0	3	2	11	8	0	1	4	24	2	5	5	3	1	0	5	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	2	5	2	7	7	2	2	4	3	3	2	3	12	3	1	2	1	1	3	1	6	1	1	4	2	1	5	2	2	2	0	0	1	0	2	4	1	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	97	9	5	1	11	6	2	5	2	10	3	0	6	1	6	5	0	0	0	7	0	2	0	0	3	0	0	1	0	0	0	0	1	0	7	0	1	0	2	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1888	99	73	71	147	140	82	122	83	116	124	30	51	76	67	61	17	24	3	22	11	37	42	26	22	17	44	26	6	22	16	4	9	28	58	9	43	17	16	8	19					
		12.67%	14.98%	16.44%	13.89%	15.76%	13.38%	13.92%	17.84%	16.37%	16.50%	18.59%	13.27%	12.69%	11.99%	13.93%	11.40%	6.09%	7.59%	2.46%	6.01%	7.19%	11.78%	13.33%	11.71%	10.43%	9.71%	8.04%	9.74%	6.67%	13.84%	4.69%	3.57%	7.63%	11.81%	13.88%	5.88%	13.40%	14.17%	6.67%	5.71%	13.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2055	90	66	87	146	144	73	90	63	78	72	36	55	138	81	68	33	31	17	49	28	45	61	56	21	6	91	33	5	21	37	16	13	22	70	10	34	11	34	13	11					
		13.79%	13.62%	14.86%	17.03%	15.65%	13.77%	12.39%	13.16%	12.43%	11.10%	10.79%	15.93%	13.68%	21.77%	16.84%	12.71%	11.83%	9.81%	13.93%	13.39%	18.30%	14.33%	19.37%	25.23%	9.95%	3.43%	16.64%	12.36%	5.56%	13.21%	10.85%	14.29%	11.02%	9.28%	16.75%	6.54%	10.59%	9.17%	14.17%	9.29%	7.91%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	137	9	5	5	14	13	5	3	7	9	8	7	10	7	5	1	1	3	3	1	1	1	3	2	2	1	1	1	0	1	2	0	1	0	2	0	1	0	0	0	2					
		0.92%	1.36%	1.13%	0.98%	1.50%	1.24%	0.85%	0.44%	1.38%	1.28%	1.20%	3.10%	2.49%	1.10%	1.04%	0.19%	0.36%	0.95%	2.46%	0.27%	0.65%	0.32%	0.95%	0.90%	0.95%	0.57%	0.18%	0.37%	0.00%	0.63%	0.59%	0.00%	0.85%	0.00%	0.48%	0.00%	0.31%	0.00%	0.00%	0.00%	1.44%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4200	209	144	138	296	370	198	228	154	243	232	81	129	190	125	126	44	79	51	74	35	70	80	45	40	38	118	89	34	26	98	12	29	65	84	45	57	22	62	26	14					
		28.19%	31.62%	32.43%	27.01%	31.73%	35.37%	33.62%	33.33%	30.37%	34.57%	34.78%	35.84%	32.09%	29.97%	25.99%	23.55%	15.77%	25.00%	41.80%	20.22%	22.88%	22.29%	25.40%	20.27%	18.96%	21.71%	21.57%	33.33%	37.78%	16.35%	28.74%	10.71%	24.58%	27.43%	20.10%	29.41%	17.76%	18.33%	25.83%	18.57%	10.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	274	13	6	12	11	36	16	26	21	13	19	2	5	10	6	9	9	5	4	9	2	4	5	6	3	0	3	0	1	0	4	0	1	0	1	3	4	0	3	2	0					
		1.84%	1.97%	1.35%	2.35%	1.18%	3.44%	2.72%	3.80%	4.14%	1.85%	2.85%	0.88%	1.24%	1.58%	1.25%	1.68%	3.23%	1.58%	3.28%	2.46%	1.31%	1.27%	1.59%	2.70%	1.42%	0.00%	0.55%	0.00%	1.11%	0.00%	1.17%	0.00%	0.85%	0.00%	0.24%	1.96%	1.25%	0.00%	1.25%	1.43%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6093	238	143	186	306	326	198	199	167	240	199	67	144	202	186	257	171	167	42	206	75	154	116	83	118	112	283	113	43	88	173	78	64	117	193	85	180	66	125	91	92					
		40.90%	36.01%	32.21%	36.40%	32.80%	31.17%	33.62%	29.09%	32.94%	34.14%	29.84%	29.65%	35.82%	31.86%	38.67%	48.04%	61.29%	52.85%	34.43%	56.28%	49.02%	49.04%	36.83%	37.39%	55.92%	64.00%	51.74%	42.32%	47.78%	55.35%	50.73%	69.64%	54.24%	49.37%	46.17%	55.56%	56.07%	55.00%	52.08%	65.00%	66.19%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	75	3	2	3	6	5	3	3	3	2	6	1	4	3	2	1	1	0	2	1	0	2	3	0	3	1	2	0	0	0	5	2	1	1	2	1	0	1	0	0	0					
		0.50%	0.45%	0.45%	0.59%	0.64%	0.48%	0.51%	0.44%	0.59%	0.28%	0.90%	0.44%	0.99%	0.47%	0.42%	0.19%	0.36%	0.00%	1.64%	0.27%	0.00%	0.64%	0.95%	0.00%	1.42%	0.57%	0.37%	0.00%	0.00%	0.00%	1.47%	1.79%	0.85%	0.42%	0.48%	0.65%	0.00%	0.83%	0.00%	0.00%	0.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
