Выборы Президента Российской Федерации																																																																																										
Дата голосования: 04.03.2012																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Вольская																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	79																																																																																								
																																																																																										
		Сумма	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772									
1	Число избирателей, включенных в список избирателей	70796	338	2064	1568	1827	2099	478	1025	1005	1771	530	994	907	817	2100	1057	650	334	166	888	1562	2179	1129	1993	497	2262	543	807	1992	1835	1637	2137	1384	1143	1407	970	821	2258	130	380	1419	2250	130	449	775	439	171	686	596	112	668	143	154	162	765	364	349	1404	1807	1550	17	494	368	182	1033	335	643	245	123	232	2170	276	368	748	313	222	326	136	106	382									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	73890	350	2000	1600	1800	2100	550	1000	900	1800	500	1000	900	750	2100	1100	750	350	170	850	1600	1900	1100	2200	600	2500	570	1000	2000	2300	1700	1800	1500	1100	1400	1000	800	2300	150	500	2000	2200	150	500	800	500	170	750	630	110	700	140	160	170	800	400	390	1600	2000	1600	100	560	380	200	1100	350	670	250	130	230	2500	300	400	750	350	220	360	150	120	410									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	42700	97	1150	578	1211	1120	209	447	644	932	237	435	414	603	1394	604	245	167	69	432	917	1652	661	1812	241	1651	436	541	1186	1252	932	1355	870	510	909	534	420	1587	94	326	1124	1820	130	177	479	266	121	458	375	68	370	84	80	85	336	227	179	761	1188	867	17	318	233	120	426	193	228	108	70	163	1110	134	183	449	200	106	240	93	75	165									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	10853	197	360	465	138	275	70	360	175	340	29	96	156	30	345	227	170	85	42	114	130	65	82	147	59	171	14	77	68	577	159	101	74	320	216	187	194	227	15	16	200	60	0	266	166	141	9	156	151	32	93	39	59	49	351	79	79	82	38	104	0	50	109	45	429	35	330	89	28	12	327	95	115	65	82	30	50	34	21	180									
6	Число погашенных избирательных бюллетеней	20303	56	490	557	451	705	271	193	81	528	234	469	330	117	361	269	335	98	59	304	553	183	357	207	300	678	120	382	746	471	609	344	556	270	275	279	186	486	41	158	676	320	20	57	155	93	40	136	104	10	237	17	21	36	113	94	132	757	774	629	83	192	38	35	245	122	112	53	32	55	1063	71	102	236	68	84	70	23	24	65									
7	Число избирательных бюллетеней в переносных ящиках для голосования	10853	197	360	465	138	275	70	360	175	340	29	96	156	30	345	227	170	85	42	114	130	65	82	147	59	171	14	77	68	577	159	101	74	320	216	187	194	227	15	16	200	60	0	266	166	141	9	156	151	32	93	39	59	49	351	79	79	82	38	104	0	50	109	45	429	35	330	89	28	12	327	95	115	65	82	30	50	34	21	180									
8	Число бюллетеней в стационарных ящиках для голосования	42700	97	1150	578	1211	1120	209	447	644	932	237	435	414	603	1394	604	245	167	69	432	917	1652	661	1812	241	1651	436	541	1186	1252	932	1355	870	510	909	534	420	1587	94	326	1124	1820	130	177	479	266	121	458	375	68	370	84	80	85	336	227	179	761	1188	867	17	318	233	120	426	193	228	108	70	163	1110	134	183	449	200	106	240	93	75	165									
9	Число недействительных избирательных бюллетеней	353	0	0	1	12	2	5	6	15	0	2	3	2	5	29	10	2	1	1	2	12	7	8	31	6	1	0	4	9	9	21	13	4	5	12	3	0	3	0	6	8	4	2	4	5	11	0	4	12	0	2	0	1	0	0	1	2	7	13	8	0	4	0	0	3	1	1	0	0	2	4	0	1	1	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	53200	294	1510	1042	1337	1393	274	801	804	1272	264	528	568	628	1710	821	413	251	110	544	1035	1710	735	1928	294	1821	450	614	1245	1820	1070	1443	940	825	1113	718	614	1811	109	336	1316	1876	128	439	640	396	130	610	514	100	461	123	138	134	687	305	256	836	1213	963	17	364	342	165	852	227	557	197	98	173	1433	229	297	513	282	136	290	127	96	345									
11	Число полученных открепительных  удостоверений	1845	10	20	20	20	20	10	30	30	20	20	20	20	20	50	30	20	10	10	20	30	30	20	50	10	40	20	20	30	50	30	30	40	30	20	15	15	40	10	15	40	70	0	0	50	50	10	60	30	10	30	10	10	10	40	30	10	30	40	20	0	40	20	10	20	10	10	10	10	20	40	10	20	20	30	10	30	10	10	20									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1445	10	13	16	14	16	7	8	20	20	2	11	11	7	38	21	9	1	0	18	30	14	18	48	10	21	7	3	9	50	30	21	35	20	17	15	8	33	10	13	12	70	0	0	50	50	10	57	30	10	29	3	3	4	40	30	2	30	40	20	0	40	20	9	8	10	4	10	10	17	24	10	20	16	29	4	30	10	10	20									
