Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Александровская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №410					
1	"Число избирателей, внесенных в список"	36168	2133	1713	1720	1259	1611	1803	1471	777	1862	1396	1850	1572	1338	341	2302	1865	1103	2062	2238	359	1230	1048	1732	1069	314					
2	Число полученных избирательных бюллетеней	36880	2210	1755	1845	1345	1620	1800	1530	765	1905	1435	1880	1585	1345	345	2365	1860	1120	2130	2250	370	1150	1055	1765	1135	315					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18254	1165	890	851	701	782	912	738	375	1043	618	908	737	539	165	1149	944	507	1262	1140	206	643	557	755	475	192					
5	"Число избирательных бюллетеней, выданных вне помещения"	2823	136	123	244	57	119	105	53	27	107	68	71	35	163	93	208	275	162	33	146	8	126	160	171	86	47					
6	Число погашенных избирательных бюллетеней	15803	909	742	750	587	719	783	739	363	755	749	901	813	643	87	1008	641	451	835	964	156	381	338	839	574	76					
7	Число избирательных бюллетеней в переносных ящиках	2823	136	123	244	57	119	105	53	27	107	68	71	35	163	93	208	275	162	33	146	8	126	160	171	86	47					
8	Число бюллетеней в стационарных ящиках для голосования	18252	1165	890	851	701	782	912	738	375	1041	618	908	737	539	165	1149	944	507	1262	1140	206	643	557	755	475	192					
9	Число недействительных избирательных бюллетеней	128	5	5	9	3	5	10	5	0	2	6	0	3	0	2	7	7	9	12	14	2	6	7	0	6	3					
10	Число действительных избирательных бюллетеней	20947	1296	1008	1086	755	896	1007	786	402	1146	680	979	769	702	256	1350	1212	660	1283	1272	212	763	710	926	555	236					
11	Число полученных открепительных  удостоверений	399	25	15	15	15	9	21	16	4	16	16	16	16	16	13	20	20	20	20	20	15	20	15	15	14	7					
12	Число выданных открепительных удостоверений	202	17	10	11	7	4	14	11	1	14	7	11	4	11	2	16	5	2	15	6	6	8	2	15	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	64	5	4	3	9	2	3	1	1	1	0	4	0	3	3	1	6	0	3	1	4	4	1	3	1	1					
14	Число неиспользованных открепительных удостоверений	197	8	5	4	8	5	7	5	3	2	9	5	12	5	11	4	15	18	5	14	9	12	13	0	12	6					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	648	50	32	44	36	30	29	20	15	52	21	32	20	28	14	37	29	18	22	44	6	19	17	17	13	3					
		3.07%	3.84%	3.16%	4.02%	4.75%	3.33%	2.85%	2.53%	3.73%	4.53%	3.06%	3.27%	2.59%	3.99%	5.43%	2.73%	2.38%	2.69%	1.70%	3.42%	2.80%	2.47%	2.37%	1.84%	2.32%	1.26%					
19	. Малышкин Олег Александрович	699	39	21	48	14	32	38	21	10	37	19	35	39	27	16	33	40	28	24	35	11	25	34	44	16	13					
		3.32%	3.00%	2.07%	4.38%	1.85%	3.55%	3.74%	2.65%	2.49%	3.22%	2.77%	3.58%	5.05%	3.85%	6.20%	2.43%	3.28%	4.19%	1.85%	2.72%	5.14%	3.25%	4.74%	4.75%	2.85%	5.44%					
20	. Миронов Сергей Михайлович	155	10	4	7	4	2	14	3	3	10	9	15	6	3	3	8	11	7	9	3	2	8	4	6	2	2					
		0.74%	0.77%	0.39%	0.64%	0.53%	0.22%	1.38%	0.38%	0.75%	0.87%	1.31%	1.53%	0.78%	0.43%	1.16%	0.59%	0.90%	1.05%	0.69%	0.23%	0.93%	1.04%	0.56%	0.65%	0.36%	0.84%					
21	. Путин Владимир Владимирович	12113	747	559	628	428	493	623	507	250	661	394	549	438	403	141	655	726	427	726	685	135	526	452	491	312	157					
		57.48%	57.42%	55.18%	57.35%	56.46%	54.72%	61.26%	64.10%	62.19%	57.58%	57.43%	56.08%	56.74%	57.41%	54.65%	48.27%	59.56%	63.83%	56.06%	53.27%	63.08%	68.40%	63.04%	53.02%	55.61%	65.69%					
22	. Хакамада Ирина Муцуовна	385	24	17	28	9	20	14	13	7	26	7	24	14	13	3	20	18	7	31	17	3	19	13	19	11	8					
		1.83%	1.84%	1.68%	2.56%	1.19%	2.22%	1.38%	1.64%	1.74%	2.26%	1.02%	2.45%	1.81%	1.85%	1.16%	1.47%	1.48%	1.05%	2.39%	1.32%	1.40%	2.47%	1.81%	2.05%	1.96%	3.35%					
23	. Харитонов Николай Михайлович	6417	394	356	306	240	301	269	201	103	334	216	288	236	203	71	572	364	158	441	440	54	146	161	329	188	46					
		30.45%	30.28%	35.14%	27.95%	31.66%	33.41%	26.45%	25.41%	25.62%	29.09%	31.49%	29.42%	30.57%	28.92%	27.52%	42.15%	29.86%	23.62%	34.05%	34.21%	25.23%	18.99%	22.45%	35.53%	33.51%	19.25%					
																																
24	Против всех	530	32	19	25	24	18	20	21	14	26	14	36	16	25	8	25	24	15	30	48	1	20	29	20	13	7					
		2.51%	2.46%	1.88%	2.28%	3.17%	2.00%	1.97%	2.65%	3.48%	2.26%	2.04%	3.68%	2.07%	3.56%	3.10%	1.84%	1.97%	2.24%	2.32%	3.73%	0.47%	2.60%	4.04%	2.16%	2.32%	2.93%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
