Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Нукутская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175					
1	"Число избирателей, внесенных в список избирателей"	11481	363	173	95	187	228	339	361	135	686	254	85	668	125	101	597	85	54	701	332	613	230	513	47	275	131	487	155	138	926	950	601	589	257					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11832	359	171	94	185	231	355	348	147	707	267	90	684	122	100	614	91	59	756	334	654	231	555	48	284	136	514	163	141	938	973	616	609	256					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7378	249	123	59	157	155	214	209	89	421	130	59	470	95	80	318	65	38	479	251	384	133	356	37	164	62	316	101	86	661	664	286	312	155					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	591	19	9	11	7	6	27	22	4	46	17	4	24	0	0	48	2	0	27	13	51	7	11	0	9	25	60	9	14	43	22	23	21	10					
6	Число погашенных избирательных бюллетеней	3863	91	39	24	21	70	114	117	54	240	120	27	190	27	20	248	24	21	250	70	219	91	188	11	111	49	138	53	41	234	287	307	276	91					
7	Число избирательных бюллетеней в переносных ящиках для голосования	591	19	9	11	7	6	27	22	4	46	17	4	24	0	0	48	2	0	27	13	51	7	11	0	9	25	60	9	14	43	22	23	21	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7378	249	123	59	157	155	214	209	89	421	130	59	470	95	80	318	65	38	479	251	384	133	356	37	164	62	316	101	86	661	664	286	312	155					
9	Число недействительных избирательных бюллетеней	77	0	0	0	0	2	1	4	2	0	5	0	4	2	1	4	1	0	5	2	1	1	7	0	1	0	3	2	1	4	9	7	4	4					
10	Число действительных избирательных бюллетеней	7892	268	132	70	164	159	240	227	91	467	142	63	490	93	79	362	66	38	501	262	434	139	360	37	172	87	373	108	99	700	677	302	329	161					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	318	8	3	4	3	4	7	9	9	18	6	2	20	2	2	17	2	2	25	8	18	4	18	2	4	2	18	5	2	35	28	12	15	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	309	8	3	4	3	4	7	8	9	18	4	2	20	2	2	14	2	2	25	8	18	4	18	2	4	2	18	5	0	35	28	11	15	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	92	3	0	0	3	2	3	2	2	4	1	1	7	1	0	0	2	2	2	4	1	4	4	4	0	1	1	2	0	17	6	3	7	3					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	622	22	4	3	6	12	31	15	7	33	11	7	34	5	2	31	4	4	24	19	27	9	34	2	6	4	37	3	5	62	57	49	40	13					
		7.81%	8.21%	3.03%	4.29%	3.66%	7.45%	12.86%	6.49%	7.53%	7.07%	7.48%	11.11%	6.88%	5.26%	2.50%	8.47%	5.97%	10.53%	4.74%	7.20%	6.21%	6.43%	9.26%	5.41%	3.47%	4.60%	9.84%	2.73%	5.00%	8.81%	8.31%	15.86%	12.01%	7.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	582	29	2	1	4	2	11	12	0	42	26	9	23	7	1	68	16	3	7	39	7	3	17	0	14	11	30	5	18	36	56	28	26	29					
		7.30%	10.82%	1.52%	1.43%	2.44%	1.24%	4.56%	5.19%	0.00%	8.99%	17.69%	14.29%	4.66%	7.37%	1.25%	18.58%	23.88%	7.89%	1.38%	14.77%	1.61%	2.14%	4.63%	0.00%	8.09%	12.64%	7.98%	4.55%	18.00%	5.11%	8.16%	9.06%	7.81%	17.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	2	0	0	1	1	7	2	0	4	0	2	3	0	0	1	1	0	1	0	2	2	1	0	1	0	3	1	0	4	4	2	2	2					
		0.61%	0.75%	0.00%	0.00%	0.61%	0.62%	2.90%	0.87%	0.00%	0.86%	0.00%	3.17%	0.61%	0.00%	0.00%	0.27%	1.49%	0.00%	0.20%	0.00%	0.46%	1.43%	0.27%	0.00%	0.58%	0.00%	0.80%	0.91%	0.00%	0.57%	0.58%	0.65%	0.60%	1.21%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1162	44	36	4	5	8	39	43	10	50	23	5	42	7	8	41	9	4	65	30	25	8	68	4	16	14	49	9	11	117	142	94	88	44					
		14.58%	16.42%	27.27%	5.71%	3.05%	4.97%	16.18%	18.61%	10.75%	10.71%	15.65%	7.94%	8.50%	7.37%	10.00%	11.20%	13.43%	10.53%	12.85%	11.36%	5.75%	5.71%	18.53%	10.81%	9.25%	16.09%	13.03%	8.18%	11.00%	16.62%	20.70%	30.42%	26.43%	26.67%					
