Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Кежемская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454					
1	"Число избирателей, внесенных в списки избирателей"	17073	297	48	109	424	481	582	345	130	261	220	2880	2383	2475	2840	403	141	1090	131	813	595	128	258	39					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15749	350	50	156	550	500	550	350	171	300	250	2500	2100	2200	2500	300	125	1000	122	750	500	127	250	48					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9636	193	46	75	283	305	385	214	78	159	150	1630	1289	1338	1437	204	115	561	89	451	381	85	141	27					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	512	1	0	10	29	15	35	17	2	5	7	67	78	39	65	0	0	47	15	34	28	8	10	0					
6	Число погашенных избирательных бюллетеней	5601	156	4	71	238	180	130	119	91	136	93	803	733	823	998	96	10	392	18	265	91	34	99	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	511	1	0	10	29	15	35	17	2	5	7	67	77	39	65	0	0	47	15	34	28	8	10	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9634	193	46	75	283	305	385	214	78	159	150	1630	1288	1337	1437	204	115	561	89	451	381	85	141	27					
9	Число недействительных избирательных бюллетеней	83	3	0	0	4	5	1	8	1	1	1	13	11	12	15	0	0	2	2	0	2	1	1	0					
10	Число действительных избирательных бюллетеней	10062	191	46	85	308	315	419	223	79	163	156	1684	1354	1364	1487	204	115	606	102	485	407	92	150	27					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	264	4	2	4	7	7	10	10	5	5	5	30	30	30	30	10	5	20	5	20	10	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	141	0	0	4	7	7	7	3	4	5	5	19	11	9	17	2	0	14	0	15	2	1	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	145	0	2	1	1	3	4	3	1	3	3	28	14	16	12	28	4	4	2	2	4	0	7	3					
14	Число погашенных неиспользованных открепительных удостоверений	123	4	2	0	0	0	3	7	1	0	0	11	19	21	13	8	5	6	5	5	8	4	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	3	0	1	4	2	2	0	0	15	2	1	4	0	0	0	0	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	168	6	0	2	0	4	8	1	0	2	1	44	22	25	29	4	0	5	1	9	1	2	2	0					
		1.66%	3.09%	0.00%	2.35%	0.00%	1.25%	1.90%	0.43%	0.00%	1.22%	0.64%	2.59%	1.61%	1.82%	1.93%	1.96%	0.00%	0.82%	0.96%	1.86%	0.24%	2.15%	1.32%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	56	0	0	0	0	1	0	0	1	1	0	19	8	12	10	0	0	2	0	1	0	0	1	0					
		0.55%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	1.25%	0.61%	0.00%	1.12%	0.59%	0.87%	0.67%	0.00%	0.00%	0.33%	0.00%	0.21%	0.00%	0.00%	0.66%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	0	0	1	0	1	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.15%	0.13%	0.00%	0.00%	0.16%	0.00%	0.00%	0.24%	0.00%	0.66%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1081	13	0	14	37	30	40	23	2	28	15	196	142	165	160	15	21	46	9	37	30	32	25	1					
		10.66%	6.70%	0.00%	16.47%	11.86%	9.38%	9.52%	9.96%	2.50%	17.07%	9.55%	11.55%	10.40%	11.99%	10.65%	7.35%	18.26%	7.57%	8.65%	7.63%	7.33%	34.41%	16.56%	3.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	0	0	0	0	0	0	0	0	0	0	9	7	9	2	0	0	1	0	0	0	0	0	0					
		0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.51%	0.65%	0.13%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	0	0	0	2	0	1	0	0	1	0	2	5	2	5	0	0	2	0	0	0	0	0	0					
