Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Ельниковская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8902	201	1163	1181	1246	1234	376	207	308	171	212	122	283	538	97	190	163	84	325	175	136	265	225									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9296	212	1194	1228	1306	1272	386	221	321	175	218	124	292	585	104	195	178	92	324	190	146	285	248									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6865	115	988	738	1054	1030	227	176	261	79	183	119	201	435	58	96	105	64	293	171	119	192	161									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	603	30	37	8	12	19	45	28	38	58	14	0	16	24	17	44	40	18	22	4	12	55	62									
6	Число погашенных избирательных бюллетеней	1828	67	169	482	240	223	114	17	22	38	21	5	75	126	29	55	33	10	9	15	15	38	25									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	603	30	37	8	12	19	45	28	38	58	14	0	16	24	17	44	40	18	22	4	12	55	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6865	115	988	738	1054	1030	227	176	261	79	183	119	201	435	58	96	105	64	293	171	119	192	161									
9	Число недействительных избирательных бюллетеней	28	7	0	0	8	0	4	0	0	0	0	0	0	0	0	1	7	0	0	0	0	1	0									
10	Число действительных избирательных бюллетеней	7440	138	1025	746	1058	1049	268	204	299	137	197	119	217	459	75	139	138	82	315	175	131	246	223									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	160	4	20	21	12	18	4	4	4	4	4	4	4	11	4	4	4	4	4	4	4	14	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	114	1	19	19	12	18	4	0	3	0	4	0	4	11	0	1	1	0	2	0	2	9	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	44	1	3	5	6	6	1	2	4	1	1	0	0	3	1	1	2	1	1	1	1	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	46	3	1	2	0	0	0	4	1	4	0	4	0	0	4	3	3	4	2	4	2	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	68	0	7	7	20	9	3	5	0	1	1	0	2	5	0	0	1	0	1	3	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	22	5	2	5	2	5	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
		0.29%	3.45%	0.20%	0.67%	0.19%	0.48%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	100	1	19	23	3	21	4	2	2	6	0	0	0	3	0	6	0	4	2	0	0	4	0									
		1.34%	0.69%	1.85%	3.08%	0.28%	2.00%	1.47%	0.98%	0.67%	4.38%	0.00%	0.00%	0.00%	0.65%	0.00%	4.29%	0.00%	4.88%	0.63%	0.00%	0.00%	1.62%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	41	6	10	9	2	6	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	3	0									
		0.55%	4.14%	0.98%	1.21%	0.19%	0.57%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.46%	0.22%	0.00%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6356	105	839	550	864	839	238	195	290	128	182	112	203	426	71	124	109	68	301	168	121	204	219									
		85.11%	72.41%	81.85%	73.73%	81.05%	79.98%	87.50%	95.59%	96.99%	93.43%	92.39%	94.12%	93.55%	92.81%	94.67%	88.57%	75.17%	82.93%	95.56%	96.00%	92.37%	82.59%	98.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	0	3	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.00%	0.29%	0.54%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.09%	0.00%	0.49%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	308	6	19	40	78	70	13	3	2	2	5	3	7	7	2	7	3	5	6	2	1	26	1									
		4.12%	4.14%	1.85%	5.36%	7.32%	6.67%	4.78%	1.47%	0.67%	1.46%	2.54%	2.52%	3.23%	1.53%	2.67%	5.00%	2.07%	6.10%	1.90%	1.14%	0.76%	10.53%	0.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	0	16	10	11	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1									
