Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Тверской район																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №4006									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	47669	2425	2367	2728	2782	2128	3109	2913	2312	2713	2316	2872	958	2493	2587	2721	1717	2576	1963	1994	1574	18	37	190	176									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35700	1700	1700	1900	1900	1500	2000	2000	1400	1500	1500	1900	2000	1800	1800	1900	1500	2000	1500	1500	1700	150	100	250	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19004	826	780	962	1025	823	1113	941	892	1338	790	1015	930	899	850	1096	636	935	715	634	1571	15	33	9	176									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	586	29	34	34	28	19	21	18	31	22	17	27	28	18	34	41	29	34	21	8	3	0	0	90	0									
6	Число погашенных избирательных бюллетеней	16110	845	886	904	847	658	866	1041	477	140	693	858	1042	883	916	763	835	1031	764	858	126	135	67	151	324									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	586	29	34	34	28	19	21	18	31	22	17	27	28	18	34	41	29	34	21	8	3	0	0	90	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	18911	826	780	926	1022	823	1111	940	892	1337	788	1015	927	897	849	1055	636	935	715	633	1571	15	33	9	176									
9	Число недействительных избирательных бюллетеней	427	13	11	11	15	16	12	12	8	23	11	8	12	11	15	14	8	9	4	17	193	0	0	2	2									
10	Число действительных избирательных бюллетеней	19070	842	803	949	1035	826	1120	946	915	1336	794	1034	943	904	868	1082	657	960	732	624	1381	15	33	97	174									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	373	25	30	20	25	10	30	20	10	20	20	20	20	20	10	28	20	20	15	10	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	266	21	19	7	21	4	25	14	8	18	17	12	12	14	8	20	11	12	13	10	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1720	13	13	35	62	91	87	51	274	336	172	110	64	8	70	79	13	12	14	16	7	6	2	9	176									
14	Число погашенных неиспользованных открепительных удостоверений	107	4	11	13	4	6	5	6	2	2	3	8	8	6	2	8	9	8	2	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	3	0	3	0	1	4	1	0	1	1	0	1	1	2	3	2	4	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	725	40	36	47	42	28	52	24	36	33	22	39	38	38	36	38	18	28	29	35	56	0	0	3	7									
		3.72%	4.68%	4.42%	4.90%	4.00%	3.33%	4.59%	2.51%	3.90%	2.43%	2.73%	3.74%	3.98%	4.15%	4.08%	3.47%	2.71%	2.89%	3.94%	5.46%	3.56%	0.00%	0.00%	3.03%	3.98%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	372	24	10	18	27	16	23	15	16	13	11	26	14	16	23	19	16	20	19	14	20	0	4	2	6									
		1.91%	2.81%	1.23%	1.88%	2.57%	1.90%	2.03%	1.57%	1.73%	0.96%	1.37%	2.50%	1.47%	1.75%	2.60%	1.73%	2.41%	2.06%	2.58%	2.18%	1.27%	0.00%	12.12%	2.02%	3.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	547	34	23	42	35	27	30	23	27	14	17	29	25	25	27	26	21	35	20	23	33	0	1	5	5									
		2.81%	3.98%	2.83%	4.38%	3.33%	3.21%	2.65%	2.40%	2.93%	1.03%	2.11%	2.78%	2.62%	2.73%	3.06%	2.37%	3.16%	3.61%	2.72%	3.59%	2.10%	0.00%	3.03%	5.05%	2.84%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6146	259	278	245	254	216	307	269	285	675	280	288	272	280	240	335	192	324	244	205	551	9	14	54	70									
		31.52%	30.29%	34.15%	25.52%	24.19%	25.65%	27.12%	28.08%	30.88%	49.67%	34.78%	27.64%	28.48%	30.60%	27.18%	30.57%	28.87%	33.44%	33.15%	31.98%	35.01%	60.00%	42.42%	54.55%	39.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	362	13	14	20	20	26	6	17	13	14	15	17	20	12	17	26	20	17	17	15	32	0	0	3	8									
		1.86%	1.52%	1.72%	2.08%	1.90%	3.09%	0.53%	1.77%	1.41%	1.03%	1.86%	1.63%	2.09%	1.31%	1.93%	2.37%	3.01%	1.75%	2.31%	2.34%	2.03%	0.00%	0.00%	3.03%	4.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	103	7	3	2	7	5	8	9	6	2	5	7	1	6	2	2	2	5	7	7	9	0	0	0	1									
		0.53%	0.82%	0.37%	0.21%	0.67%	0.59%	0.71%	0.94%	0.65%	0.15%	0.62%	0.67%	0.10%	0.66%	0.23%	0.18%	0.30%	0.52%	0.95%	1.09%	0.57%	0.00%	0.00%	0.00%	0.57%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2027	107	80	79	73	64	91	65	79	182	76	77	77	62	68	101	58	96	83	66	403	5	6	9	20									
