Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Советско-Гаванская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370					
1	"Число избирателей, внесенных в списки"	37532	2714	1734	1825	2918	2068	148	2557	2541	1659	1556	1454	428	251	1014	329	796	1522	871	1989	2504	2956	2781	22	29	32	96	25	59	25	12	90	87	28	10	23	22	27	17	27	18	14	29	18	17	20	23	74	73					
2	"Число бюллетеней, полученных участковыми комиссиями"	34296	2500	1550	1600	2600	2100	150	2300	2350	1500	1400	1300	400	250	1000	290	680	1400	950	1650	2200	2600	2600	22	29	32	96	25	60	25	12	90	87	28	10	25	25	27	17	27	18	14	29	20	17	20	24	74	73					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16399	1219	759	641	1344	929	0	1346	1210	514	685	579	149	103	453	127	304	842	396	912	850	1247	914	22	29	32	90	25	56	25	12	84	77	28	10	23	22	27	11	27	18	10	29	18	11	20	23	74	73					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	655	31	13	30	38	35	137	28	34	24	9	21	4	0	15	6	15	42	17	17	60	27	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	17195	1250	778	929	1218	1136	13	926	1106	962	706	700	247	147	532	157	314	516	537	721	1290	1326	1634	0	0	0	6	0	4	0	0	6	10	0	0	2	3	0	6	0	0	4	0	2	6	0	1	0	0					
7	Число бюллетеней в переносных ящиках для голосования	702	31	13	30	38	35	137	28	34	24	9	21	4	0	15	6	62	42	17	17	60	27	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	16396	1219	758	641	1343	928	0	1346	1210	514	685	579	149	103	453	127	304	842	396	912	850	1247	914	22	29	32	90	25	56	25	12	84	77	28	10	23	22	27	11	27	18	10	29	18	11	20	23	74	73					
9	Число недействительных бюллетеней	173	7	6	9	22	3	0	0	21	12	5	6	1	0	3	2	5	15	16	6	3	8	15	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1					
10	Число действительных бюллетеней	16925	1243	765	662	1359	960	137	1374	1223	526	689	594	152	103	465	131	361	869	397	923	907	1266	951	22	29	32	90	25	56	24	12	82	76	28	10	23	22	27	11	27	18	10	29	18	11	20	21	73	72					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	294	28	9	17	21	14	0	23	15	10	6	16	5	5	5	5	13	12	10	20	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	232	28	7	14	19	12	0	19	13	8	6	15	4	5	3	0	9	12	5	7	16	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	0	0	2	3	1	0	4	1	1	3	3	2	2	0	2	3	7	5	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	62	0	2	3	2	2	0	4	2	2	0	1	1	0	2	5	4	0	5	13	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	4	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	134	7	2	3	3	3	0	9	5	6	5	1	4	3	3	0	8	5	9	19	7	12	8	1	0	1	0	0	0	1	0	1	1	0	0	0	0	2	0	1	2	0	0	1	0	0	1	0	0					
		0.78%	0.56%	0.25%	0.44%	0.21%	0.31%	0.0%	0.65%	0.40%	1.11%	0.72%	0.16%	2.61%	2.91%	0.64%	0.0%	2.18%	0.56%	2.17%	2.04%	0.76%	0.94%	0.82%	4.54%	0.0%	3.12%	0.0%	0.0%	0.0%	4.0%	0.0%	1.19%	1.29%	0.0%	0.0%	0.0%	0.0%	7.40%	0.0%	3.70%	11.11%	0.0%	0.0%	5.55%	0.0%	0.0%	4.34%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	527	37	12	17	40	36	4	37	54	6	25	17	4	1	15	2	6	42	10	32	32	34	37	1	0	1	1	10	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	2	0	2	0	2	1					
