Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
"Наименование Избирательной комиссии:    Калининград, Октябрьская ТИК"																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288					
1	"Число избирателей, внесенных в списки избирателей"	34320	2260	2193	2751	2138	2339	2832	2927	2887	2639	2840	2744	2845	2925					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26400	2000	2000	2000	2000	2000	2000	2100	2100	2000	2000	2000	2100	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18781	1368	1349	1508	1140	1222	1569	1583	1585	1348	1521	1490	1537	1561					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	430	29	30	89	36	20	20	25	36	24	24	22	20	55					
6	Число погашенных избирательных бюллетеней	7187	603	621	403	824	758	411	490	479	628	455	488	543	484					
7	Число избирательных бюллетеней в переносных ящиках для голосования	429	29	30	89	36	20	20	25	36	24	24	22	20	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18761	1363	1349	1501	1140	1222	1568	1581	1584	1346	1521	1489	1536	1561					
9	Число недействительных избирательных бюллетеней	226	9	16	17	20	13	12	23	28	24	22	21	10	11					
10	Число действительных избирательных бюллетеней	18964	1383	1363	1573	1156	1229	1576	1583	1592	1346	1523	1490	1546	1604					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	204	15	15	15	15	19	20	15	10	28	13	13	13	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	194	15	14	15	15	19	17	14	9	26	13	11	13	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	15	11	6	11	4	10	4	2	10	8	3	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	10	0	1	0	0	0	3	1	1	2	0	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	2	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	312	26	13	24	17	12	19	32	30	17	25	36	33	28					
		1.63%	1.87%	0.94%	1.51%	1.45%	0.97%	1.20%	1.99%	1.85%	1.24%	1.62%	2.38%	2.12%	1.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	555	45	52	54	34	30	55	55	53	39	41	28	28	41					
		2.89%	3.23%	3.77%	3.40%	2.89%	2.42%	3.46%	3.42%	3.27%	2.85%	2.65%	1.85%	1.80%	2.54%					
20	3.Политическая партия «Демократическая партия России»	26	3	1	3	1	2	3	2	3	2	2	2	1	1					
		0.14%	0.22%	0.07%	0.19%	0.09%	0.16%	0.19%	0.12%	0.19%	0.15%	0.13%	0.13%	0.06%	0.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2681	249	190	233	137	170	211	257	211	178	188	212	197	248					
		13.97%	17.89%	13.78%	14.65%	11.65%	13.69%	13.29%	16.00%	13.02%	12.99%	12.17%	14.03%	12.66%	15.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	300	37	39	39	32	10	29	16	30	14	23	13	7	11					
		1.56%	2.66%	2.83%	2.45%	2.72%	0.81%	1.83%	0.99%	1.85%	1.02%	1.49%	0.86%	0.45%	0.68%					
23	6.Политическая партия «Партия социальной справедливости»	56	2	0	5	7	4	4	3	3	5	11	5	4	3					
		0.29%	0.14%	0.00%	0.31%	0.60%	0.32%	0.25%	0.19%	0.19%	0.36%	0.71%	0.33%	0.26%	0.19%					
24	7.Политическая партия «Либерально-демократическая партия России»	1902	115	120	161	98	144	159	137	162	145	203	144	174	140					
		9.91%	8.26%	8.70%	10.13%	8.33%	11.59%	10.01%	8.53%	10.00%	10.58%	13.14%	9.53%	11.18%	8.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1972	177	174	141	136	155	179	196	184	152	127	123	134	94					
		10.28%	12.72%	12.62%	8.87%	11.56%	12.48%	11.27%	12.20%	11.36%	11.09%	8.22%	8.14%	8.61%	5.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	460	32	25	50	31	32	41	29	35	47	34	26	37	41					
		2.40%	2.30%	1.81%	3.14%	2.64%	2.58%	2.58%	1.81%	2.16%	3.43%	2.20%	1.72%	2.38%	2.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10024	621	682	800	628	631	801	794	823	709	817	858	901	959					
		52.24%	44.61%	49.46%	50.31%	53.40%	50.81%	50.44%	49.44%	50.80%	51.75%	52.88%	56.78%	57.90%	59.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	676	76	67	63	35	39	75	62	58	38	52	43	30	38					
		3.52%	5.46%	4.86%	3.96%	2.98%	3.14%	4.72%	3.86%	3.58%	2.77%	3.37%	2.85%	1.93%	2.35%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
