Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Владивосток, Советская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1852	УИК №1853	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972									
1	Число избирателей, включенных в список избирателей	87721	584	2531	1930	2226	2037	2019	2144	2468	1393	1422	553	879	1789	2025	1107	2424	1311	581	565	853	2029	1272	2027	2077	2176	2012	2025	2206	2349	2050	2390	2291	2018	1071	1306	1405	2158	2149	2272	2510	2083	1394	1957	1997	256	1759	884	254	125	1284	439	1229	196	1342	174	214	758	104	310	328									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	71516	500	2000	1600	1800	1600	1600	1700	2000	1100	1100	500	750	1300	1600	900	1700	1000	500	500	1000	1800	1000	1600	1710	1700	1700	1600	1700	2000	1700	2000	2000	1800	800	1100	1100	1700	1800	1800	2000	1600	1100	1600	1600	210	1300	700	260	183	1000	470	1000	190	1000	180	225	760	95	379	304									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	51710	299	1183	1351	1058	1353	1352	1441	1164	1009	625	287	580	1172	1325	742	1257	702	302	278	579	1137	890	1028	1191	1224	1127	1042	1281	1641	1403	1325	1357	1352	648	815	846	1291	1181	1353	1402	1125	710	1120	1143	91	1040	438	163	84	817	416	705	137	816	156	188	468	90	250	160									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1312	8	14	8	17	14	14	18	35	15	16	8	0	6	10	10	46	9	3	7	248	18	10	10	21	28	11	17	18	29	26	13	24	7	7	14	14	18	30	4	24	2	3	22	23	115	107	11	60	0	6	23	3	43	25	18	0	1	0	1	0									
6	Число погашенных избирательных бюллетеней	18494	193	803	241	725	233	234	241	801	76	459	205	170	122	265	148	397	289	195	215	173	645	100	562	498	448	562	541	401	330	271	662	619	441	145	271	240	391	589	443	574	473	387	458	434	4	153	251	37	99	177	31	292	10	159	6	37	291	5	128	144									
