Выборы Президента Российской Федерации																																																																
Дата голосования: 18.03.2018																																																																
																																																																
"Наименование Избирательной комиссии:    Владивосток, Советская"																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																														
																																																																
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №880	УИК №881	УИК №882	УИК №883									
1	"Число избирателей, включенных в список избирателей"	88954	613	2899	1813	2546	1964	1981	2081	2763	1429	2193	686	757	1815	1975	1108	3341	1093	594	593	2533	686	1839	1691	1364	2792	2324	2155	1957	878	2108	2286	1917	2290	2130	1963	996	1335	1295	1507	2375	2104	2131	2332	2021	1977	1346	1900	1913	1630	435	250	120	130									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	80790	500	2700	1600	2400	1700	1700	1900	2600	1200	1900	500	600	1600	1700	900	3000	900	500	500	2400	690	1600	1600	1200	2700	2000	2100	1900	700	2000	2300	1800	2200	2100	1900	900	1300	1200	1300	1800	2000	2100	2300	1700	1700	1300	1600	1800	1300	420	240	120	120									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	48977	296	1477	1080	1317	1032	1059	1148	1441	783	1111	319	477	1037	1024	607	1864	584	337	303	1475	459	1010	813	775	1517	1321	1239	976	393	1200	1298	1056	1252	1157	1269	600	784	730	856	1447	1135	1244	1258	1135	923	730	1069	1037	944	187	190	108	94									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1422	13	25	11	18	11	13	20	32	17	38	43	4	5	20	10	21	23	9	6	10	147	6	14	17	71	31	10	25	22	26	22	44	28	30	6	10	10	37	13	18	25	9	26	3	16	6	30	21	92	180	49	12	17									
6	Число погашенных избирательных бюллетеней	30391	191	1198	509	1065	657	628	732	1127	400	751	138	119	558	656	283	1115	293	154	191	915	84	584	773	408	1112	648	851	899	285	774	980	700	920	913	625	290	506	433	431	335	840	847	1016	562	761	564	501	742	264	53	1	0	9									
