Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Сухиничская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644					
1	"Число избирателей, внесенных в списки избирателей"	20598	1404	1539	1832	1826	1623	2050	2616	1619	230	358	302	212	234	136	263	451	141	156	440	228	549	242	309	177	180	808	262	191	220					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17175	1200	1250	1450	1450	1250	1650	2100	1350	200	300	300	200	200	125	250	400	125	125	400	200	500	225	300	150	175	700	225	175	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10771	787	870	871	889	835	1067	1325	867	154	214	188	114	95	56	147	157	90	82	208	134	274	145	168	99	77	408	172	150	128					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2016	80	47	39	133	92	119	43	143	41	78	42	51	94	37	69	173	20	43	99	53	88	33	68	37	43	173	30	18	30					
6	Число погашенных избирательных бюллетеней	4388	333	333	540	428	323	464	732	340	5	8	70	35	11	32	34	70	15	0	93	13	138	47	64	14	55	119	23	7	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2016	80	47	39	133	92	119	43	143	41	78	42	51	94	37	69	173	20	43	99	53	88	33	68	37	43	173	30	18	30					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10765	787	870	871	889	835	1065	1325	863	154	214	188	114	95	56	147	157	90	82	208	134	274	145	168	99	77	408	172	150	128					
9	Число недействительных избирательных бюллетеней	94	5	11	5	6	5	17	7	6	2	2	0	0	0	0	4	2	0	0	3	2	5	1	1	1	0	2	3	0	4					
10	Число действительных избирательных бюллетеней	12687	862	906	905	1016	922	1167	1361	1000	193	290	230	165	189	93	212	328	110	125	304	185	357	177	235	135	120	579	199	168	154					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	245	15	15	12	18	17	10	8	33	3	7	12	1	3	3	3	6	3	1	8	6	11	3	9	1	0	22	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	189	9	14	8	11	14	10	7	29	0	7	11	0	3	0	3	6	0	0	7	6	11	1	9	0	0	17	5	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	120	6	4	7	16	5	10	1	8	1	4	4	2	2	3	2	1	2	2	0	3	5	2	5	4	2	6	5	7	1					
14	Число погашенных неиспользованных открепительных удостоверений	56	6	1	4	7	3	0	1	4	3	0	1	1	0	3	0	0	3	1	1	0	0	2	0	1	0	5	0	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	3	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	309	24	25	14	22	12	17	16	27	8	9	11	6	4	0	4	8	3	9	13	5	20	6	2	4	2	26	6	1	5					
		2.42%	2.77%	2.73%	1.54%	2.15%	1.29%	1.44%	1.17%	2.68%	4.10%	3.08%	4.78%	3.64%	2.12%	0.00%	1.85%	2.42%	2.73%	7.20%	4.23%	2.67%	5.52%	3.37%	0.85%	2.94%	1.67%	4.48%	2.97%	0.60%	3.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	57	11	4	6	4	3	6	4	9	0	2	1	0	0	2	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0					
		0.45%	1.27%	0.44%	0.66%	0.39%	0.32%	0.51%	0.29%	0.89%	0.00%	0.68%	0.43%	0.00%	0.00%	2.15%	0.46%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.85%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	0	0	1	1	0	2	1	2	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	2	1	0	0	0					
		0.13%	0.00%	0.00%	0.11%	0.10%	0.00%	0.17%	0.07%	0.20%	0.00%	0.34%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.91%	0.80%	0.00%	0.00%	0.00%	0.00%	0.42%	0.74%	1.67%	0.17%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1427	93	110	96	106	110	154	155	228	4	12	17	11	11	7	22	20	13	10	29	8	42	14	21	6	13	68	27	11	9					
		11.17%	10.73%	11.99%	10.55%	10.37%	11.87%	13.01%	11.33%	22.66%	2.05%	4.11%	7.39%	6.67%	5.82%	7.53%	10.19%	6.06%	11.82%	8.00%	9.45%	4.28%	11.60%	7.87%	8.90%	4.41%	10.83%	11.70%	13.37%	6.55%	5.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	3	5	3	2	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0					
		0.17%	0.35%	0.55%	0.33%	0.20%	0.00%	0.08%	0.15%	0.10%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.50%	0.60%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	0	0	1	6	3	1	3	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0					
		0.16%	0.00%	0.00%	0.11%	0.59%	0.32%	0.08%	0.22%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	891	56	77	66	68	68	123	104	58	12	27	8	5	10	2	10	21	8	4	12	5	22	13	18	11	6	39	12	10	16					
		6.97%	6.46%	8.40%	7.25%	6.65%	7.34%	10.39%	7.60%	5.77%	6.15%	9.25%	3.48%	3.03%	5.29%	2.15%	4.63%	6.36%	7.27%	3.20%	3.91%	2.67%	6.08%	7.30%	7.63%	8.09%	5.00%	6.71%	5.94%	5.95%	10.13%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	647	65	67	79	63	47	63	75	38	11	18	4	6	5	9	5	6	2	10	11	1	7	9	10	2	2	21	3	3	5					
		5.06%	7.50%	7.31%	8.68%	6.16%	5.07%	5.32%	5.48%	3.78%	5.64%	6.16%	1.74%	3.64%	2.65%	9.68%	2.31%	1.82%	1.82%	8.00%	3.58%	0.53%	1.93%	5.06%	4.24%	1.47%	1.67%	3.61%	1.49%	1.79%	3.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	87	10	8	6	9	4	6	5	6	2	0	0	1	0	3	2	2	1	2	1	1	3	1	3	0	1	5	2	0	3					
