Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Злынковская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434					
1	"Число избирателей, внесенных в списки"	10454	1499	1386	1305	1219	1029	449	316	337	186	434	347	332	267	438	414	496					
2	"Число бюллетеней, полученных участковыми комиссиями"	10600	1700	1350	1300	1200	1000	450	300	340	190	440	340	340	270	450	430	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5288	725	621	602	657	499	242	196	156	106	257	160	233	121	240	169	304					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	760	43	42	23	38	123	48	19	53	9	46	30	53	49	50	81	53					
6	Число погашенных бюллетеней	4552	932	687	675	505	378	160	85	131	75	137	150	54	100	160	180	143					
7	Число бюллетеней в переносных ящиках для голосования	760	43	42	23	38	123	48	19	53	9	46	30	53	49	50	81	53					
8	Число бюллетеней в стационарных ящиках для голосования	5287	725	621	602	657	498	242	196	156	106	257	160	233	121	240	169	304					
9	Число недействительных бюллетеней	168	28	9	28	29	19	5	2	0	7	7	10	5	0	8	8	3					
10	Число действительных бюллетеней	5879	740	654	597	666	602	285	213	209	108	296	180	281	170	282	242	354					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	10	10	10	5	5	5	5	5	5	5	5	5	5	5	7	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	21	1	6	2	2	5	0	0	1	1	0	1	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	7	4	0	1	2	0	0	0	1	1	0	2	0	1	0	0					
14	Число погашенных открепительных удостоверений	76	9	4	8	3	0	5	5	4	4	5	4	5	5	5	6	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	112	19	9	17	8	9	3	3	2	8	5	4	5	7	3	6	4					
		1.85%	2.47%	1.35%	2.72%	1.15%	1.44%	1.03%	1.39%	0.95%	6.95%	1.65%	2.10%	1.74%	4.11%	1.03%	2.4%	1.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	73	11	10	23	7	1	2	0	1	1	3	3	1	4	5	0	1					
		1.20%	1.43%	1.50%	3.68%	1.00%	0.16%	0.68%	0.0%	0.47%	0.86%	0.99%	1.57%	0.34%	2.35%	1.72%	0.0%	0.28%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	182	17	24	18	22	26	4	12	6	1	4	18	9	1	3	3	14					
		3.00%	2.21%	3.61%	2.88%	3.16%	4.18%	1.37%	5.58%	2.87%	0.86%	1.32%	9.47%	3.14%	0.58%	1.03%	1.2%	3.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	71	15	12	8	9	2	3	2	0	2	3	1	2	0	8	0	4					
		1.17%	1.95%	1.80%	1.28%	1.29%	0.32%	1.03%	0.93%	0.0%	1.73%	0.99%	0.52%	0.69%	0.0%	2.75%	0.0%	1.12%					
22	"5. ""За Русь Святую"""	31	2	5	4	2	5	1	1	3	0	1	1	0	0	2	0	4					
		0.51%	0.26%	0.75%	0.64%	0.28%	0.80%	0.34%	0.46%	1.43%	0.0%	0.33%	0.52%	0.0%	0.0%	0.68%	0.0%	1.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	1	1	1	1	2	1	1	0	0	2	1	0	1	0	2	2					
		0.26%	0.13%	0.15%	0.16%	0.14%	0.32%	0.34%	0.46%	0.0%	0.0%	0.66%	0.52%	0.0%	0.58%	0.0%	0.8%	0.56%					
24	"7. ""Новый курс - Автомобильная Россия"""	15	1	3	1	1	0	0	0	0	0	1	1	4	0	2	0	1					
		0.24%	0.13%	0.45%	0.16%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.52%	1.39%	0.0%	0.68%	0.0%	0.28%					
25	"8. ""Народно-республиканская партия России"""	27	3	2	0	1	1	5	2	0	1	5	2	1	0	0	1	3					
		0.44%	0.39%	0.30%	0.0%	0.14%	0.16%	1.72%	0.93%	0.0%	0.86%	1.65%	1.05%	0.34%	0.0%	0.0%	0.4%	0.84%					
26	"9. ""Российская экологическая партия ""Зеленые"""	26	8	4	5	1	2	0	0	0	1	1	2	0	0	0	1	1					
		0.42%	1.04%	0.60%	0.8%	0.14%	0.32%	0.0%	0.0%	0.0%	0.86%	0.33%	1.05%	0.0%	0.0%	0.0%	0.4%	0.28%					
27	"10. ""Аграрная партия России"""	253	20	37	36	14	15	15	3	23	0	15	5	5	12	18	15	20					
		4.18%	2.60%	5.58%	5.76%	2.01%	2.41%	5.17%	1.39%	11.00%	0.0%	4.95%	2.63%	1.74%	7.05%	6.20%	6.0%	5.60%					
28	"11. ""Истинные патриоты России"""	7	1	0	1	0	0	0	2	0	0	2	0	0	0	0	0	1					
		0.11%	0.13%	0.0%	0.16%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	72	6	11	11	5	3	6	2	1	0	4	7	2	1	3	6	4					
		1.19%	0.78%	1.65%	1.76%	0.71%	0.48%	2.06%	0.93%	0.47%	0.0%	1.32%	3.68%	0.69%	0.58%	1.03%	2.4%	1.12%					
30	"13. ""Демократическая партия России"""	20	1	3	1	4	1	2	0	0	0	0	0	0	1	4	0	3					
		0.33%	0.13%	0.45%	0.16%	0.57%	0.16%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	1.37%	0.0%	0.84%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	1					
		0.11%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.86%	0.33%	0.52%	0.34%	0.0%	0.0%	0.0%	0.28%					
32	"15. ""Партия СЛОН"""	11	4	2	2	0	0	0	0	1	0	0	0	1	1	0	0	0					
		0.18%	0.52%	0.30%	0.32%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.34%	0.58%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	153	25	32	17	22	26	5	7	2	0	2	5	1	1	3	1	4					
		2.53%	3.25%	4.82%	2.72%	3.16%	4.18%	1.72%	3.25%	0.95%	0.0%	0.66%	2.63%	0.34%	0.58%	1.03%	0.4%	1.12%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	1	3	4	1	4	1	1	1	1	2	0	4	2	0	1	2					
		0.46%	0.13%	0.45%	0.64%	0.14%	0.64%	0.34%	0.46%	0.47%	0.86%	0.66%	0.0%	1.39%	1.17%	0.0%	0.4%	0.56%					
35	"18. ""ЛДПР"""	392	41	48	38	56	31	25	30	24	9	9	18	10	7	27	8	11					
		6.48%	5.33%	7.23%	6.08%	8.05%	4.99%	8.62%	13.95%	11.48%	7.82%	2.97%	9.47%	3.49%	4.11%	9.31%	3.2%	3.08%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	217	31	39	28	49	38	4	2	3	1	2	2	0	6	2	6	4					
		3.58%	4.03%	5.88%	4.48%	7.05%	6.11%	1.37%	0.93%	1.43%	0.86%	0.66%	1.05%	0.0%	3.52%	0.68%	2.4%	1.12%					
37	"20. ""Политическая партия ""Единая Россия"""	2341	331	235	251	305	276	64	102	69	40	124	72	59	57	115	83	158					
		38.71%	43.09%	35.44%	40.16%	43.88%	44.44%	22.06%	47.44%	33.01%	34.78%	40.92%	37.89%	20.62%	33.52%	39.65%	33.2%	44.25%					
38	"21. ""Российская Конституционно-демократическая партия"""	36	2	3	0	6	3	3	2	2	3	2	0	1	2	1	2	4					
		0.59%	0.26%	0.45%	0.0%	0.86%	0.48%	1.03%	0.93%	0.95%	2.60%	0.66%	0.0%	0.34%	1.17%	0.34%	0.8%	1.12%					
39	"22. ""Развитие предпринимательства"""	26	3	2	4	2	3	3	1	0	0	1	0	1	0	1	5	0					
		0.42%	0.39%	0.30%	0.64%	0.28%	0.48%	1.03%	0.46%	0.0%	0.0%	0.33%	0.0%	0.34%	0.0%	0.34%	2.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1421	140	124	86	115	136	127	25	67	25	95	25	157	56	67	96	80					
		23.49%	18.22%	18.70%	13.76%	16.54%	21.90%	43.79%	11.62%	32.05%	21.73%	31.35%	13.15%	54.89%	32.94%	23.10%	38.4%	22.40%					
																							
41	Против всех	342	57	45	41	33	18	11	15	4	14	12	12	17	11	18	6	28					
		5.65%	7.42%	6.78%	6.56%	4.74%	2.89%	3.79%	6.97%	1.91%	12.17%	3.96%	6.31%	5.94%	6.47%	6.20%	2.4%	7.84%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
