Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Тамбовская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717					
1	"Число избирателей, внесенных в списки"	18311	2435	2258	1607	461	553	165	896	151	508	294	359	1216	114	161	822	660	214	508	560	1544	135	352	469	171	263	105	432	88	810					
2	"Число бюллетеней, полученных участковыми комиссиями"	18246	2369	2211	1629	449	554	168	890	135	509	292	359	1245	115	165	807	652	213	519	569	1572	142	353	475	164	263	110	430	88	799					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10304	1306	1038	698	239	291	95	505	124	292	198	194	605	86	119	558	392	128	304	401	950	100	195	249	126	178	73	279	61	520					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	460	64	35	34	1	11	6	22	0	18	10	7	36	0	6	16	5	0	15	14	34	3	20	21	5	0	0	9	1	67					
6	Число погашенных бюллетеней	7482	999	1138	897	209	252	67	363	11	199	84	158	604	29	40	233	255	85	200	154	588	39	138	205	33	85	37	142	26	212					
7	Число бюллетеней в переносных ящиках для голосования	460	64	35	34	1	11	6	22	0	18	10	7	36	0	6	16	5	0	15	14	34	3	20	21	5	0	0	9	1	67					
8	Число бюллетеней в стационарных ящиках для голосования	10298	1304	1038	698	239	291	95	505	124	292	198	194	605	86	119	558	392	128	304	401	946	100	195	249	126	178	73	279	61	520					
9	Число недействительных бюллетеней	177	15	12	12	5	3	3	10	0	1	4	3	17	3	0	7	12	4	3	14	13	0	1	10	3	3	1	4	0	14					
10	Число действительных бюллетеней	10581	1353	1061	720	235	299	98	517	124	309	204	198	624	83	125	567	385	124	316	401	967	103	214	260	128	175	72	284	62	573					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	10	10	7	3	3	1	4	1	3	2	2	5	1	1	3	3	1	3	3	4	1	2	3	1	2	1	3	1	16					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	9	4	2	0	1	0	2	0	2	1	0	1	0	1	3	1	0	0	0	4	0	2	3	0	0	0	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	8	11	8	2	1	0	0	0	0	1	2	4	0	0	5	1	1	2	1	3	1	1	1	1	0	1	3	0	5					
14	Число погашенных открепительных удостоверений	61	1	6	5	3	2	1	2	1	1	1	2	4	1	0	0	2	1	3	3	0	1	0	0	1	2	1	3	1	13					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	173	14	14	6	4	4	5	8	1	7	6	5	14	2	2	5	4	3	4	8	17	2	3	7	0	1	1	8	2	16					
		1.60%	1.02%	1.30%	0.81%	1.66%	1.32%	4.95%	1.51%	0.80%	2.25%	2.88%	2.48%	2.18%	2.32%	1.6%	0.87%	1.00%	2.34%	1.25%	1.92%	1.73%	1.94%	1.39%	2.59%	0.0%	0.56%	1.36%	2.77%	3.22%	2.72%					
