Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Павловская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746					
1	"Число избирателей, внесенных в список"	44061	1336	1579	1144	828	1540	2105	1224	2373	2352	362	1463	2048	1444	1460	508	330	1140	1061	737	904	1313	722	325	1363	862	516	1149	330	144	617	484	1010	934	867	786	425	330	638	284	1239	418	323	693	328	1638	385					
2	Число полученных избирательных бюллетеней	43270	1200	1400	1000	800	1400	2000	1200	2200	2200	400	1400	1900	1400	1400	600	350	1100	1100	800	900	1300	760	340	1300	850	500	1100	350	150	650	490	1000	1000	900	800	450	350	650	280	1300	500	350	700	350	1700	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	28230	833	1001	685	550	954	1306	768	1530	1552	335	981	1301	882	881	340	206	717	561	410	492	641	397	279	832	492	389	832	227	96	492	300	569	593	723	563	279	230	356	156	738	240	237	489	234	1265	296					
5	"Число избирательных бюллетеней, выданных вне помещения"	5889	74	334	97	46	68	78	93	30	34	10	23	34	68	308	88	94	221	156	125	153	187	212	19	280	259	85	218	75	44	60	140	313	147	106	77	113	50	231	103	317	129	78	149	66	242	55					
6	Число погашенных избирательных бюллетеней	9151	293	65	218	204	378	616	339	640	614	55	396	565	450	211	172	50	162	383	265	255	472	151	42	188	99	26	50	48	10	98	50	118	260	71	160	58	70	63	21	245	131	35	62	50	193	49					
7	Число избирательных бюллетеней в переносных ящиках	5889	74	334	97	46	68	78	93	30	34	10	23	34	68	308	88	94	221	156	125	153	187	212	19	280	259	85	218	75	44	60	140	313	147	106	77	113	50	231	103	317	129	78	149	66	242	55					
8	Число бюллетеней в стационарных ящиках для голосования	28205	833	1001	684	550	954	1306	766	1530	1552	335	981	1293	882	881	340	206	717	561	410	492	641	397	279	832	492	389	832	227	96	492	300	563	587	723	563	279	230	356	156	737	240	237	489	234	1265	295					
9	Число недействительных избирательных бюллетеней	267	5	5	7	4	13	12	9	12	6	5	16	6	1	15	4	6	14	6	2	3	9	4	8	7	7	7	0	4	0	6	0	12	3	0	6	3	0	4	1	15	5	1	3	2	8	1					
10	Число действительных избирательных бюллетеней	33827	902	1330	774	592	1009	1372	850	1548	1580	340	988	1321	949	1174	424	294	924	711	533	642	819	605	290	1105	744	467	1050	298	140	546	440	864	731	829	634	389	280	583	258	1039	364	314	635	298	1499	349					
11	Число полученных открепительных  удостоверений	334	4	12	4	5	7	11	3	18	18	6	13	19	15	10	10	2	10	5	3	14	6	7	5	13	3	2	7	2	2	7	2	4	8	3	11	2	2	2	2	26	10	4	5	4	4	2					
12	Число выданных открепительных удостоверений	292	2	12	4	4	7	11	3	18	17	5	13	19	12	10	10	1	9	4	3	14	6	7	3	13	1	2	7	0	0	7	0	1	8	2	11	1	0	0	1	26	9	2	3	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	263	10	12	13	2	12	8	17	13	16	1	12	58	9	5	2	2	7	7	0	5	0	2	2	3	1	3	0	2	3	3	1	1	2	8	8	0	0	2	0	3	1	2	4	0	0	1					
14	Число неиспользованных открепительных удостоверений	42	2	0	0	1	0	0	0	0	1	1	0	0	3	0	0	1	1	1	0	0	0	0	2	0	2	0	0	2	2	0	2	3	0	1	0	1	2	2	1	0	1	2	2	4	0	2					
15	"Число открепительных удостоверений, выданных в ТИК"	16	0	0	3	0	1	0	1	3	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	829	29	24	26	15	31	44	36	68	42	9	32	45	29	34	3	3	30	20	14	8	21	13	5	13	17	7	23	2	2	11	6	5	14	16	20	20	10	6	1	20	10	5	18	3	14	5					
		2.43%	3.20%	1.80%	3.33%	2.52%	3.03%	3.18%	4.19%	4.36%	2.65%	2.61%	3.19%	3.39%	3.05%	2.86%	0.70%	1.00%	3.20%	2.79%	2.62%	1.24%	2.54%	2.13%	1.68%	1.17%	2.26%	1.48%	2.19%	0.66%	1.43%	1.99%	1.36%	0.57%	1.91%	1.93%	3.12%	5.10%	3.57%	1.02%	0.39%	1.90%	2.71%	1.59%	2.82%	1.00%	0.93%	1.43%					
19	. Малышкин Олег Александрович	929	18	26	19	13	33	26	12	36	49	13	27	44	28	41	10	10	22	7	16	20	19	23	12	32	21	19	16	9	3	17	14	22	29	22	23	17	5	14	9	26	12	5	18	17	40	15					
		2.72%	1.98%	1.95%	2.43%	2.18%	3.23%	1.88%	1.40%	2.31%	3.09%	3.77%	2.69%	3.32%	2.95%	3.45%	2.34%	3.33%	2.35%	0.98%	2.99%	3.10%	2.29%	3.78%	4.03%	2.88%	2.80%	4.01%	1.52%	2.98%	2.14%	3.08%	3.18%	2.51%	3.95%	2.65%	3.59%	4.34%	1.79%	2.39%	3.47%	2.47%	3.25%	1.59%	2.82%	5.67%	2.65%	4.29%					
20	. Миронов Сергей Михайлович	294	8	9	12	5	3	12	6	13	14	3	12	17	15	7	7	1	8	7	4	2	4	5	2	5	7	1	6	1	0	4	3	11	9	8	11	3	3	5	0	12	3	2	4	2	15	3					
		0.86%	0.88%	0.67%	1.54%	0.84%	0.29%	0.87%	0.70%	0.83%	0.88%	0.87%	1.20%	1.28%	1.58%	0.59%	1.64%	0.33%	0.85%	0.98%	0.75%	0.31%	0.48%	0.82%	0.67%	0.45%	0.93%	0.21%	0.57%	0.33%	0.00%	0.72%	0.68%	1.26%	1.23%	0.97%	1.72%	0.77%	1.07%	0.85%	0.00%	1.14%	0.81%	0.63%	0.63%	0.67%	1.00%	0.86%					
21	. Путин Владимир Владимирович	21795	524	937	482	404	624	794	503	914	953	235	588	785	557	725	249	186	573	446	309	427	581	456	227	692	455	270	727	233	107	438	320	494	433	618	393	254	200	381	204	717	177	269	412	181	1147	194					
		63.93%	57.77%	70.19%	61.72%	67.79%	61.06%	57.37%	58.56%	58.59%	60.09%	68.12%	58.57%	59.16%	58.63%	60.98%	58.18%	62.00%	61.09%	62.20%	57.76%	66.20%	70.17%	74.88%	76.17%	62.23%	60.59%	56.96%	69.24%	77.15%	76.43%	79.35%	72.73%	56.39%	58.99%	74.55%	61.41%	64.80%	71.43%	64.91%	78.76%	68.03%	47.97%	85.40%	64.58%	60.33%	76.11%	55.43%					
22	. Хакамада Ирина Муцуовна	668	32	28	28	14	33	34	30	35	43	6	35	32	18	21	13	6	18	13	5	13	20	2	3	20	11	5	13	4	0	7	5	6	13	10	10	6	2	10	1	16	7	0	12	9	9	10					
		1.96%	3.53%	2.10%	3.59%	2.35%	3.23%	2.46%	3.49%	2.24%	2.71%	1.74%	3.49%	2.41%	1.89%	1.77%	3.04%	2.00%	1.92%	1.81%	0.93%	2.02%	2.42%	0.33%	1.01%	1.80%	1.46%	1.05%	1.24%	1.32%	0.00%	1.27%	1.14%	0.68%	1.77%	1.21%	1.56%	1.53%	0.71%	1.70%	0.39%	1.52%	1.90%	0.00%	1.88%	3.00%	0.60%	2.86%					
23	. Харитонов Николай Михайлович	8460	257	280	186	121	252	426	233	422	417	65	240	341	271	309	128	82	262	206	165	160	160	101	34	319	221	152	257	43	26	58	90	317	215	145	167	78	54	163	39	230	145	31	157	74	249	112					
		24.81%	28.34%	20.97%	23.82%	20.30%	24.66%	30.78%	27.12%	27.05%	26.29%	18.84%	23.90%	25.70%	28.53%	25.99%	29.91%	27.33%	27.93%	28.73%	30.84%	24.81%	19.32%	16.58%	11.41%	28.69%	29.43%	32.07%	24.48%	14.24%	18.57%	10.51%	20.45%	36.19%	29.29%	17.49%	26.09%	19.90%	19.29%	27.77%	15.06%	21.82%	39.30%	9.84%	24.61%	24.67%	16.52%	32.00%					
																																																					
