Выборы Президента Российской Федерации																																																																																																															
Дата голосования: 04.03.2012																																																																																																															
																																																																																																															
Наименование Избирательной комиссии:    Самара, Промышленная																																																																																																															
																																																																																																															
Сводная таблица итогов голосования																																																																																																															
																																																																																																															
	Число участковых избирательных комиссий	100																																																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	100																																																																																																													
																																																																																																															
		Сумма	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687									
1	Число избирателей, включенных в список избирателей	218441	2396	1986	2537	1858	2073	2303	1719	1823	1912	2418	2595	1933	1921	1797	2689	2399	2259	2931	1858	1688	2192	2103	2313	2350	2170	2068	2582	2320	2348	1490	2550	2253	1640	1934	2235	1830	2709	2606	2039	2121	1738	1903	1812	1823	2329	1832	2617	2077	2064	1980	1977	2049	2422	2061	1921	2139	2186	2458	2264	2230	1938	2241	2322	2320	2449	2695	2736	2085	2514	2257	2076	2205	2190	2464	1406	1710	2123	1700	1962	2032	2172	2185	2074	2048	1909	2440	2109	1972	1917	2235	2175	2085	2773	2687	3054	2853	2482	2907	2271	1838									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	212300	2300	1900	2500	1800	2000	1900	1700	1800	1900	2300	2400	1800	1900	1700	2000	2300	2200	2500	1700	1800	1800	2000	1700	2300	2000	1800	2600	2300	2300	1400	2400	2200	1800	1900	2200	1900	2600	2500	1900	2000	1900	1900	1800	1800	2200	1900	2500	2000	2100	1900	1900	2000	2400	2100	2000	2100	2100	2400	2200	2200	1900	2200	2100	2200	2600	2600	2700	2300	2600	2400	2000	2100	2300	2400	1500	1700	2200	1700	2000	2000	2200	2100	2000	2100	1900	2500	2300	2000	2100	2300	2300	2100	2600	2500	2600	2600	2400	2900	2200	1700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	122321	1290	965	1027	832	1067	1304	792	940	1040	1221	1217	1039	1137	982	1119	1085	1108	1849	890	959	854	1128	950	1485	1099	958	1288	1331	1058	570	1275	1253	957	1092	1332	1112	1596	1406	1059	1089	1233	995	1139	941	1258	1103	1441	1117	1203	1172	1225	1163	1440	1124	1096	1347	1457	1374	1334	1288	1177	1345	1457	1327	1592	1597	1659	1403	1497	1470	1135	1238	1283	1620	949	1093	1354	900	1061	1179	1303	1312	1294	1167	1157	1588	1464	1205	1205	1298	1406	1176	1462	1522	1416	1686	1466	1098	1469	1086									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	14170	14	158	163	177	197	77	91	35	28	270	160	54	124	85	42	35	46	18	68	28	378	196	577	183	98	396	39	203	279	215	225	96	242	110	159	138	155	162	30	186	159	137	26	177	37	37	48	223	49	202	186	45	154	144	111	52	191	123	44	332	251	228	196	44	15	21	101	22	81	156	54	127	139	30	116	89	47	32	58	40	43	211	259	199	179	214	210	16	41	208	245	51	20	329	366	77	20	929	162	130									
6	Число погашенных избирательных бюллетеней	75809	996	777	1310	791	736	519	817	825	832	809	1023	707	639	633	839	1180	1046	633	742	813	568	676	173	632	803	446	1273	766	963	615	900	851	601	698	709	650	849	932	811	725	508	768	635	682	905	760	1011	660	848	526	489	792	806	832	793	701	452	903	822	580	472	627	447	829	993	982	940	875	1022	774	811	735	878	750	435	518	799	768	881	781	854	577	447	734	564	698	626	779	854	794	649	873	1118	649	818	837	914	873	569	484									
