Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Нововаршавская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
1	"Число избирателей, внесенных в список"	20062	2400	2594	312	601	296	150	689	414	1098	1659	435	194	133	840	251	108	159	343	1124	61	96	1444	1419	805	208	270	221	376	956	79	112	215					
2	Число полученных избирательных бюллетеней	20100	2440	2510	310	600	300	150	690	420	1130	1680	440	200	140	830	250	110	170	350	1130	70	100	1440	1420	790	240	270	220	370	930	80	110	210					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13643	1534	1471	203	364	186	102	501	247	767	950	319	140	129	627	215	90	140	250	738	49	76	873	876	733	208	230	195	336	755	64	95	180					
5	"Число избирательных бюллетеней, выданных вне помещения"	704	54	109	10	58	20	8	21	58	47	43	13	7	0	34	0	0	0	10	37	3	10	35	55	19	0	1	5	7	36	0	4	0					
6	Число погашенных избирательных бюллетеней	5753	852	930	97	178	94	40	168	115	316	687	108	53	11	169	35	20	30	90	355	18	14	532	489	38	32	39	20	27	139	16	11	30					
7	Число избирательных бюллетеней в переносных ящиках	704	54	109	10	58	20	8	21	58	47	43	13	7	0	34	0	0	0	10	37	3	10	35	55	19	0	1	5	7	36	0	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	13643	1534	1471	203	364	186	102	501	247	767	950	319	140	129	627	215	90	140	250	738	49	76	873	876	733	208	230	195	336	755	64	95	180					
9	Число недействительных избирательных бюллетеней	129	16	12	0	4	1	1	0	0	11	9	2	2	0	5	4	3	2	5	12	0	2	5	5	2	9	5	0	1	7	0	0	4					
10	Число действительных избирательных бюллетеней	14218	1572	1568	213	418	205	109	522	305	803	984	330	145	129	656	211	87	138	255	763	52	84	903	926	750	199	226	200	342	784	64	99	176					
11	Число полученных открепительных  удостоверений	670	40	40	10	30	10	10	40	10	40	40	30	10	10	30	10	10	10	10	40	10	10	40	40	30	10	10	10	10	40	10	10	10					
12	Число выданных открепительных удостоверений	192	35	33	2	2	2	0	6	3	26	14	10	0	0	4	0	0	2	6	12	2	0	9	7	3	1	0	2	1	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	109	11	16	3	2	4	1	2	4	2	7	3	4	1	1	2	3	1	3	5	1	3	6	5	6	2	2	3	1	2	0	1	2					
14	Число неиспользованных открепительных удостоверений	478	5	7	8	28	8	10	34	7	14	26	20	10	10	26	10	10	8	4	28	8	10	31	33	27	9	10	8	9	30	10	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	322	49	53	1	4	5	2	8	7	6	15	8	0	1	11	1	0	2	2	9	4	0	43	30	18	2	2	0	14	12	2	3	8					
		2.24%	3.09%	3.35%	0.47%	0.95%	2.43%	1.82%	1.53%	2.30%	0.74%	1.51%	2.41%	0.00%	0.78%	1.66%	0.47%	0.00%	1.43%	0.77%	1.16%	7.69%	0.00%	4.74%	3.22%	2.39%	0.96%	0.87%	0.00%	4.08%	1.52%	3.12%	3.03%	4.44%					
19	. Малышкин Олег Александрович	465	75	87	5	13	2	1	37	15	16	16	8	1	0	5	17	0	5	2	23	0	1	57	36	25	0	1	3	4	7	0	1	2					
		3.24%	4.72%	5.51%	2.35%	3.08%	0.97%	0.91%	7.09%	4.92%	1.97%	1.61%	2.41%	0.68%	0.00%	0.76%	7.91%	0.00%	3.57%	0.77%	2.97%	0.00%	1.16%	6.28%	3.87%	3.32%	0.00%	0.43%	1.50%	1.17%	0.88%	0.00%	1.01%	1.11%					
20	. Миронов Сергей Михайлович	92	4	10	3	0	0	0	4	1	5	3	3	0	0	5	1	1	0	2	11	0	1	8	9	12	0	2	0	0	4	1	1	1					
		0.64%	0.25%	0.63%	1.41%	0.00%	0.00%	0.00%	0.77%	0.33%	0.61%	0.30%	0.90%	0.00%	0.00%	0.76%	0.47%	1.11%	0.00%	0.77%	1.42%	0.00%	1.16%	0.88%	0.97%	1.60%	0.00%	0.87%	0.00%	0.00%	0.51%	1.56%	1.01%	0.56%					
21	. Путин Владимир Владимирович	10394	1121	1084	169	289	156	84	334	225	588	723	239	110	105	554	170	72	112	175	394	16	67	619	656	582	174	185	176	300	640	52	82	141					
		72.45%	70.59%	68.61%	79.34%	68.48%	75.73%	76.36%	63.98%	73.77%	72.24%	72.81%	71.99%	74.83%	81.40%	83.81%	79.07%	80.00%	80.00%	67.31%	50.84%	30.77%	77.91%	68.17%	70.46%	77.39%	83.65%	80.09%	88.00%	87.46%	80.91%	81.25%	82.83%	78.33%					
22	. Хакамада Ирина Муцуовна	314	53	36	6	9	2	3	7	12	9	22	15	4	0	14	1	4	2	7	8	1	1	20	12	25	5	1	1	3	20	3	3	5					
		2.19%	3.34%	2.28%	2.82%	2.13%	0.97%	2.73%	1.34%	3.93%	1.11%	2.22%	4.52%	2.72%	0.00%	2.12%	0.47%	4.44%	1.43%	2.69%	1.03%	1.92%	1.16%	2.20%	1.29%	3.32%	2.40%	0.43%	0.50%	0.87%	2.53%	4.69%	3.03%	2.78%					
23	. Харитонов Николай Михайлович	2445	251	273	27	97	37	18	130	42	168	180	50	29	23	58	19	9	14	63	308	31	14	142	166	80	14	33	19	21	96	6	9	18					
		17.04%	15.81%	17.28%	12.68%	22.99%	17.96%	16.36%	24.90%	13.77%	20.64%	18.13%	15.06%	19.73%	17.83%	8.77%	8.84%	10.00%	10.00%	24.23%	39.74%	59.62%	16.28%	15.64%	17.83%	10.64%	6.73%	14.29%	9.50%	6.12%	12.14%	9.38%	9.09%	10.00%					
																																							
24	Против всех	186	19	25	2	6	3	1	2	3	11	25	7	1	0	9	2	1	3	4	10	0	0	14	17	8	4	2	1	0	5	0	0	1					
		1.30%	1.20%	1.58%	0.94%	1.42%	1.46%	0.91%	0.38%	0.98%	1.35%	2.52%	2.11%	0.68%	0.00%	1.36%	0.93%	1.11%	2.14%	1.54%	1.29%	0.00%	0.00%	1.54%	1.83%	1.06%	1.92%	0.87%	0.50%	0.00%	0.63%	0.00%	0.00%	0.56%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
