Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Мошковская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733					
1	"Число избирателей, внесенных в списки"	30485	1133	2435	2310	1578	1503	1946	559	1186	181	262	309	2459	2254	356	544	117	206	330	226	778	263	479	256	86	340	725	197	540	153	157	839	2058	753	113	858	605	169	233	647	231	111					
2	"Число бюллетеней, полученных участковыми комиссиями"	27628	1000	1971	2070	1324	1347	1766	500	1061	177	257	301	2218	1993	340	500	120	216	360	234	711	235	490	254	157	345	671	193	500	153	159	740	1715	749	110	770	589	177	224	581	238	112					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15851	495	1280	1311	1017	714	824	309	629	107	141	136	1227	882	229	306	64	99	160	130	344	159	312	150	86	216	327	90	288	94	104	401	1019	356	76	527	353	123	171	356	137	102					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	796	36	55	45	29	68	22	15	43	8	7	12	23	22	14	14	11	20	14	10	24	9	0	8	0	10	25	3	66	4	10	32	30	46	13	27	9	0	2	10	0	0					
6	Число погашенных бюллетеней	10981	469	636	714	278	565	920	176	389	62	109	153	968	1089	97	180	45	97	186	94	343	67	178	96	71	119	319	100	146	55	45	307	666	347	21	216	227	54	51	215	101	10					
7	Число бюллетеней в переносных ящиках для голосования	796	36	55	45	29	68	22	15	43	8	7	12	23	22	14	14	11	20	14	10	24	9	0	8	0	10	25	3	66	4	10	32	30	46	13	27	9	0	2	10	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	15805	495	1280	1265	1017	714	824	309	629	107	141	136	1227	882	229	306	64	99	160	130	344	159	312	150	86	216	327	90	288	94	104	401	1019	356	76	527	353	123	171	356	137	102					
9	Число недействительных бюллетеней	433	8	25	29	24	20	30	4	20	10	2	6	31	10	9	10	0	1	2	7	13	3	18	8	0	8	12	6	10	12	3	14	21	16	3	6	3	3	8	7	1	10					
10	Число действительных бюллетеней	16168	523	1310	1281	1022	762	816	320	652	105	146	142	1219	894	234	310	75	118	172	133	355	165	294	150	86	218	340	87	344	86	111	419	1028	386	86	548	359	120	165	359	136	92					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	249	4	17	11	7	7	10	6	7	6	6	6	7	5	6	6	6	1	6	6	6	6	6	6	1	6	6	6	6	6	2	6	11	6	6	6	6	6	3	6	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	99	0	13	10	7	3	8	1	2	3	1	2	7	4	1	5	0	0	1	0	3	0	4	0	0	0	4	0	2	1	0	1	8	3	0	2	0	0	1	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	118	0	13	7	2	1	7	0	3	6	2	2	6	5	3	1	0	2	1	1	1	0	1	2	0	2	3	4	1	1	1	2	11	11	0	4	6	1	0	4	0	1					
14	Число погашенных открепительных удостоверений	150	4	4	1	0	4	2	5	5	3	5	4	0	1	5	1	6	1	5	6	3	6	2	6	1	6	2	6	4	5	2	5	3	3	6	4	6	6	2	6	3	1					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	248	10	16	16	20	7	13	3	14	1	5	6	13	13	5	14	5	0	0	4	3	1	1	1	0	6	5	2	1	1	2	4	6	10	2	4	4	1	12	11	5	1					
