Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Холмская 																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №240	УИК №241	УИК №243	УИК №244	УИК №245	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №253	УИК №254	УИК №256	УИК №257	УИК №259	УИК №260	УИК №261	УИК №262	УИК №264	УИК №265	УИК №266	УИК №269	УИК №270	УИК №271					
1	"Число избирателей, внесенных в списки избирателей"	37201	234	2582	1324	1090	508	296	1162	360	233	2050	2194	1009	2652	1892	2423	1958	2681	2057	2086	2705	2489	1942	458	816					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36500	180	2510	1280	1080	450	290	1170	300	240	2020	2160	940	2620	1820	2390	1980	2670	2080	2090	2660	2530	1910	370	760					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19259	124	1172	572	765	328	148	580	181	151	846	1206	494	1267	952	1227	1067	1374	1074	1219	1415	1237	1160	267	433					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	831	6	48	87	11	20	24	32	40	0	66	17	18	50	76	48	8	79	16	28	54	38	19	19	27					
6	Число погашенных избирательных бюллетеней	16410	50	1290	621	304	102	118	558	79	89	1108	937	428	1303	792	1115	905	1217	990	843	1191	1255	731	84	300					
7	Число избирательных бюллетеней в переносных ящиках для голосования	831	6	48	87	11	20	24	32	40	0	66	17	18	50	76	48	8	79	16	28	54	38	19	19	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19255	124	1172	572	765	328	148	580	181	151	846	1206	494	1267	952	1227	1067	1374	1074	1217	1413	1237	1160	267	433					
9	Число недействительных избирательных бюллетеней	241	1	11	10	4	9	0	10	1	1	18	15	11	12	9	26	10	20	12	9	21	14	11	2	4					
10	Число действительных избирательных бюллетеней	19845	129	1209	649	772	339	172	602	220	150	894	1208	501	1305	1019	1249	1065	1433	1078	1236	1446	1261	1168	284	456					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	483	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	208	4	20	5	13	0	0	13	2	1	10	9	3	9	9	14	15	11	18	22	14	9	1	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	163	2	1	5	3	21	1	2	10	1	4	8	4	6	7	10	9	10	13	10	11	5	4	6	10					
14	Число погашенных неиспользованных открепительных удостоверений	275	16	0	15	7	20	20	7	18	19	10	11	17	11	11	6	5	9	2	1	6	11	19	19	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0					
