Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Холмская 																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №240	УИК №241	УИК №243	УИК №244	УИК №245	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №253	УИК №254	УИК №256	УИК №257	УИК №259	УИК №260	УИК №261	УИК №262	УИК №264	УИК №265	УИК №266	УИК №269	УИК №271					
1	"Число избирателей, внесенных в список избирателей"	35778	154	2391	1201	1089	458	287	1124	334	241	1993	2101	921	2573	1805	2269	1940	2579	1975	2010	2765	2441	1895	1232					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36420	170	2400	1200	1100	450	250	1150	300	250	2050	2150	950	2650	1800	2300	2050	2650	2050	2100	2800	2500	1950	1150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14868	60	977	365	549	242	111	447	118	122	666	833	370	955	701	934	857	1103	827	1071	1141	997	892	530					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1037	17	103	112	72	39	48	54	34	0	90	15	28	31	66	36	5	70	14	22	54	59	35	33					
6	Число погашенных избирательных бюллетеней	20515	93	1320	723	479	169	91	649	148	128	1294	1302	552	1664	1033	1330	1188	1477	1209	1007	1605	1444	1023	587					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1037	17	103	112	72	39	48	54	34	0	90	15	28	31	66	36	5	70	14	22	54	59	35	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14868	60	977	365	549	242	111	447	118	122	666	833	370	955	701	934	857	1103	827	1071	1141	997	892	530					
9	Число недействительных избирательных бюллетеней	260	0	8	8	8	3	2	11	2	1	13	12	12	23	15	16	10	23	11	18	19	13	26	6					
10	Число действительных избирательных бюллетеней	15645	77	1072	469	613	278	157	490	150	121	743	836	386	963	752	954	852	1150	830	1075	1176	1043	901	557					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	575	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	218	8	13	7	23	9	0	4	2	5	6	7	3	15	9	14	5	15	11	17	19	7	11	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	126	2	5	2	1	5	4	1	2	2	5	1	9	5	11	3	6	7	9	20	9	10	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	357	17	12	18	2	16	25	21	23	20	19	18	22	10	16	11	20	10	14	8	6	18	14	17					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	1	0	0	0	1	0	0	0	1	1	1	0	4	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2033	11	116	60	44	22	16	69	32	19	99	107	70	125	94	144	113	167	123	153	138	152	117	42					
		12.78%	14.29%	10.74%	12.58%	7.09%	7.83%	10.06%	13.77%	21.05%	15.57%	13.10%	12.62%	17.59%	12.68%	12.26%	14.85%	13.11%	14.24%	14.63%	13.99%	11.55%	14.39%	12.62%	7.46%					
