Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Бабынинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22					
1	"Число избирателей, внесенных в список избирателей"	16948	260	2284	962	477	169	267	530	289	155	600	122	130	358	173	329	302	165	219	2227	2284	2441	2205					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16630	260	2290	970	470	170	270	530	290	150	600	150	130	360	180	330	290	150	200	2180	2230	2300	2130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9345	103	1260	562	259	88	201	371	191	80	305	98	81	234	89	165	178	102	120	1175	1198	1333	1152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1261	96	130	74	123	51	20	85	70	48	70	24	24	93	32	116	76	27	23	25	15	12	27					
6	Число погашенных избирательных бюллетеней	6024	61	900	334	88	31	49	74	29	22	225	28	25	33	59	49	36	21	57	980	1017	955	951					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1261	96	130	74	123	51	20	85	70	48	70	24	24	93	32	116	76	27	23	25	15	12	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9344	103	1260	562	259	88	201	371	191	80	305	98	81	234	89	165	178	102	120	1174	1198	1333	1152					
9	Число недействительных избирательных бюллетеней	183	2	27	12	1	0	5	6	1	1	2	7	3	1	1	2	4	2	1	27	18	25	35					
10	Число действительных избирательных бюллетеней	10422	197	1363	624	381	139	216	450	260	127	373	115	102	326	120	279	250	127	142	1172	1195	1320	1144					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	20	43	17	10	14	6	15	10	6	10	5	4	15	6	10	8	5	6	16	50	39	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	258	20	43	13	10	12	3	13	9	6	10	5	4	15	6	8	1	2	6	13	11	27	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	196	5	41	24	3	3	3	2	4	4	10	7	6	7	3	2	5	1	0	12	15	26	13					
14	Число погашенных неиспользованных открепительных удостоверений	82	0	0	4	0	2	3	2	1	0	0	0	0	0	0	2	7	3	0	3	39	12	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1406	27	161	86	31	14	33	47	22	16	36	17	10	42	10	33	22	5	12	202	186	218	176					
		13.26%	13.57%	11.58%	13.52%	8.12%	10.07%	14.93%	10.31%	8.43%	12.50%	9.60%	13.93%	9.52%	12.84%	8.26%	11.74%	8.66%	3.88%	8.39%	16.85%	15.33%	16.21%	14.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1564	30	164	101	48	26	20	46	25	13	50	20	10	25	29	31	25	21	24	187	210	265	194					
		14.75%	15.08%	11.80%	15.88%	12.57%	18.71%	9.05%	10.09%	9.58%	10.16%	13.33%	16.39%	9.52%	7.65%	23.97%	11.03%	9.84%	16.28%	16.78%	15.60%	17.31%	19.70%	16.45%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	156	7	16	8	4	0	0	0	0	1	5	0	3	2	1	5	1	0	0	18	25	45	15					
		1.47%	3.52%	1.15%	1.26%	1.05%	0.00%	0.00%	0.00%	0.00%	0.78%	1.33%	0.00%	2.86%	0.61%	0.83%	1.78%	0.39%	0.00%	0.00%	1.50%	2.06%	3.35%	1.27%					
