Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Колыванская 																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в список избирателей"	19705	2661	1233	1349	1460	1310	931	556	346	843	231	390	917	487	289	1553	256	78	563	162	108	488	399	98	101	479	42	149	281	570	526	142	53	76	363	215					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16907	2000	1000	1000	1200	1000	800	500	350	800	200	350	800	450	250	1300	250	73	500	150	100	450	350	100	100	450	38	150	250	500	600	150	56	90	350	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10804	1347	610	683	642	605	499	289	158	463	151	259	559	259	168	948	149	51	312	102	54	259	212	81	66	261	35	86	172	404	349	95	46	64	206	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1023	72	32	68	26	40	24	17	29	37	10	25	35	19	25	62	25	5	66	1	6	40	18	7	12	15	0	16	28	56	100	25	0	5	52	25					
6	Число погашенных избирательных бюллетеней	5080	581	358	249	532	355	277	194	163	300	39	66	206	172	57	290	76	17	122	47	40	151	120	12	22	174	3	48	50	40	151	30	10	21	92	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1023	72	32	68	26	40	24	17	29	37	10	25	35	19	25	62	25	5	66	1	6	40	18	7	12	15	0	16	28	56	100	25	0	5	52	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10803	1347	610	683	641	605	499	289	158	463	151	259	559	259	168	948	149	51	312	102	54	259	212	81	66	261	35	86	172	404	349	95	46	64	206	160					
9	Число недействительных избирательных бюллетеней	199	23	8	12	17	11	13	4	1	7	1	1	15	8	2	18	3	1	1	3	3	8	3	2	1	2	0	3	8	7	5	1	0	1	4	2					
10	Число действительных избирательных бюллетеней	11627	1396	634	739	650	634	510	302	186	493	160	283	579	270	191	992	171	55	377	100	57	291	227	86	77	274	35	99	192	453	444	119	46	68	254	183					
