Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Тоншаевская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2492					
1	"Число избирателей, внесенных в список"	12676	758	734	1084	447	427	398	87	258	94	976	914	942	626	801	161	269	315	237	1177	488	234	262	539	293	67	88					
2	Число полученных избирательных бюллетеней	11610	700	685	1000	425	390	375	88	230	96	875	800	835	556	808	164	237	298	224	1040	436	220	234	470	270	64	90					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7357	447	399	756	260	277	209	72	175	69	482	367	514	239	440	89	200	153	170	693	311	164	200	384	180	54	53					
5	"Число избирательных бюллетеней, выданных вне помещения"	1617	61	62	75	92	28	75	10	47	14	67	106	97	156	174	53	35	85	30	162	14	50	12	48	43	3	18					
6	Число погашенных избирательных бюллетеней	2636	192	224	169	73	85	91	6	8	13	326	327	224	161	194	22	2	60	24	185	111	6	22	38	47	7	19					
7	Число избирательных бюллетеней в переносных ящиках	1617	61	62	75	92	28	75	10	47	14	67	106	97	156	174	53	35	85	30	162	14	50	12	48	43	3	18					
8	Число бюллетеней в стационарных ящиках для голосования	7357	447	399	756	260	277	209	72	175	69	482	367	514	239	440	89	200	153	170	693	311	164	200	384	180	54	53					
9	Число недействительных избирательных бюллетеней	52	4	0	4	0	2	1	0	0	0	2	3	9	2	3	1	1	4	5	3	2	0	2	2	1	0	1					
10	Число действительных избирательных бюллетеней	8922	504	461	827	352	303	283	82	222	83	547	470	602	393	611	141	234	234	195	852	323	214	210	430	222	57	70					
11	Число полученных открепительных  удостоверений	285	30	20	55	5	5	5	5	5	5	15	15	15	10	15	5	5	5	10	15	5	5	5	10	5	5	5					
12	Число выданных открепительных удостоверений	139	19	14	50	3	0	5	0	0	0	2	3	4	0	15	2	0	1	10	5	1	0	0	3	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	72	7	3	6	2	2	7	0	1	0	0	4	0	1	2	1	1	0	3	12	3	1	6	4	6	0	0					
14	Число неиспользованных открепительных удостоверений	146	11	6	5	2	5	0	5	5	5	13	12	11	10	0	3	5	4	0	10	4	5	5	7	3	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																	
18	. Глазьев Сергей Юрьевич	202	11	12	29	2	3	11	0	8	1	16	9	10	12	7	2	4	3	2	29	15	0	3	6	0	5	2					
		2.25%	2.17%	2.60%	3.49%	0.57%	0.98%	3.87%	0.00%	3.60%	1.20%	2.91%	1.90%	1.64%	3.04%	1.14%	1.41%	1.70%	1.26%	1.00%	3.39%	4.62%	0.00%	1.42%	1.39%	0.00%	8.77%	2.82%					
19	. Малышкин Олег Александрович	236	14	13	28	8	7	10	0	7	0	11	16	18	7	6	15	14	7	6	22	7	4	7	3	4	0	2					
		2.63%	2.76%	2.82%	3.37%	2.27%	2.30%	3.52%	0.00%	3.15%	0.00%	2.00%	3.38%	2.95%	1.77%	0.98%	10.56%	5.96%	2.94%	3.00%	2.57%	2.15%	1.87%	3.30%	0.69%	1.79%	0.00%	2.82%					
20	. Миронов Сергей Михайлович	76	6	7	7	0	1	1	2	2	1	3	5	3	2	7	1	0	5	3	9	5	0	4	0	1	0	1					
		0.85%	1.18%	1.52%	0.84%	0.00%	0.33%	0.35%	2.44%	0.90%	1.20%	0.55%	1.06%	0.49%	0.51%	1.14%	0.70%	0.00%	2.10%	1.50%	1.05%	1.54%	0.00%	1.89%	0.00%	0.45%	0.00%	1.41%					
21	. Путин Владимир Владимирович	6855	365	350	597	298	233	203	59	173	75	417	364	465	317	513	96	166	188	148	662	220	165	153	346	188	44	50					
		76.39%	71.85%	75.92%	71.84%	84.66%	76.39%	71.48%	71.95%	77.93%	90.36%	75.96%	76.96%	76.10%	80.25%	83.55%	67.61%	70.64%	78.99%	74.00%	77.43%	67.69%	77.10%	72.17%	80.09%	84.30%	77.19%	70.42%					
