Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Бурейская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19345	975	1095	1809	2077	450	775	2454	1718	627	521	1119	795	1022	76	612	179	294	92	315	320	403	280	252	328	311	446									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19260	980	1100	1800	2100	450	780	2450	1700	600	500	1100	800	1000	70	600	180	300	90	300	320	400	300	250	340	300	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6827	336	364	751	790	100	214	680	632	130	149	381	250	286	31	267	67	141	40	181	132	185	132	98	159	165	166									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	454	7	9	32	30	25	41	5	10	11	5	12	9	20	0	28	10	21	3	0	28	16	16	13	40	30	33									
6	Число погашенных избирательных бюллетеней	11979	637	727	1017	1280	325	525	1765	1058	459	346	707	541	694	39	305	103	138	47	119	160	199	152	139	141	105	251									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	454	7	9	32	30	25	41	5	10	11	5	12	9	20	0	28	10	21	3	0	28	16	16	13	40	30	33									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6825	336	364	751	790	98	214	680	632	130	149	381	250	286	31	267	67	141	40	181	132	185	132	98	159	165	166									
9	Число недействительных избирательных бюллетеней	130	6	6	3	12	1	3	15	5	5	4	8	12	5	0	2	1	6	1	6	4	9	7	2	2	3	2									
10	Число действительных избирательных бюллетеней	7149	337	367	780	808	122	252	670	637	136	150	385	247	301	31	293	76	156	42	175	156	192	141	109	197	192	197									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	10	10	20	20	10	10	15	35	5	5	10	5	5	5	10	5	15	5	5	5	5	25	25	10	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	96	2	5	3	9	4	1	2	16	0	1	0	1	3	1	5	0	9	0	0	2	0	14	12	6	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	90	6	5	7	4	6	1	1	7	3	4	3	1	3	3	3	4	4	7	2	2	2	3	3	2	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	194	8	5	17	11	6	9	13	19	5	4	10	4	2	4	5	5	6	5	5	3	5	11	13	4	5	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	6	5	10	8	4	1	2	1	2	1	9	2	2	0	5	2	1	0	0	0	0	0	0	0	0	8									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	86	3	3	11	7	2	3	9	6	0	3	9	0	0	0	6	2	0	0	3	2	5	0	0	1	3	8									
		1.18%	0.87%	0.80%	1.40%	0.85%	1.63%	1.18%	1.31%	0.93%	0.00%	1.95%	2.29%	0.00%	0.00%	0.00%	2.03%	2.60%	0.00%	0.00%	1.66%	1.25%	2.49%	0.00%	0.00%	0.50%	1.54%	4.02%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	227	10	7	37	26	1	8	18	12	8	5	12	12	6	2	12	0	7	0	4	8	9	3	4	5	6	5									
		3.12%	2.92%	1.88%	4.73%	3.17%	0.81%	3.14%	2.63%	1.87%	5.67%	3.25%	3.05%	4.63%	1.96%	6.45%	4.07%	0.00%	4.32%	0.00%	2.21%	5.00%	4.48%	2.03%	3.60%	2.51%	3.08%	2.51%									
