Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Черкесская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки избирателей"	87880	2254	2410	2299	1815	1773	2046	2637	1494	1134	944	2061	2446	1290	1901	1528	527	1573	905	1436	1286	1386	1275	1383	872	1616	2173	1600	2104	1768	1061	906	2700	2231	1134	2069	1518	952	1340	2689	908	1627	971	1482	2143	2031	1129	1673	3078	1293	2991	1844	2174					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	79597	1922	2163	2038	1613	1530	1875	2352	1434	998	859	1811	2418	1290	1693	1353	515	1490	909	1259	1146	1223	1281	1225	878	1425	1934	1405	1826	1581	910	913	2588	1988	1024	1862	1523	909	1271	2413	800	1417	893	1288	1898	1724	988	1463	2669	1211	2848	1607	1944					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	73761	1905	2041	1999	1594	1510	1869	2332	1406	972	840	1783	2401	1132	1440	1323	502	1448	905	1221	1129	1150	1254	1180	859	1421	1904	1389	1792	1573	897	763	1285	1905	992	1659	1468	659	548	1075	717	1380	831	1259	1850	1695	893	1438	2640	1176	2833	1597	1927					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1886	12	115	30	18	12	5	11	22	17	11	27	6	149	231	23	10	36	0	32	12	68	21	36	13	0	27	12	32	4	9	26	44	76	28	198	50	19	23	16	59	15	60	22	43	24	87	17	21	30	10	7	10					
6	Число погашенных избирательных бюллетеней	3948	5	7	9	1	8	1	9	6	9	8	1	11	9	22	7	3	6	4	6	5	5	6	9	6	4	3	4	2	4	4	122	1259	7	4	5	5	231	700	1322	24	22	2	7	5	5	8	8	8	5	5	3	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1886	12	115	30	18	12	5	11	22	17	11	27	6	149	231	23	10	36	0	32	12	68	21	36	13	0	27	12	32	4	9	26	44	76	28	198	50	19	23	16	59	15	60	22	43	24	87	17	21	30	10	7	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	73758	1905	2041	1999	1594	1510	1869	2332	1406	972	840	1783	2399	1132	1440	1323	501	1448	905	1221	1129	1150	1254	1180	859	1421	1904	1389	1792	1573	897	763	1285	1905	992	1659	1468	659	548	1075	717	1380	831	1259	1850	1695	893	1438	2640	1176	2833	1597	1927					
9	Число недействительных избирательных бюллетеней	282	2	1	2	2	1	2	30	1	1	2	8	2	1	135	1	1	2	1	4	0	1	0	1	1	1	0	1	0	4	0	2	13	5	2	2	1	1	16	0	2	0	1	1	2	1	0	1	2	1	12	2	7					
10	Число действительных избирательных бюллетеней	75362	1915	2155	2027	1610	1521	1872	2313	1427	988	849	1802	2403	1280	1536	1345	510	1482	904	1249	1141	1217	1275	1215	871	1420	1931	1400	1824	1573	906	787	1316	1976	1018	1855	1517	677	555	1091	774	1395	890	1280	1891	1718	980	1454	2659	1205	2831	1602	1930					
