Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Красносельский район																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки"	26214	2715	1940	2512	2189	1733	1451	1897	1459	1916	1341	2141	2140	1576	1204					
2	"Число бюллетеней, полученных участковыми комиссиями"	23400	2300	1700	2300	1900	1600	1300	1700	1300	1800	1100	1900	1900	1500	1100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14680	1393	1109	1465	1232	999	771	982	781	1035	766	1369	1266	886	626					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	500	42	43	64	31	31	22	60	30	37	21	39	31	31	18					
6	Число погашенных бюллетеней	8211	865	548	771	637	570	507	653	489	728	313	491	600	583	456					
7	Число бюллетеней в переносных ящиках для голосования	500	42	43	64	31	31	22	60	30	37	21	39	31	31	18					
8	Число бюллетеней в стационарных ящиках для голосования	14653	1386	1109	1456	1232	995	771	982	781	1035	763	1369	1266	884	624					
9	Число недействительных бюллетеней	123	10	4	8	9	8	6	13	6	16	3	14	15	6	5					
10	Число действительных бюллетеней	15030	1418	1148	1512	1254	1018	787	1029	805	1056	781	1394	1282	909	637					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	510	30	60	60	30	60	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	278	23	34	29	25	30	21	20	8	20	2	16	26	16	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	904	92	56	40	27	36	74	112	87	28	162	60	58	25	47					
14	Число погашенных открепительных удостоверений	232	7	26	31	5	30	9	10	22	10	28	14	4	14	22					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	9	0	0	0	0	0	0	5	0	0	0	1	3	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	87	9	9	4	3	4	3	2	11	10	4	7	4	7	10					
		0.57%	0.63%	0.78%	0.26%	0.23%	0.38%	0.37%	0.19%	1.35%	0.93%	0.51%	0.49%	0.30%	0.76%	1.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1632	207	141	187	135	120	98	110	96	88	76	125	143	61	45					
		10.77%	14.49%	12.23%	12.30%	10.68%	11.69%	12.35%	10.55%	11.83%	8.20%	9.69%	8.87%	11.02%	6.66%	7.00%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	301	23	23	31	38	19	11	14	12	27	20	17	32	23	11					
		1.98%	1.61%	1.99%	2.03%	3.00%	1.85%	1.38%	1.34%	1.47%	2.51%	2.55%	1.20%	2.46%	2.51%	1.71%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2114	228	156	288	187	130	101	154	124	119	100	175	171	94	87					
		13.95%	15.96%	13.54%	18.94%	14.80%	12.67%	12.73%	14.77%	15.28%	11.10%	12.75%	12.42%	13.18%	10.27%	13.55%					
22	"5. ""За Русь Святую"""	52	4	5	4	1	1	5	2	2	6	6	2	6	6	2					
		0.34%	0.28%	0.43%	0.26%	0.07%	0.09%	0.63%	0.19%	0.24%	0.55%	0.76%	0.14%	0.46%	0.65%	0.31%					
23	"6. ""Объединенная Российская партия ""Русь"""	43	5	5	6	4	2	2	2	4	4	0	3	1	4	1					
		0.28%	0.35%	0.43%	0.39%	0.31%	0.19%	0.25%	0.19%	0.49%	0.37%	0.0%	0.21%	0.07%	0.43%	0.15%					
24	"7. ""Новый курс - Автомобильная Россия"""	215	14	19	29	18	16	7	18	9	15	10	17	19	20	4					
		1.41%	0.98%	1.64%	1.90%	1.42%	1.55%	0.88%	1.72%	1.10%	1.39%	1.27%	1.20%	1.46%	2.18%	0.62%					
25	"8. ""Народно-республиканская партия России"""	14	0	0	0	1	2	0	1	1	1	3	0	2	1	2					
		0.09%	0.0%	0.0%	0.0%	0.07%	0.19%	0.0%	0.09%	0.12%	0.09%	0.38%	0.0%	0.15%	0.10%	0.31%					
26	"9. ""Российская экологическая партия ""Зеленые"""	159	11	12	10	14	10	9	11	20	15	3	12	16	12	4					
		1.04%	0.77%	1.04%	0.65%	1.10%	0.97%	1.13%	1.05%	2.46%	1.39%	0.38%	0.85%	1.23%	1.31%	0.62%					
27	"10. ""Аграрная партия России"""	256	25	25	25	18	14	17	17	20	19	11	20	18	14	13					
		1.68%	1.75%	2.17%	1.64%	1.42%	1.36%	2.14%	1.63%	2.46%	1.77%	1.40%	1.42%	1.38%	1.53%	2.02%					
28	"11. ""Истинные патриоты России"""	14	1	2	1	1	0	2	0	2	2	1	0	1	1	0					
		0.09%	0.07%	0.17%	0.06%	0.07%	0.0%	0.25%	0.0%	0.24%	0.18%	0.12%	0.0%	0.07%	0.10%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	160	9	20	12	13	7	12	18	12	6	10	13	18	4	6					
		1.05%	0.63%	1.73%	0.78%	1.02%	0.68%	1.51%	1.72%	1.47%	0.55%	1.27%	0.92%	1.38%	0.43%	0.93%					
30	"13. ""Демократическая партия России"""	22	1	2	4	2	1	1	1	0	1	0	1	2	5	1					
		0.14%	0.07%	0.17%	0.26%	0.15%	0.09%	0.12%	0.09%	0.0%	0.09%	0.0%	0.07%	0.15%	0.54%	0.15%					
31	"14. ""Великая Россия - Евразийский Союз"""	30	3	0	3	2	1	3	1	0	1	1	9	4	2	0					
		0.19%	0.21%	0.0%	0.19%	0.15%	0.09%	0.37%	0.09%	0.0%	0.09%	0.12%	0.63%	0.30%	0.21%	0.0%					
32	"15. ""Партия СЛОН"""	34	6	6	4	2	0	3	1	3	4	1	3	1	0	0					
		0.22%	0.42%	0.52%	0.26%	0.15%	0.0%	0.37%	0.09%	0.36%	0.37%	0.12%	0.21%	0.07%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2430	205	169	294	195	177	112	147	93	185	120	286	214	134	99					
		16.03%	14.35%	14.67%	19.34%	15.43%	17.25%	14.12%	14.10%	11.46%	17.25%	15.30%	20.31%	16.49%	14.64%	15.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	1	2	0	1	0	1	3	0	1	0	1	1	2	0					
