Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Эльбрусская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355					
1	"Число избирателей, внесенных в списки избирателей"	20457	760	715	731	891	476	296	1311	143	1912	990	941	739	1857	838	1776	1669	1526	334	330	1553	669					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20622	757	717	728	907	481	296	1328	136	1975	977	945	739	1875	819	1859	1666	1525	350	328	1555	659					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19922	752	708	728	890	469	249	1253	128	1893	969	921	695	1831	806	1742	1630	1490	303	323	1483	659					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	395	5	7	0	0	6	45	58	8	10	8	8	44	7	5	20	36	25	28	5	70	0					
6	Число погашенных избирательных бюллетеней	305	0	2	0	17	6	2	17	0	72	0	16	0	37	8	97	0	10	19	0	2	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	395	5	7	0	0	6	45	58	8	10	8	8	44	7	5	20	36	25	28	5	70	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19922	752	708	728	890	469	249	1253	128	1893	969	921	695	1831	806	1742	1630	1490	303	323	1483	659					
9	Число недействительных избирательных бюллетеней	5	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	20312	757	715	728	888	475	294	1311	136	1903	977	929	739	1835	811	1762	1666	1515	331	328	1553	659					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	148	5	5	5	7	3	3	10	2	14	7	7	5	14	6	13	12	11	2	2	11	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	74	0	0	0	0	0	0	0	1	11	1	2	0	13	5	13	11	8	2	0	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	66	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	1	3	2	55					
14	Число погашенных неиспользованных открепительных удостоверений	74	5	5	5	7	3	3	10	1	3	6	5	5	1	1	0	1	3	0	2	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	54	0	0	0	0	0	2	1	2	0	2	5	4	0	0	9	8	15	0	0	0	6					
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.08%	1.47%	0.00%	0.20%	0.54%	0.54%	0.00%	0.00%	0.51%	0.48%	0.99%	0.00%	0.00%	0.00%	0.91%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	151	5	12	6	8	4	42	12	0	2	0	4	3	18	5	6	8	0	1	3	12	0					
		0.74%	0.66%	1.68%	0.82%	0.90%	0.84%	14.29%	0.92%	0.00%	0.11%	0.00%	0.43%	0.41%	0.98%	0.62%	0.34%	0.48%	0.00%	0.30%	0.91%	0.77%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20105	752	703	722	880	471	248	1298	134	1901	975	920	732	1817	806	1747	1650	1500	330	325	1541	653					
		98.96%	99.34%	98.32%	99.18%	98.88%	99.16%	84.35%	99.01%	98.53%	99.89%	99.80%	99.03%	99.05%	98.86%	99.38%	99.15%	99.04%	99.01%	99.70%	99.09%	99.23%	99.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
