7	Число избирательных бюллетеней в переносных ящиках для голосования	2743	80	113	47	8	10	9	9	19	13	27	16	39	21	16	16	11	19	23	22	10	20	8	13	28	11	15	36	34	70	47	26	9	23	15	25	20	40	26	26	21	29	35	36	27	32	31	44	16	28	24	23	27	26	35	29	29	31	27	25	29	14	28	31	25	52	38	6	15	25	23	15	19	21	18	36	16	30	30	30	31	15	22	48	27	9	14	61	33	49	12	22	22	13	21	6	99	37	37	4	20	18	19	8									
8	Число бюллетеней в стационарных ящиках для голосования	118267	33	331	265	761	869	860	976	1391	674	819	556	1146	666	446	682	770	907	834	1010	786	1069	1027	803	862	1433	1556	1371	1251	1333	1341	1133	819	999	1173	1046	1288	1331	1515	1051	1324	1256	1305	931	1010	1126	1254	1303	1506	1159	1167	1172	1389	1596	1436	1331	1302	1308	1302	1265	1273	1578	1314	1647	1380	1401	1458	1213	973	1634	1373	1467	1284	1010	1400	1467	1519	1248	1120	1277	1564	1344	1092	1379	1194	1408	1109	1422	1466	1194	764	1455	1122	841	1316	1045	180	1648	1069	1350	1400	139	1492	1613									
9	Число недействительных избирательных бюллетеней	1542	1	6	5	9	15	13	19	19	9	8	3	6	4	9	7	6	13	13	12	11	21	11	17	8	28	20	17	14	15	16	11	7	11	11	9	9	16	23	13	21	23	18	10	9	15	21	15	21	13	8	17	20	16	21	19	23	14	14	15	14	30	9	20	24	14	15	18	13	19	19	18	10	9	20	17	20	21	25	10	20	19	11	24	10	22	17	18	26	13	18	19	14	13	16	17	11	23	16	20	15	1	16	20									
10	Число действительных избирательных бюллетеней	119468	112	438	307	760	864	856	966	1391	678	838	569	1179	683	453	691	775	913	844	1020	785	1068	1024	799	882	1416	1551	1390	1271	1388	1372	1148	821	1011	1177	1062	1299	1355	1518	1064	1324	1262	1322	957	1028	1143	1264	1332	1501	1174	1183	1178	1396	1606	1450	1341	1308	1325	1315	1275	1288	1562	1333	1658	1381	1439	1481	1201	975	1640	1377	1464	1293	1022	1398	1486	1515	1257	1125	1297	1575	1340	1103	1403	1211	1395	1106	1465	1473	1230	758	1458	1130	841	1321	1034	268	1662	1090	1334	1405	156	1495	1601									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																		
13	Бабурин Сергей Николаевич	958	2	2	4	7	7	6	10	18	2	7	5	10	10	6	5	3	4	4	9	5	10	7	5	5	13	11	13	9	7	23	9	8	1	10	12	10	13	11	7	4	17	16	7	9	7	6	10	15	11	6	10	12	10	13	8	11	12	13	8	17	10	11	19	12	7	9	13	10	19	4	16	13	6	9	16	16	3	9	6	15	17	8	14	13	5	4	7	12	10	3	15	8	8	14	4	3	7	11	11	12	1	8	8									
		0.79%	1.77%	0.45%	1.28%	0.91%	0.80%	0.69%	1.02%	1.28%	0.29%	0.83%	0.87%	0.84%	1.46%	1.30%	0.72%	0.38%	0.43%	0.47%	0.87%	0.63%	0.92%	0.68%	0.61%	0.56%	0.90%	0.70%	0.92%	0.70%	0.50%	1.66%	0.78%	0.97%	0.10%	0.84%	1.12%	0.76%	0.95%	0.71%	0.65%	0.30%	1.32%	1.19%	0.72%	0.87%	0.60%	0.47%	0.74%	0.99%	0.93%	0.50%	0.84%	0.85%	0.62%	0.88%	0.59%	0.83%	0.90%	0.98%	0.62%	1.31%	0.63%	0.82%	1.13%	0.85%	0.48%	0.60%	1.07%	1.01%	1.15%	0.29%	1.08%	0.99%	0.58%	0.63%	1.06%	1.04%	0.23%	0.78%	0.46%	0.94%	1.25%	0.72%	0.98%	1.06%	0.35%	0.36%	0.47%	0.80%	0.80%	0.39%	1.02%	0.70%	0.94%	1.05%	0.38%	1.08%	0.42%	0.99%	0.81%	0.85%	0.64%	0.53%	0.49%									
14	Грудинин Павел Николаевич	12818	9	39	25	94	108	64	102	147	69	76	54	144	67	38	75	69	103	83	78	87	123	101	79	86	185	155	157	163	147	142	112	93	128	118	108	160	116	139	89	134	127	119	89	112	105	137	122	182	135	125	88	154	163	181	141	128	131	170	128	115	199	149	168	139	151	164	105	89	214	139	146	112	101	145	152	190	175	142	177	187	178	144	109	114	172	112	141	193	133	77	170	147	89	119	151	6	200	115	170	141	16	160	199									
		10.59%	7.96%	8.78%	8.01%	12.22%	12.29%	7.36%	10.36%	10.43%	10.04%	8.98%	9.44%	12.15%	9.75%	8.23%	10.74%	8.83%	11.12%	9.68%	7.56%	10.93%	11.29%	9.76%	9.68%	9.66%	12.81%	9.87%	11.16%	12.68%	10.48%	10.23%	9.66%	11.23%	12.52%	9.93%	10.08%	12.23%	8.46%	9.02%	8.26%	9.96%	9.88%	8.88%	9.20%	10.80%	9.07%	10.66%	9.06%	11.96%	11.37%	10.50%	7.36%	10.88%	10.05%	12.30%	10.37%	9.62%	9.78%	12.79%	9.92%	8.83%	12.50%	11.10%	10.01%	9.89%	10.39%	10.96%	8.61%	9.01%	12.90%	9.96%	9.85%	8.60%	9.80%	10.23%	10.11%	12.38%	13.69%	12.35%	13.54%	11.72%	13.10%	12.93%	7.64%	9.34%	12.14%	9.97%	9.51%	12.88%	10.70%	9.92%	11.51%	12.85%	10.42%	8.90%	14.37%	2.15%	11.87%	10.40%	12.56%	9.93%	10.19%	10.59%	12.28%									
15	Жириновский Владимир Вольфович	6615	12	29	22	49	67	57	58	63	58	51	31	68	40	24	48	63	55	35	61	59	54	68	49	36	62	60	69	53	72	64	69	45	44	74	68	81	81	97	68	71	65	56	38	52	56	62	80	75	70	79	62	64	62	81	70	83	83	69	92	76	67	89	87	75	102	87	60	64	79	76	71	78	72	83	74	60	63	52	69	79	63	53	80	53	78	82	79	94	70	57	80	60	36	63	50	23	109	64	72	77	16	88	71									
		5.47%	10.62%	6.53%	7.05%	6.37%	7.62%	6.56%	5.89%	4.47%	8.44%	6.03%	5.42%	5.74%	5.82%	5.19%	6.88%	8.07%	5.94%	4.08%	5.91%	7.41%	4.96%	6.57%	6.00%	4.04%	4.29%	3.82%	4.90%	4.12%	5.13%	4.61%	5.95%	5.43%	4.31%	6.23%	6.35%	6.19%	5.91%	6.29%	6.31%	5.28%	5.06%	4.18%	3.93%	5.01%	4.84%	4.82%	5.94%	4.93%	5.90%	6.63%	5.19%	4.52%	3.82%	5.51%	5.15%	6.24%	6.20%	5.19%	7.13%	5.84%	4.21%	6.63%	5.18%	5.34%	7.02%	5.82%	4.92%	6.48%	4.76%	5.44%	4.79%	5.99%	6.98%	5.85%	4.92%	3.91%	4.93%	4.52%	5.28%	4.95%	4.64%	4.76%	5.61%	4.34%	5.50%	7.30%	5.33%	6.27%	5.63%	7.35%	5.42%	5.24%	4.22%	4.71%	4.76%	8.24%	6.47%	5.79%	5.32%	5.42%	10.19%	5.82%	4.38%									
16	Путин Владимир Владимирович	90563	84	334	244	580	645	666	741	1055	497	645	446	865	520	342	525	604	684	634	808	570	787	763	603	668	994	1196	1038	941	1057	1029	883	611	771	874	812	950	1041	1165	832	1004	968	1038	766	786	897	944	1043	1114	876	905	939	1077	1240	1091	1052	1004	1009	978	979	992	1196	999	1259	1041	1070	1115	954	741	1214	1081	1146	994	777	1067	1133	1109	911	836	939	1143	977	812	1118	940	1044	842	1168	1096	939	575	1094	836	639	1003	725	223	1280	821	988	1065	115	1152	1180									
		74.84%	74.34%	75.23%	78.21%	75.42%	73.38%	76.64%	75.23%	74.82%	72.34%	76.24%	77.97%	72.99%	75.69%	74.03%	75.21%	77.34%	73.87%	73.98%	78.29%	71.61%	72.27%	73.72%	73.90%	75.06%	68.84%	76.13%	73.77%	73.23%	75.34%	74.14%	76.19%	73.79%	75.44%	73.57%	75.82%	72.63%	75.93%	75.60%	77.25%	74.65%	75.33%	77.46%	79.21%	75.80%	77.46%	73.46%	77.43%	73.19%	73.80%	75.99%	78.58%	76.06%	76.45%	74.17%	77.35%	75.43%	75.35%	73.59%	75.89%	76.19%	75.13%	74.44%	75.03%	74.09%	73.64%	74.53%	78.26%	75.00%	73.18%	77.44%	77.33%	76.29%	75.36%	75.25%	75.38%	72.25%	71.28%	72.70%	71.84%	71.66%	71.89%	72.89%	78.35%	76.99%	73.68%	74.98%	78.76%	73.12%	75.54%	74.10%	74.07%	73.08%	74.82%	75.02%	68.98%	79.93%	75.96%	74.23%	72.97%	75.00%	73.25%	76.24%	72.79%									
17	Собчак Ксения Анатольевна	3630	4	19	5	14	24	23	23	49	23	28	19	37	24	19	19	11	24	34	20	30	38	43	23	44	80	60	41	43	45	46	34	30	33	51	27	41	43	57	26	41	32	36	28	28	32	54	25	39	34	27	35	33	49	36	26	39	43	44	25	33	47	45	52	58	46	48	23	31	36	31	46	36	25	45	41	58	46	28	52	65	45	40	26	41	43	25	35	23	25	18	40	37	34	50	46	5	23	37	41	46	4	29	65									
		2.99%	3.54%	4.28%	1.60%	1.82%	2.73%	2.65%	2.34%	3.48%	3.35%	3.31%	3.32%	3.12%	3.49%	4.11%	2.72%	1.41%	2.59%	3.97%	1.94%	3.77%	3.49%	4.15%	2.82%	4.94%	5.54%	3.82%	2.91%	3.35%	3.21%	3.31%	2.93%	3.62%	3.23%	4.29%	2.52%	3.13%	3.14%	3.70%	2.41%	3.05%	2.49%	2.69%	2.90%	2.70%	2.76%	4.20%	1.86%	2.56%	2.86%	2.27%	2.93%	2.33%	3.02%	2.45%	1.91%	2.93%	3.21%	3.31%	1.94%	2.53%	2.95%	3.35%	3.10%	4.13%	3.17%	3.21%	1.89%	3.14%	2.17%	2.22%	3.10%	2.76%	2.42%	3.17%	2.73%	3.78%	3.60%	2.43%	3.98%	4.08%	3.31%	3.59%	1.82%	3.36%	3.03%	2.23%	2.36%	1.53%	2.01%	2.32%	2.71%	3.23%	3.98%	3.74%	4.38%	1.79%	1.36%	3.35%	3.03%	3.24%	2.55%	1.92%	4.01%									
18	Сурайкин Максим Александрович	712	0	2	1	5	4	8	8	6	6	1	5	7	2	3	4	10	0	10	2	4	7	3	8	7	7	6	6	11	12	15	5	8	6	9	8	6	10	4	6	10	7	5	5	8	10	9	8	8	4	7	5	7	6	6	5	4	6	4	8	10	4	15	4	13	11	8	3	6	12	5	6	13	7	10	12	9	12	7	7	17	9	7	12	7	12	6	6	10	7	1	7	3	3	8	11	0	14	7	7	6	1	8	5									
		0.59%	0.00%	0.45%	0.32%	0.65%	0.46%	0.92%	0.81%	0.43%	0.87%	0.12%	0.87%	0.59%	0.29%	0.65%	0.57%	1.28%	0.00%	1.17%	0.19%	0.50%	0.64%	0.29%	0.98%	0.79%	0.48%	0.38%	0.43%	0.86%	0.86%	1.08%	0.43%	0.97%	0.59%	0.76%	0.75%	0.46%	0.73%	0.26%	0.56%	0.74%	0.54%	0.37%	0.52%	0.77%	0.86%	0.70%	0.59%	0.53%	0.34%	0.59%	0.42%	0.49%	0.37%	0.41%	0.37%	0.30%	0.45%	0.30%	0.62%	0.77%	0.25%	1.12%	0.24%	0.93%	0.76%	0.53%	0.25%	0.61%	0.72%	0.36%	0.40%	0.99%	0.68%	0.71%	0.80%	0.59%	0.94%	0.61%	0.54%	1.07%	0.66%	0.63%	0.84%	0.57%	0.85%	0.53%	0.40%	0.67%	0.56%	0.13%	0.47%	0.26%	0.35%	0.60%	1.05%	0.00%	0.83%	0.63%	0.52%	0.42%	0.64%	0.53%	0.31%									
19	Титов Борис Юрьевич	1483	0	1	2	4	2	4	7	23	10	13	2	12	7	9	8	7	14	12	8	9	17	10	10	17	33	24	25	13	18	16	19	12	10	17	11	16	16	24	10	36	18	18	9	14	12	8	14	21	10	13	9	7	19	24	13	11	12	14	13	15	15	9	26	14	17	28	18	13	21	15	18	18	10	12	22	29	16	12	18	25	21	13	17	15	18	14	9	17	16	7	21	18	8	21	19	4	11	13	18	19	0	20	26									
		1.23%	0.00%	0.23%	0.64%	0.52%	0.23%	0.46%	0.71%	1.63%	1.46%	1.54%	0.35%	1.01%	1.02%	1.95%	1.15%	0.90%	1.51%	1.40%	0.78%	1.13%	1.56%	0.97%	1.23%	1.91%	2.29%	1.53%	1.78%	1.01%	1.28%	1.15%	1.64%	1.45%	0.98%	1.43%	1.03%	1.22%	1.17%	1.56%	0.93%	2.68%	1.40%	1.34%	0.93%	1.35%	1.04%	0.62%	1.04%	1.38%	0.84%	1.09%	0.75%	0.49%	1.17%	1.63%	0.96%	0.83%	0.90%	1.05%	1.01%	1.15%	0.94%	0.67%	1.55%	0.99%	1.17%	1.87%	1.48%	1.32%	1.27%	1.07%	1.21%	1.38%	0.97%	0.85%	1.46%	1.89%	1.25%	1.04%	1.38%	1.57%	1.55%	1.17%	1.19%	1.23%	1.27%	1.25%	0.61%	1.13%	1.29%	0.90%	1.42%	1.57%	0.94%	1.57%	1.81%	1.43%	0.65%	1.18%	1.33%	1.34%	0.00%	1.32%	1.60%									
20	Явлинский Григорий Алексеевич	2689	1	12	4	7	7	28	17	30	13	17	7	36	13	12	7	8	29	32	34	21	32	29	22	19	42	39	41	38	30	37	17	14	18	24	16	35	35	21	26	24	28	34	15	19	24	44	30	47	34	21	30	42	57	18	26	28	29	23	22	30	24	16	43	29	35	22	25	21	45	26	15	29	24	27	36	44	31	39	29	44	30	26	27	28	23	21	20	28	30	20	31	21	24	43	28	4	18	22	27	39	3	30	47									
		2.22%	0.88%	2.70%	1.28%	0.91%	0.80%	3.22%	1.73%	2.13%	1.89%	2.01%	1.22%	3.04%	1.89%	2.60%	1.00%	1.02%	3.13%	3.73%	3.29%	2.64%	2.94%	2.80%	2.70%	2.13%	2.91%	2.48%	2.91%	2.96%	2.14%	2.67%	1.47%	1.69%	1.76%	2.02%	1.49%	2.68%	2.55%	1.36%	2.41%	1.78%	2.18%	2.54%	1.55%	1.83%	2.07%	3.42%	2.23%	3.09%	2.86%	1.76%	2.51%	2.97%	3.51%	1.22%	1.91%	2.10%	2.17%	1.73%	1.71%	2.30%	1.51%	1.19%	2.56%	2.06%	2.41%	1.47%	2.05%	2.13%	2.71%	1.86%	1.01%	2.23%	2.33%	1.90%	2.40%	2.87%	2.43%	3.39%	2.22%	2.76%	2.21%	2.33%	1.89%	2.29%	1.62%	1.87%	1.35%	1.87%	2.41%	2.58%	2.10%	1.84%	2.81%	3.22%	2.66%	1.43%	1.07%	1.99%	1.99%	2.75%	1.91%	1.99%	2.90%									
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
																																																																																																																		
