Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Горно-Алтайская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в списки избирателей"	40239	1959	1702	1817	1338	2200	1916	1732	1995	1824	1783	1742	2001	1820	2093	2227	1153	1968	1988	1802	1890	1848	892	549					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35110	1700	1500	1700	1200	1800	1700	1600	1700	1500	1500	1500	1800	1610	1800	1700	1000	1700	1700	1600	1700	1700	800	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23700	1181	1036	1077	738	1310	1040	1122	1189	1092	1115	1082	1151	1139	1181	1366	688	1059	1066	977	1015	1089	438	549					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1190	43	39	68	145	51	51	42	33	42	30	77	53	45	50	57	35	30	57	77	91	50	24	0					
6	Число погашенных избирательных бюллетеней	10213	476	425	555	317	439	609	436	478	366	355	341	596	419	569	277	277	611	577	546	594	561	338	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1197	43	39	68	145	51	51	42	33	42	30	77	53	52	50	57	35	30	57	77	91	50	24	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23697	1181	1036	1077	738	1310	1040	1121	1189	1092	1115	1082	1151	1137	1181	1366	688	1059	1066	977	1015	1089	438	549					
9	Число недействительных избирательных бюллетеней	203	14	12	7	7	8	1	8	17	13	3	17	6	5	2	18	6	7	12	12	6	10	1	11					
10	Число действительных избирательных бюллетеней	24691	1210	1063	1138	876	1353	1090	1155	1205	1121	1142	1142	1198	1184	1229	1405	717	1082	1111	1042	1100	1129	461	538					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	660	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	319	17	11	19	7	11	15	15	28	17	22	11	10	17	15	10	11	11	15	12	16	18	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	257	6	9	9	9	10	12	9	23	9	13	22	30	24	5	15	7	14	5	3	4	4	7	8					
14	Число погашенных неиспользованных открепительных удостоверений	341	13	19	11	23	19	15	15	2	13	8	19	20	13	15	20	19	19	15	18	14	12	19	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
