Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Горно-Алтайская городская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в список избирателей"	42292	1920	1788	1723	1941	2004	2069	2173	2031	1529	2049	1510	2115	1666	2345	2255	1187	2188	1656	2148	1969	1959	1347	720					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39817	1880	1740	1660	1930	1685	1960	2134	1953	1324	1554	1490	2025	1653	2300	1795	1160	2195	1610	2080	1969	1935	1265	520					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22902	1069	988	960	945	1072	948	1132	1241	942	1422	915	1152	1012	1154	1341	574	1052	805	1012	962	1065	649	490					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	888	20	18	43	137	28	32	38	33	30	15	92	40	43	37	37	40	27	42	40	39	39	18	0					
6	Число погашенных избирательных бюллетеней	16018	791	734	657	847	585	980	964	679	352	117	483	833	590	1109	417	546	1116	763	1028	968	831	598	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	886	20	18	42	136	28	32	38	33	30	15	92	40	43	37	37	40	27	42	40	39	39	18	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22910	1069	988	960	945	1072	948	1132	1241	942	1422	915	1152	1020	1154	1341	574	1052	805	1012	962	1065	649	490					
9	Число недействительных избирательных бюллетеней	390	24	19	21	37	10	13	10	22	14	17	22	24	12	15	18	12	17	6	24	17	15	11	10					
10	Число действительных избирательных бюллетеней	23406	1065	987	981	1044	1090	967	1160	1252	958	1420	985	1168	1051	1176	1360	602	1062	841	1028	984	1089	656	480					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	30	30	30	30	30	30	30	30	30	50	30	30	40	30	30	30	30	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	458	10	17	21	27	22	18	15	25	16	43	20	22	35	13	26	21	25	12	19	27	16	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	262	7	5	4	17	13	12	13	20	14	25	20	25	17	3	14	6	4	8	8	7	3	8	9					
14	Число погашенных неиспользованных открепительных удостоверений	232	20	13	9	3	8	12	15	5	14	7	10	8	5	17	4	9	5	18	11	3	14	22	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2933	136	125	130	157	112	103	188	193	121	158	152	143	113	139	138	83	131	97	137	123	132	68	54					
		12.33%	12.49%	12.43%	12.97%	14.52%	10.18%	10.51%	16.07%	15.15%	12.45%	10.99%	15.09%	11.99%	10.63%	11.67%	10.01%	13.52%	12.14%	11.45%	13.02%	12.29%	11.96%	10.19%	11.02%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3428	201	146	158	119	138	168	124	140	116	134	137	189	112	183	180	110	194	127	183	184	235	79	71					
		14.41%	18.46%	14.51%	15.77%	11.01%	12.55%	17.14%	10.60%	10.99%	11.93%	9.32%	13.60%	15.86%	10.54%	15.37%	13.06%	17.92%	17.98%	14.99%	17.40%	18.38%	21.29%	11.84%	14.49%					
