Выборы Президента Российской Федерации																													
																													
"Наименование Избирательной комиссии:    Уфа, Демская"																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22					
1	"Число избирателей, внесенных в список"	37801	420	2021	1264	2060	2050	1765	1960	1821	1972	2091	1701	1687	2015	1303	1833	1568	2526	2187	1917	1611	1829	200					
2	Число полученных избирательных бюллетеней	37653	420	1970	1365	1970	2100	1840	1850	1960	1950	1970	1700	1730	1970	1328	1795	1840	2310	2090	1870	1685	1740	200					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	32611	276	1772	1104	1775	1918	1589	1810	1516	1308	1925	1660	1441	1630	1046	1268	1366	2130	2042	1751	1430	1654	200					
5	"Число избирательных бюллетеней, выданных вне помещения"	1331	92	48	73	115	14	13	20	43	573	11	32	46	16	17	11	31	43	20	41	36	36	0					
6	Число погашенных избирательных бюллетеней	3709	52	150	188	80	168	238	20	401	69	34	8	243	324	265	516	443	137	28	78	219	48	0					
7	Число избирательных бюллетеней в переносных ящиках	1331	92	48	73	115	14	13	20	43	573	11	32	46	16	17	11	31	43	20	41	36	36	0					
8	Число бюллетеней в стационарных ящиках для голосования	32572	276	1772	1104	1775	1918	1589	1807	1516	1308	1925	1660	1441	1630	1046	1268	1366	2130	2042	1751	1430	1618	200					
9	Число недействительных избирательных бюллетеней	145	2	4	10	7	8	0	30	4	1	5	0	0	14	23	8	0	7	7	4	0	11	0					
10	Число действительных избирательных бюллетеней	33758	366	1816	1167	1883	1924	1602	1797	1555	1880	1931	1692	1487	1632	1040	1271	1397	2166	2055	1788	1466	1643	200					
11	Число полученных открепительных  удостоверений	1193	40	40	65	40	95	40	40	40	40	53	110	40	40	40	40	100	40	110	40	100	40	0					
12	Число выданных открепительных удостоверений	1077	5	40	65	40	95	40	40	40	40	41	110	40	35	40	40	37	39	110	40	100	40	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	471	4	17	26	7	10	11	26	10	14	41	8	3	19	10	8	9	20	13	7	3	5	200					
14	Число неиспользованных открепительных удостоверений	116	35	0	0	0	0	0	0	0	0	12	0	0	5	0	0	63	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	7	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	685	8	41	22	40	35	28	56	45	22	37	8	37	58	24	48	10	61	18	31	27	27	2					
		2.02%	2.17%	2.25%	1.87%	2.12%	1.81%	1.75%	3.07%	2.89%	1.17%	1.91%	0.47%	2.49%	3.52%	2.26%	3.75%	0.72%	2.81%	0.87%	1.73%	1.84%	1.63%	1.00%					
19	. Малышкин Олег Александрович	276	0	23	10	10	10	7	36	2	5	16	21	17	15	10	18	10	17	6	12	12	18	1					
		0.81%	0.00%	1.26%	0.85%	0.53%	0.52%	0.44%	1.97%	0.13%	0.27%	0.83%	1.24%	1.14%	0.91%	0.94%	1.41%	0.72%	0.78%	0.29%	0.67%	0.82%	1.09%	0.50%					
20	. Миронов Сергей Михайлович	169	2	4	9	4	2	16	35	5	1	5	8	4	5	3	3	7	26	12	6	4	6	2					
		0.50%	0.54%	0.22%	0.76%	0.21%	0.10%	1.00%	1.92%	0.32%	0.05%	0.26%	0.47%	0.27%	0.30%	0.28%	0.23%	0.50%	1.20%	0.58%	0.33%	0.27%	0.36%	1.00%					
21	. Путин Владимир Владимирович	28847	320	1559	1015	1587	1586	1343	1501	1306	1817	1669	1419	1270	1318	905	1029	1165	1811	1794	1562	1259	1439	173					
		85.09%	86.96%	85.66%	86.24%	83.97%	82.09%	83.83%	82.16%	83.77%	96.60%	86.21%	83.87%	85.41%	80.07%	85.14%	80.45%	83.39%	83.34%	87.00%	87.17%	85.88%	87.00%	86.50%					
22	. Хакамада Ирина Муцуовна	580	7	48	19	40	35	21	19	30	13	58	11	35	31	29	28	3	50	22	37	32	12	0					
		1.71%	1.90%	2.64%	1.61%	2.12%	1.81%	1.31%	1.04%	1.92%	0.69%	3.00%	0.65%	2.35%	1.88%	2.73%	2.19%	0.21%	2.30%	1.07%	2.06%	2.18%	0.73%	0.00%					
23	. Харитонов Николай Михайлович	2577	26	120	74	172	227	114	75	154	18	123	41	117	182	56	122	195	176	195	122	116	131	21					
		7.60%	7.07%	6.59%	6.29%	9.10%	11.75%	7.12%	4.11%	9.88%	0.96%	6.35%	2.42%	7.87%	11.06%	5.27%	9.54%	13.96%	8.10%	9.46%	6.81%	7.91%	7.92%	10.50%					
																													
24	Против всех	624	3	21	18	30	29	73	75	13	4	23	184	7	23	13	23	7	25	8	18	16	10	1					
		1.84%	0.82%	1.15%	1.53%	1.59%	1.50%	4.56%	4.11%	0.83%	0.21%	1.19%	10.87%	0.47%	1.40%	1.22%	1.80%	0.50%	1.15%	0.39%	1.00%	1.09%	0.60%	0.50%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
