Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Хвойнинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500					
1	"Число избирателей, внесенных в списки избирателей"	12880	2050	1535	1670	717	211	87	84	160	233	205	124	190	986	482	330	446	300	1462	240	1368					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12430	2000	1500	1600	700	190	80	70	150	230	190	110	170	990	490	320	440	300	1300	220	1380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7439	1241	855	914	395	112	59	43	90	146	118	87	147	548	266	209	255	186	806	169	793					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	995	92	66	63	97	45	8	25	33	40	29	7	7	136	54	36	68	27	101	23	38					
6	Число погашенных избирательных бюллетеней	3996	667	579	623	208	33	13	2	27	44	43	16	16	306	170	75	117	87	393	28	549					
7	Число избирательных бюллетеней в переносных ящиках для голосования	995	92	66	63	97	45	8	25	33	40	29	7	7	136	54	36	68	27	101	23	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7435	1241	855	913	395	112	59	43	90	146	118	87	147	545	266	209	255	186	806	169	793					
9	Число недействительных избирательных бюллетеней	60	5	11	7	9	0	0	0	1	4	4	0	0	1	3	0	1	3	5	1	5					
10	Число действительных избирательных бюллетеней	8370	1328	910	969	483	157	67	68	122	182	143	94	154	680	317	245	322	210	902	191	826					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	190	20	15	10	10	5	3	3	5	5	5	14	10	15	10	8	8	6	14	5	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	92	19	8	6	0	1	0	2	0	0	0	3	2	11	3	4	5	1	11	0	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	82	8	8	7	8	4	3	1	5	1	2	0	3	5	7	2	3	3	5	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	98	1	7	4	10	4	3	1	5	5	5	11	8	4	7	4	3	5	3	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	3	0	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	237	42	21	20	11	7	1	0	0	15	7	0	9	12	11	10	18	4	18	6	25					
		2.81%	3.15%	2.28%	2.05%	2.24%	4.46%	1.49%	0.00%	0.00%	8.06%	4.76%	0.00%	5.84%	1.76%	3.44%	4.08%	5.57%	1.88%	1.98%	3.13%	3.01%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	10	9	6	2	0	1	0	1	0	2	1	0	2	1	0	1	3	4	1	3					
		0.56%	0.75%	0.98%	0.61%	0.41%	0.00%	1.49%	0.00%	0.81%	0.00%	1.36%	1.06%	0.00%	0.29%	0.31%	0.00%	0.31%	1.41%	0.44%	0.52%	0.36%					
20	3.Политическая партия «Демократическая партия России»	12	1	2	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1					
		0.14%	0.08%	0.22%	0.10%	0.41%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.12%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	782	158	94	98	41	16	5	4	4	13	10	4	11	37	11	13	35	15	132	16	65					
		9.28%	11.85%	10.21%	10.04%	8.33%	10.19%	7.46%	5.88%	3.25%	6.99%	6.80%	4.26%	7.14%	5.43%	3.44%	5.31%	10.84%	7.04%	14.55%	8.33%	7.82%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	5	2	4	4	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	3					
		0.28%	0.38%	0.22%	0.41%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	20	3	2	1	1	2	1	0	0	0	0	1	0	3	1	0	1	0	2	1	1					
