Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Хвойнинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494					
1	"Число избирателей, внесенных в список избирателей"	12204	2059	1570	1577	751	140	251	221	176	99	156	876	460	315	395	303	1311	204	1340					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12320	2070	1590	1600	730	140	250	220	160	110	160	900	470	330	400	310	1300	200	1380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6792	1239	808	894	387	78	132	145	96	66	113	446	241	193	230	185	692	97	750					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	939	79	65	49	126	38	40	30	24	8	13	139	46	29	57	34	91	27	44					
6	Число погашенных избирательных бюллетеней	4589	752	717	657	217	24	78	45	40	36	34	315	183	108	113	91	517	76	586					
7	Число избирательных бюллетеней в переносных ящиках для голосования	939	79	65	49	126	38	40	30	24	8	13	139	46	29	57	34	91	27	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6791	1238	808	894	387	78	132	145	96	66	113	446	241	193	230	185	692	97	750					
9	Число недействительных избирательных бюллетеней	141	27	15	20	4	4	1	4	7	0	2	6	6	3	2	4	21	1	14					
10	Число действительных избирательных бюллетеней	7589	1290	858	923	509	112	171	171	113	74	124	579	281	219	285	215	762	123	780					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	261	28	15	19	12	10	8	15	10	7	11	29	10	20	23	3	10	3	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	255	28	15	19	12	10	8	15	10	5	11	29	10	20	23	3	10	0	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	118	25	18	15	5	1	4	6	3	3	2	6	7	3	0	3	6	2	9					
14	Число погашенных неиспользованных открепительных удостоверений	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	4	3	1	3	8	1	6	0	0	2	1	1	0	0	3	3	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1828	315	279	291	110	5	29	32	20	13	30	110	44	54	72	44	183	21	176					
		23.65%	23.92%	31.96%	30.86%	21.44%	4.31%	16.86%	18.29%	16.67%	17.57%	23.81%	18.80%	15.33%	24.32%	25.09%	20.09%	23.37%	16.94%	22.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	870	130	73	94	40	5	22	22	22	12	11	65	37	33	31	34	95	4	140					
		11.25%	9.87%	8.36%	9.97%	7.80%	4.31%	12.79%	12.57%	18.33%	16.22%	8.73%	11.11%	12.89%	14.86%	10.80%	15.53%	12.13%	3.23%	17.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	12	9	2	6	0	4	2	0	0	2	3	1	1	3	1	7	0	11					
		0.83%	0.91%	1.03%	0.21%	1.17%	0.00%	2.33%	1.14%	0.00%	0.00%	1.59%	0.51%	0.35%	0.45%	1.05%	0.46%	0.89%	0.00%	1.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1423	270	167	178	50	20	31	31	11	5	13	126	63	30	54	40	132	10	192					
		18.41%	20.50%	19.13%	18.88%	9.75%	17.24%	18.02%	17.71%	9.17%	6.76%	10.32%	21.54%	21.95%	13.51%	18.82%	18.26%	16.86%	8.06%	24.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	125	26	12	23	6	2	3	2	4	0	2	11	2	1	3	3	15	0	10					
		1.62%	1.97%	1.37%	2.44%	1.17%	1.72%	1.74%	1.14%	3.33%	0.00%	1.59%	1.88%	0.70%	0.45%	1.05%	1.37%	1.92%	0.00%	1.26%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3244	528	314	331	296	80	81	82	56	43	63	263	133	99	120	93	328	88	246					
		41.97%	40.09%	35.97%	35.10%	57.70%	68.97%	47.09%	46.86%	46.67%	58.11%	50.00%	44.96%	46.34%	44.59%	41.81%	42.47%	41.89%	70.97%	30.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	35	9	4	4	1	0	1	0	0	1	3	1	1	1	2	0	2	0	5					
		0.45%	0.68%	0.46%	0.42%	0.19%	0.00%	0.58%	0.00%	0.00%	1.35%	2.38%	0.17%	0.35%	0.45%	0.70%	0.00%	0.26%	0.00%	0.63%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
