Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Сабинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526					
1	"Число избирателей, внесенных в списки избирателей"	23705	603	601	234	480	638	248	473	530	570	345	166	247	469	439	247	377	233	848	362	421	121	392	266	173	1026	901	1050	1253	1169	787	755	588	386	255	651	1129	1080	1208	1363	621					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23600	602	604	233	479	641	254	476	530	570	345	167	248	465	438	247	374	231	846	362	419	121	389	266	173	995	887	1057	1252	1159	777	756	596	388	252	652	1124	1074	1180	1348	623					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20998	442	515	199	424	536	172	382	431	492	300	145	234	449	398	210	289	180	755	303	313	110	228	218	151	947	808	990	1212	1100	766	525	557	338	231	554	1081	1009	1133	1281	590					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2285	150	85	34	55	90	76	88	97	78	43	21	13	16	40	37	85	51	87	59	105	11	156	48	19	45	65	37	15	19	11	227	31	48	21	93	23	27	18	30	31					
6	Число погашенных избирательных бюллетеней	317	10	4	0	0	15	6	6	2	0	2	1	1	0	0	0	0	0	4	0	1	0	5	0	3	3	14	30	25	40	0	4	8	2	0	5	20	38	29	37	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2285	150	85	34	55	90	76	88	97	78	43	21	13	16	40	37	85	51	87	59	105	11	156	48	19	45	65	37	15	19	11	227	31	48	21	93	23	27	18	30	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20998	442	515	199	424	536	172	382	431	492	300	145	234	449	398	210	289	180	755	303	313	110	228	218	151	947	808	990	1212	1100	766	525	557	338	231	554	1081	1009	1133	1281	590					
9	Число недействительных избирательных бюллетеней	116	1	0	0	0	3	0	5	0	0	4	0	0	0	2	0	0	0	0	0	3	0	0	0	1	13	6	52	1	6	2	0	0	0	1	0	3	7	6	0	0					
10	Число действительных избирательных бюллетеней	23167	591	600	233	479	623	248	465	528	570	339	166	247	465	436	247	374	231	842	362	415	121	384	266	169	979	867	975	1226	1113	775	752	588	386	251	647	1101	1029	1145	1311	621					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	8	25	10	10	10	6	8	8	8	5	5	5	7	8	8	8	8	20	8	8	4	10	10	8	31	15	20	25	20	10	7	15	8	8	10	20	15	10	15	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	198	2	5	1	2	3	6	2	8	2	2	1	1	7	1	1	4	1	5	1	4	3	3	3	5	15	4	20	8	5	2	7	6	2	0	3	13	15	7	15	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	3	0	2	3	0	0	0	1	0	0	0	0	3	1	1	4	4	5	1	2	2	2	0	0	8	2	3	8	4	2	3	0	0	2	1	10	5	5	13	0					
14	Число погашенных неиспользованных открепительных удостоверений	252	6	20	9	8	7	0	6	0	6	3	4	4	0	7	7	4	7	15	7	4	1	7	7	3	16	11	0	17	15	8	0	9	6	8	7	7	0	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
