Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Сабинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511					
1	"Число избирателей, внесенных в список избирателей"	24420	605	596	226	477	632	240	465	558	426	386	408	491	465	232	379	214	891	361	426	115	340	283	1147	1082	1146	1236	1225	819	166	727	608	378	239	652	1247	1105	1180	1422	187	638					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24794	610	608	228	485	638	243	471	564	435	393	413	499	472	238	381	216	898	363	435	116	347	288	1170	1100	1157	1258	1242	832	169	742	617	383	242	667	1266	1128	1202	1438	192	648					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22025	480	518	200	427	585	199	369	464	390	352	399	474	429	190	303	168	794	315	345	104	236	243	1100	1038	1063	1199	1178	809	147	541	590	332	224	555	1145	991	1082	1278	145	624					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1779	123	76	25	46	41	39	93	90	34	34	9	15	34	41	76	45	90	44	79	11	102	40	13	23	49	11	10	5	18	183	16	44	15	93	25	16	3	16	42	10					
6	Число погашенных избирательных бюллетеней	990	7	14	3	12	12	5	9	10	11	7	5	10	9	7	2	3	14	4	11	1	9	5	57	39	45	48	54	18	4	18	11	7	3	19	96	121	117	144	5	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1779	123	76	25	46	41	39	93	90	34	34	9	15	34	41	76	45	90	44	79	11	102	40	13	23	49	11	10	5	18	183	16	44	15	93	25	16	3	16	42	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22025	480	518	200	427	585	199	369	464	390	352	399	474	429	190	303	168	794	315	345	104	236	243	1100	1038	1063	1199	1178	809	147	541	590	332	224	555	1145	991	1082	1278	145	624					
9	Число недействительных избирательных бюллетеней	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	23798	603	594	224	473	626	237	462	554	424	386	408	489	463	231	379	210	884	359	424	115	338	283	1113	1061	1112	1210	1188	814	165	723	606	376	239	648	1170	1007	1085	1294	187	634					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	450	8	15	10	10	10	7	8	15	8	8	6	6	8	7	8	8	20	8	8	5	8	10	27	15	20	25	20	10	8	10	10	10	8	10	15	15	15	15	6	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	66	0	1	2	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1	4	2	0	0	6	0	0	1	6	4	9	6	7	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	0	1	0	2	2	0	0	3	0	0	0	0	2	0	3	1	3	3	0	1	0	1	0	0	4	0	0	0	2	2	0	0	0	0	0	2	1	8	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	384	8	14	8	7	9	7	8	12	8	8	6	6	8	7	8	8	20	8	6	4	8	10	24	13	19	21	18	10	8	4	10	10	7	4	11	6	9	8	5	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	217	3	3	1	1	5	6	2	3	2	2	5	4	3	1	5	1	5	1	2	0	1	1	17	12	15	24	8	4	1	2	4	1	2	4	26	12	0	26	0	2					
		0.91%	0.50%	0.51%	0.44%	0.21%	0.80%	2.52%	0.43%	0.54%	0.47%	0.52%	1.23%	0.82%	0.65%	0.43%	1.32%	0.47%	0.57%	0.28%	0.47%	0.00%	0.30%	0.35%	1.53%	1.13%	1.35%	1.98%	0.67%	0.49%	0.61%	0.28%	0.66%	0.27%	0.84%	0.62%	2.22%	1.19%	0.00%	2.01%	0.00%	0.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	233	2	4	0	1	5	2	3	5	4	3	1	4	3	2	1	1	5	2	2	0	2	1	23	8	19	10	10	2	0	3	3	3	0	3	21	22	17	31	2	3					
		0.98%	0.33%	0.67%	0.00%	0.21%	0.80%	0.84%	0.65%	0.90%	0.94%	0.78%	0.25%	0.82%	0.65%	0.87%	0.26%	0.47%	0.57%	0.56%	0.47%	0.00%	0.59%	0.35%	2.07%	0.75%	1.71%	0.83%	0.84%	0.25%	0.00%	0.41%	0.50%	0.80%	0.00%	0.46%	1.79%	2.18%	1.57%	2.40%	1.07%	0.47%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	0	1	0	0	0	0	1	1	1	0	1	3	0	0	0	0	2	0	1	0	0	1	0	3	16	2	6	0	0	2	0	0	0	1	12	7	0	2	0	0					
		0.26%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.22%	0.18%	0.24%	0.00%	0.25%	0.61%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.24%	0.00%	0.00%	0.35%	0.00%	0.28%	1.44%	0.17%	0.51%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.15%	1.03%	0.70%	0.00%	0.15%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	595	6	18	3	1	11	9	4	6	8	3	20	4	10	5	5	6	9	2	2	0	6	1	46	15	25	42	16	5	3	5	5	6	6	3	52	51	86	79	3	8					
		2.50%	0.99%	3.03%	1.33%	0.21%	1.76%	3.78%	0.87%	1.08%	1.89%	0.78%	4.90%	0.82%	2.16%	2.16%	1.32%	2.82%	1.02%	0.56%	0.47%	0.00%	1.78%	0.35%	4.13%	1.41%	2.25%	3.47%	1.35%	0.61%	1.82%	0.69%	0.83%	1.60%	2.51%	0.46%	4.44%	5.06%	7.93%	6.11%	1.60%	1.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	84	2	1	0	0	1	1	1	2	0	1	0	0	2	1	0	0	4	1	0	0	0	1	0	3	16	5	2	2	0	2	0	0	0	1	12	13	0	8	0	2					
		0.35%	0.33%	0.17%	0.00%	0.00%	0.16%	0.42%	0.22%	0.36%	0.00%	0.26%	0.00%	0.00%	0.43%	0.43%	0.00%	0.00%	0.45%	0.28%	0.00%	0.00%	0.00%	0.35%	0.00%	0.28%	1.44%	0.41%	0.17%	0.25%	0.00%	0.28%	0.00%	0.00%	0.00%	0.15%	1.03%	1.29%	0.00%	0.62%	0.00%	0.32%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22553	590	567	220	470	603	218	450	536	409	374	381	472	445	222	368	202	859	346	417	115	329	277	1027	1018	1008	1125	1143	800	161	708	594	366	230	634	1044	899	982	1143	182	619					
		94.74%	97.84%	95.45%	97.78%	99.37%	96.33%	91.60%	97.40%	96.75%	96.46%	96.89%	93.38%	96.52%	96.11%	96.10%	97.10%	94.84%	97.17%	96.38%	98.35%	100.00%	97.34%	97.88%	92.27%	95.95%	90.65%	92.98%	96.21%	98.28%	97.58%	97.79%	98.02%	97.34%	96.23%	97.84%	89.23%	89.28%	90.51%	88.33%	97.33%	97.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	53	0	0	0	0	1	1	1	1	0	3	0	2	0	0	0	0	0	7	0	0	0	1	0	2	13	2	3	1	0	1	0	0	1	2	3	3	0	5	0	0					
		0.22%	0.00%	0.00%	0.00%	0.00%	0.16%	0.42%	0.22%	0.18%	0.00%	0.78%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	1.95%	0.00%	0.00%	0.00%	0.35%	0.00%	0.19%	1.17%	0.17%	0.25%	0.12%	0.00%	0.14%	0.00%	0.00%	0.42%	0.31%	0.26%	0.30%	0.00%	0.39%	0.00%	0.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
