Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Надымская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65					
1	"Число избирателей, внесенных в списки избирателей"	51014	2011	2139	1897	2094	2277	1956	1964	1731	1986	2020	2240	2316	2403	2251	1451	840	972	1216	696	175	524	1185	705	2488	1924	2550	1570	2310	1720	1403					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53978	2200	2450	2000	2150	2450	2250	2200	2100	2200	2350	2400	2368	2300	2400	1500	876	1007	1320	697	170	530	1280	741	2500	1950	2550	1600	2350	1689	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	7250	0	0	0	0	0	0	0	0	0	0	0	1918	0	0	0	0	0	269	0	43	112	158	0	1550	1215	1693	154	0	138	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36619	1620	1777	1379	1539	1793	1713	1680	1503	1687	1606	1878	319	1803	1823	960	827	887	947	637	108	339	664	681	938	709	857	1218	1922	1483	1322					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	588	13	18	23	80	12	8	20	5	8	13	6	23	16	9	7	1	3	0	20	19	19	33	0	0	0	0	14	212	4	2					
6	Число погашенных избирательных бюллетеней	9521	567	655	598	531	645	529	500	592	505	731	516	108	481	568	533	48	117	104	40	0	60	425	60	12	26	0	214	216	64	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7796	13	18	23	80	12	8	20	5	8	13	6	1925	16	9	7	1	3	269	20	62	131	191	0	1550	1199	1690	168	205	142	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36553	1614	1777	1374	1539	1782	1707	1676	1503	1687	1601	1878	319	1803	1823	960	827	886	947	637	108	339	664	681	938	709	857	1205	1920	1472	1320					
9	Число недействительных избирательных бюллетеней	476	21	34	17	17	2	14	15	15	5	9	29	18	31	26	15	9	7	12	3	1	22	13	5	23	17	18	16	31	16	15					
10	Число действительных избирательных бюллетеней	43873	1606	1761	1380	1602	1792	1701	1681	1493	1690	1605	1855	2226	1788	1806	952	819	882	1204	654	169	448	842	676	2465	1891	2529	1357	2094	1598	1307					
