Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Мамонтовская №39																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105					
1	"Число избирателей, внесенных в списки"	20570	921	787	411	685	1137	1046	1061	1094	2086	1233	1218	1779	1279	698	1109	869	668	746	471	420	852					
2	"Число бюллетеней, полученных участковыми комиссиями"	18600	900	800	400	600	1000	1000	1000	1000	1900	1000	1000	1500	1000	700	1000	900	600	700	400	400	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12493	553	464	260	424	689	624	714	712	1163	700	677	1029	699	443	654	571	451	445	294	344	583					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	853	49	68	19	40	33	67	26	32	102	51	26	54	15	40	50	34	11	29	39	25	43					
6	Число погашенных бюллетеней	5254	298	268	121	136	278	309	260	256	635	249	297	417	286	217	296	295	138	226	67	31	174					
7	Число бюллетеней в переносных ящиках для голосования	853	49	68	19	40	33	67	26	32	102	51	26	54	15	40	50	34	11	29	39	25	43					
8	Число бюллетеней в стационарных ящиках для голосования	12493	553	464	260	424	689	624	714	712	1163	700	677	1029	699	443	654	571	451	445	294	344	583					
9	Число недействительных бюллетеней	139	0	6	4	5	14	14	19	12	5	3	3	6	4	2	0	13	9	3	8	3	6					
10	Число действительных бюллетеней	13207	602	526	275	459	708	677	721	732	1260	748	700	1077	710	481	704	592	453	471	325	366	620					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	157	5	5	5	5	8	8	8	8	20	10	10	10	10	5	5	5	5	5	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	1	2	1	1	1	3	6	5	11	5	1	1	1	5	3	0	1	2	1	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	2	0	0	1	1	0	0	1	1	0	0	8	1	1	0	1	0	0	0	1	0					
14	Число погашенных открепительных удостоверений	96	4	3	4	4	7	5	2	3	9	5	9	9	9	0	2	5	4	3	4	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	110	5	6	5	3	7	5	9	4	6	4	2	12	4	5	4	5	9	5	2	4	4					
		0.82%	0.83%	1.12%	1.79%	0.64%	0.96%	0.72%	1.21%	0.53%	0.47%	0.53%	0.28%	1.10%	0.56%	1.03%	0.56%	0.82%	1.94%	1.05%	0.60%	1.08%	0.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	273	8	6	5	16	28	19	14	4	28	19	12	29	11	9	6	23	11	6	5	1	13					
		2.04%	1.32%	1.12%	1.79%	3.44%	3.87%	2.74%	1.89%	0.53%	2.21%	2.52%	1.70%	2.67%	1.54%	1.86%	0.85%	3.80%	2.38%	1.26%	1.50%	0.27%	2.07%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	222	4	13	3	11	10	14	16	13	21	14	5	15	18	6	13	11	9	8	4	5	9					
		1.66%	0.66%	2.44%	1.07%	2.37%	1.38%	2.02%	2.16%	1.74%	1.66%	1.86%	0.71%	1.38%	2.52%	1.24%	1.84%	1.81%	1.94%	1.68%	1.20%	1.35%	1.43%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	246	10	12	5	10	9	4	12	3	42	18	24	19	31	11	7	1	7	4	6	5	6					
		1.84%	1.66%	2.25%	1.79%	2.15%	1.24%	0.57%	1.62%	0.40%	3.32%	2.39%	3.41%	1.75%	4.34%	2.27%	0.99%	0.16%	1.51%	0.84%	1.80%	1.35%	0.95%					
22	"5. ""За Русь Святую"""	49	2	2	0	1	3	11	0	1	6	1	5	5	0	0	3	0	2	4	3	0	0					
		0.36%	0.33%	0.37%	0.0%	0.21%	0.41%	1.59%	0.0%	0.13%	0.47%	0.13%	0.71%	0.46%	0.0%	0.0%	0.42%	0.0%	0.43%	0.84%	0.90%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	0	1	0	1	1	2	0	2	3	0	3	1	0	0	0	0	1	1	1	1	0					
		0.13%	0.0%	0.18%	0.0%	0.21%	0.13%	0.28%	0.0%	0.26%	0.23%	0.0%	0.42%	0.09%	0.0%	0.0%	0.0%	0.0%	0.21%	0.21%	0.30%	0.27%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	22	0	0	0	0	0	0	1	2	4	0	1	3	5	0	2	0	0	2	2	0	0					
		0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.26%	0.31%	0.0%	0.14%	0.27%	0.70%	0.0%	0.28%	0.0%	0.0%	0.42%	0.60%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	5	2	1	2	1	1	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0					
		0.14%	0.83%	0.37%	0.35%	0.43%	0.13%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.20%	0.0%	0.16%	0.21%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	30	2	2	0	3	0	3	0	2	2	1	1	1	4	4	1	0	1	0	0	1	2					
		0.22%	0.33%	0.37%	0.0%	0.64%	0.0%	0.43%	0.0%	0.26%	0.15%	0.13%	0.14%	0.09%	0.56%	0.82%	0.14%	0.0%	0.21%	0.0%	0.0%	0.27%	0.31%					
27	"10. ""Аграрная партия России"""	3354	184	168	92	103	178	195	95	216	194	132	89	192	102	134	333	180	147	147	68	216	189					
		25.13%	30.56%	31.57%	32.97%	22.19%	24.65%	28.21%	12.83%	29.03%	15.33%	17.57%	12.66%	17.72%	14.28%	27.74%	47.30%	29.75%	31.81%	31.01%	20.42%	58.53%	30.19%					
28	"11. ""Истинные патриоты России"""	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	95	3	4	2	2	2	4	4	1	5	4	1	8	3	5	24	9	6	1	1	2	4					
		0.71%	0.49%	0.75%	0.71%	0.43%	0.27%	0.57%	0.54%	0.13%	0.39%	0.53%	0.14%	0.73%	0.42%	1.03%	3.40%	1.48%	1.29%	0.21%	0.30%	0.54%	0.63%					
30	"13. ""Демократическая партия России"""	27	0	0	2	2	1	4	2	2	0	4	0	3	2	0	0	2	1	0	1	0	1					
		0.20%	0.0%	0.0%	0.71%	0.43%	0.13%	0.57%	0.27%	0.26%	0.0%	0.53%	0.0%	0.27%	0.28%	0.0%	0.0%	0.33%	0.21%	0.0%	0.30%	0.0%	0.15%					
