Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Краснослободская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440					
1	"Число избирателей, внесенных в список избирателей"	21083	1154	1114	1125	1151	1016	1001	1125	492	599	403	784	648	354	539	367	494	222	211	951	504	411	397	1109	723	622	429	747	515	1057	257	192	370					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21460	1160	1130	1145	1170	1060	1030	1140	520	610	415	820	670	360	550	370	490	225	215	960	505	420	405	1100	740	625	430	740	530	1080	270	200	375					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19619	1108	1055	1059	1118	946	931	1030	443	566	378	746	598	344	520	342	445	220	209	859	487	380	386	996	691	595	416	674	401	986	226	182	282					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1329	38	52	53	28	60	61	78	45	29	23	34	50	7	16	25	44	2	0	88	17	30	11	103	27	26	12	66	109	70	30	10	85					
6	Число погашенных избирательных бюллетеней	512	14	23	33	24	54	38	32	32	15	14	40	22	9	14	3	1	3	6	13	1	10	8	1	22	4	2	0	20	24	14	8	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1329	38	52	53	28	60	61	78	45	29	23	34	50	7	16	25	44	2	0	88	17	30	11	103	27	26	12	66	109	70	30	10	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19619	1108	1055	1059	1118	946	931	1030	443	566	378	746	598	344	520	342	445	220	209	859	487	380	386	996	691	595	416	674	401	986	226	182	282					
9	Число недействительных избирательных бюллетеней	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0					
10	Число действительных избирательных бюллетеней	20943	1146	1107	1112	1146	1006	991	1108	488	595	401	780	648	351	536	367	489	222	209	947	504	410	397	1099	718	621	428	739	510	1056	253	192	367					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	430	20	20	20	20	20	20	20	10	10	10	20	10	10	10	10	10	10	10	20	10	10	10	20	10	10	10	10	10	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	144	7	10	12	12	4	11	6	4	1	1	2	6	1	4	1	1	5	0	8	4	5	1	3	6	2	2	5	0	10	5	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	98	4	11	10	5	4	0	1	4	3	0	3	2	3	3	5	1	1	1	6	4	3	0	5	0	2	4	4	1	5	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	286	13	10	8	8	16	9	14	6	9	9	18	4	9	6	9	9	5	10	12	6	5	9	17	4	8	8	5	10	10	5	9	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	33	2	2	3	0	1	2	4	0	1	1	1	0	1	2	1	1	0	1	2	0	0	1	0	0	3	1	1	0	1	0	0	1					
		0.16%	0.17%	0.18%	0.27%	0.00%	0.10%	0.20%	0.36%	0.00%	0.17%	0.25%	0.13%	0.00%	0.28%	0.37%	0.27%	0.20%	0.00%	0.48%	0.21%	0.00%	0.00%	0.25%	0.00%	0.00%	0.48%	0.23%	0.14%	0.00%	0.09%	0.00%	0.00%	0.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	54	1	2	4	1	2	3	2	1	1	1	1	0	2	1	1	3	3	1	1	1	2	1	5	4	2	1	1	1	4	0	0	1					
		0.26%	0.09%	0.18%	0.36%	0.09%	0.20%	0.30%	0.18%	0.20%	0.17%	0.25%	0.13%	0.00%	0.57%	0.19%	0.27%	0.61%	1.35%	0.48%	0.11%	0.20%	0.49%	0.25%	0.45%	0.56%	0.32%	0.23%	0.14%	0.20%	0.38%	0.00%	0.00%	0.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	141	4	4	6	9	12	8	11	4	10	5	3	2	1	3	1	3	10	2	2	2	2	2	6	6	2	2	1	3	4	4	0	7					
		0.67%	0.35%	0.36%	0.54%	0.79%	1.19%	0.81%	0.99%	0.82%	1.68%	1.25%	0.38%	0.31%	0.28%	0.56%	0.27%	0.61%	4.50%	0.96%	0.21%	0.40%	0.49%	0.50%	0.55%	0.84%	0.32%	0.47%	0.14%	0.59%	0.38%	1.56%	0.00%	1.91%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
		0.03%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20703	1139	1098	1099	1136	991	978	1091	482	583	394	775	646	346	530	364	482	206	205	942	501	406	393	1088	708	612	424	733	506	1046	249	192	358					
		98.83%	99.39%	99.19%	98.83%	99.13%	98.51%	98.59%	98.47%	98.77%	97.98%	98.25%	99.36%	99.69%	98.58%	98.88%	99.18%	98.57%	92.79%	98.09%	99.47%	99.40%	99.02%	98.99%	98.99%	98.61%	98.55%	99.07%	99.05%	99.22%	99.05%	97.27%	100.00%	97.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.14%	0.00%	0.09%	0.00%	0.00%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
