Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Ровеньская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947					
1	"Число избирателей, внесенных в список избирателей"	18911	1046	433	598	344	707	376	586	409	821	443	684	151	236	190	811	225	1310	1376	1522	1103	1181	525	1371	77	169	145	467	75	171	648	435	276					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17466	960	420	580	340	690	365	560	400	810	430	620	145	230	215	760	220	1180	1260	1320	900	1000	480	1250	76	150	130	450	75	170	610	400	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12185	518	267	381	209	473	264	436	291	561	269	443	113	142	114	533	160	847	877	937	694	672	369	941	61	107	103	314	55	134	450	297	153					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2640	341	75	105	70	118	54	104	47	128	76	65	16	69	76	108	31	66	83	139	141	204	52	140	9	35	23	60	14	20	82	40	49					
6	Число погашенных избирательных бюллетеней	2641	101	78	94	61	99	47	20	62	121	85	112	16	19	25	119	29	267	300	244	65	124	59	169	6	8	4	76	6	16	78	63	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2640	341	75	105	70	118	54	104	47	128	76	65	16	69	76	108	31	66	83	139	141	204	52	140	9	35	23	60	14	20	82	40	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12183	518	267	381	209	473	264	436	291	561	269	443	113	142	114	533	160	847	875	937	694	672	369	941	61	107	103	314	55	134	450	297	153					
9	Число недействительных избирательных бюллетеней	177	4	3	15	2	4	9	2	2	8	4	14	0	8	4	9	1	12	4	14	12	8	3	15	0	0	0	5	0	2	9	3	1					
10	Число действительных избирательных бюллетеней	14646	855	339	471	277	587	309	538	336	681	341	494	129	203	186	632	190	901	954	1062	823	868	418	1066	70	142	126	369	69	152	523	334	201					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	437	10	15	24	13	23	5	5	10	22	13	21	4	7	6	19	8	28	37	30	20	25	23	24	0	0	1	18	0	2	15	6	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	434	10	15	24	13	23	5	5	10	22	13	21	4	7	5	19	8	28	37	28	20	25	23	24	0	0	1	18	0	2	15	6	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	5	3	5	2	2	3	6	6	2	2	3	1	2	5	7	1	15	6	3	0	3	1	6	1	3	2	4	2	2	1	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	1	2	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1111	71	30	30	12	44	13	31	12	25	20	40	8	8	10	57	10	98	75	101	75	62	36	93	6	10	4	27	5	12	38	29	19					
		7.50%	8.27%	8.77%	6.17%	4.30%	7.45%	4.09%	5.74%	3.55%	3.63%	5.80%	7.87%	6.20%	3.79%	5.26%	8.89%	5.24%	10.73%	7.83%	9.39%	8.98%	7.08%	8.55%	8.60%	8.57%	7.04%	3.17%	7.22%	7.25%	7.79%	7.14%	8.61%	9.41%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1224	98	18	44	25	63	26	33	33	60	42	41	16	17	14	59	23	69	75	83	76	52	49	87	5	8	10	18	2	8	31	20	19					
		8.26%	11.41%	5.26%	9.05%	8.96%	10.66%	8.18%	6.11%	9.76%	8.71%	12.17%	8.07%	12.40%	8.06%	7.37%	9.20%	12.04%	7.56%	7.83%	7.71%	9.10%	5.94%	11.64%	8.05%	7.14%	5.63%	7.94%	4.81%	2.90%	5.19%	5.83%	5.93%	9.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	6	1	4	2	2	3	3	1	5	1	0	0	1	1	6	3	3	10	15	1	9	5	8	0	0	0	1	1	2	3	0	1					
		0.66%	0.70%	0.29%	0.82%	0.72%	0.34%	0.94%	0.56%	0.30%	0.73%	0.29%	0.00%	0.00%	0.47%	0.53%	0.94%	1.57%	0.33%	1.04%	1.39%	0.12%	1.03%	1.19%	0.74%	0.00%	0.00%	0.00%	0.27%	1.45%	1.30%	0.56%	0.00%	0.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3767	135	105	109	75	141	71	119	98	210	98	170	19	48	34	207	55	231	213	292	221	223	115	297	10	21	19	101	11	25	172	78	44					
		25.41%	15.72%	30.70%	22.43%	26.88%	23.86%	22.33%	22.04%	28.99%	30.48%	28.41%	33.46%	14.73%	22.75%	17.89%	32.29%	28.80%	25.30%	22.23%	27.14%	26.47%	25.46%	27.32%	27.47%	14.29%	14.79%	15.08%	27.01%	15.94%	16.23%	32.33%	23.15%	21.78%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	2	2	1	1	7	2	1	1	2	2	2	0	0	1	4	3	11	9	11	2	3	3	7	0	0	0	3	1	0	1	3	5					
		0.61%	0.23%	0.58%	0.21%	0.36%	1.18%	0.63%	0.19%	0.30%	0.29%	0.58%	0.39%	0.00%	0.00%	0.53%	0.62%	1.57%	1.20%	0.94%	1.02%	0.24%	0.34%	0.71%	0.65%	0.00%	0.00%	0.00%	0.80%	1.45%	0.00%	0.19%	0.89%	2.48%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8314	542	183	282	162	329	194	351	191	379	178	241	85	128	125	296	95	483	567	556	444	513	209	573	49	103	93	219	49	105	278	202	110					
		56.09%	63.10%	53.51%	58.02%	58.06%	55.67%	61.01%	65.00%	56.51%	55.01%	51.59%	47.44%	65.89%	60.66%	65.79%	46.18%	49.74%	52.90%	59.19%	51.67%	53.17%	58.56%	49.64%	53.01%	70.00%	72.54%	73.81%	58.56%	71.01%	68.18%	52.26%	59.94%	54.46%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	42	1	0	1	0	1	0	0	0	0	0	0	1	1	1	3	1	6	5	4	4	6	1	1	0	0	0	0	0	0	0	2	3					
		0.28%	0.12%	0.00%	0.21%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.47%	0.53%	0.47%	0.52%	0.66%	0.52%	0.37%	0.48%	0.68%	0.24%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	1.49%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
