Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Ровеньская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913					
1	"Число избирателей, внесенных в списки избирателей"	19005	956	454	631	355	769	408	604	411	848	456	743	160	261	195	875	218	2620	1461	1050	1082	560	1329	74	151	131	506	79	187	691	451	289					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19073	958	454	653	365	799	402	628	413	867	473	750	168	266	200	880	217	2607	1414	1058	1067	560	1296	66	153	138	495	89	191	684	467	295					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12680	562	274	409	257	505	326	393	304	559	300	505	125	170	134	607	158	1740	976	686	619	364	893	56	121	113	353	71	144	434	332	190					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2373	177	79	99	51	126	54	103	48	118	76	70	17	54	30	104	21	191	79	144	189	87	134	9	9	16	68	8	21	99	38	54					
6	Число погашенных избирательных бюллетеней	4020	219	101	145	57	168	22	132	61	190	97	175	26	42	36	169	38	676	359	228	259	109	269	1	23	9	74	10	26	151	97	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2373	177	79	99	51	126	54	103	48	118	76	70	17	54	30	104	21	191	79	144	189	87	134	9	9	16	68	8	21	99	38	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12680	562	274	409	257	505	326	393	304	559	300	505	125	170	134	607	158	1740	976	686	619	364	893	56	121	113	353	71	144	434	332	190					
9	Число недействительных избирательных бюллетеней	189	4	2	6	1	5	46	2	9	7	2	9	1	3	1	9	2	16	13	13	5	5	6	0	1	2	3	2	2	6	2	4					
10	Число действительных избирательных бюллетеней	14864	735	351	502	307	626	334	494	343	670	374	566	141	221	163	702	177	1915	1042	817	803	446	1021	65	129	127	418	77	163	527	368	240					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	226	12	3	12	4	7	1	18	3	20	4	10	3	4	4	5	4	30	11	13	6	5	11	1	2	1	7	2	4	8	6	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	160	12	1	9	4	4	0	11	1	10	4	8	2	0	0	4	4	21	10	7	6	5	11	0	1	0	5	0	4	7	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	41	0	1	0	0	1	1	3	0	1	0	2	0	1	1	4	1	8	2	0	1	2	3	0	0	0	3	0	1	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	66	0	2	3	0	3	1	7	2	10	0	2	1	4	4	1	0	9	1	6	0	0	0	1	1	1	2	2	0	1	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	493	27	17	15	6	20	5	18	12	25	11	20	1	10	14	25	5	41	21	19	19	9	33	3	5	8	18	5	7	47	7	20					
		3.28%	3.65%	4.82%	2.95%	1.95%	3.17%	1.32%	3.63%	3.41%	3.69%	2.93%	3.48%	0.70%	4.46%	8.54%	3.52%	2.79%	2.12%	1.99%	2.29%	2.35%	1.99%	3.21%	4.62%	3.85%	6.20%	4.28%	6.33%	4.24%	8.82%	1.89%	8.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	1	0	3	2	0	0	0	2	2	1	0	0	2	2	0	0	10	1	0	4	0	4	0	0	1	0	1	1	0	0	0					
		0.25%	0.14%	0.00%	0.59%	0.65%	0.00%	0.00%	0.00%	0.57%	0.30%	0.27%	0.00%	0.00%	0.89%	1.22%	0.00%	0.00%	0.52%	0.09%	0.00%	0.50%	0.00%	0.39%	0.00%	0.00%	0.78%	0.00%	1.27%	0.61%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	1	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	5	1	1	0	0	1	1	0	0	0	0	0	1	0	0					
		0.11%	0.14%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.28%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.09%	0.12%	0.00%	0.00%	0.10%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3982	105	109	145	59	160	51	151	113	218	72	155	9	73	31	216	50	542	286	235	285	113	300	9	42	13	114	15	29	178	65	39					
		26.45%	14.21%	30.88%	28.54%	19.16%	25.36%	13.42%	30.44%	32.10%	32.20%	19.15%	26.96%	6.34%	32.59%	18.90%	30.38%	27.93%	28.07%	27.11%	28.31%	35.27%	25.06%	29.21%	13.85%	32.31%	10.08%	27.08%	18.99%	17.58%	33.40%	17.57%	15.98%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	40	4	1	0	0	0	0	2	1	3	8	0	0	0	0	2	0	5	8	1	1	2	1	0	0	0	0	0	0	0	1	0					
		0.27%	0.54%	0.28%	0.00%	0.00%	0.00%	0.00%	0.40%	0.28%	0.44%	2.13%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.26%	0.76%	0.12%	0.12%	0.44%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0					
