Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
"Наименование Избирательной комиссии:    Иваново, Советская"																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135					
1	"Число избирателей, внесенных в списки избирателей"	53334	1370	1531	1099	1289	1747	1738	1208	1350	1474	2018	1487	1593	898	1524	1627	1597	1594	1708	1787	1121	945	1541	1218	1171	1550	2551	2518	1948	1287	1550	1397	1537	1729	1201	1431					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53130	1362	1515	1090	1259	1747	1745	1223	1354	1478	2016	1513	1583	896	1488	1631	1591	1603	1718	1778	1119	890	1550	1212	1140	1529	2577	2531	1969	1284	1566	1406	1435	1735	1188	1409					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25268	556	746	457	547	904	841	457	622	745	912	788	733	326	731	852	749	750	876	982	477	406	835	645	553	843	1351	1242	841	536	669	603	699	870	509	615					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1045	36	7	22	56	14	13	6	32	32	11	32	18	26	30	30	32	35	13	7	34	47	22	6	32	17	26	52	28	19	26	22	95	14	33	120					
6	Число погашенных избирательных бюллетеней	26817	770	762	611	656	829	891	760	700	701	1093	693	832	544	727	749	810	818	829	789	608	437	693	561	555	669	1200	1237	1100	729	871	781	641	851	646	674					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1045	36	7	22	56	14	13	6	32	32	11	32	18	26	30	30	32	35	13	7	34	47	22	6	32	17	26	52	28	19	26	22	95	14	33	120					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25239	556	746	457	547	903	839	457	615	745	912	788	721	326	731	852	748	750	876	982	477	406	835	645	552	843	1351	1242	839	535	669	603	698	869	509	615					
9	Число недействительных избирательных бюллетеней	272	12	7	5	9	15	6	6	4	6	10	10	10	5	6	4	4	19	8	16	4	8	6	10	12	9	4	12	4	0	8	6	7	9	3	8					
10	Число действительных избирательных бюллетеней	26012	580	746	474	594	902	846	457	643	771	913	810	729	347	755	878	776	766	881	973	507	445	851	641	572	851	1373	1282	863	554	687	619	786	874	539	727					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	693	15	15	15	25	20	20	15	15	20	25	30	20	15	20	20	20	20	20	20	15	15	20	24	15	20	34	25	40	15	20	15	15	20	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	372	5	6	3	9	7	17	7	8	12	14	27	12	4	9	9	6	3	12	10	2	5	12	14	7	16	29	19	29	4	19	11	5	12	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	308	9	6	3	11	12	3	4	9	6	16	2	5	6	12	10	4	2	5	16	6	20	5	6	24	6	15	4	8	11	8	9	10	13	9	13					
14	Число погашенных неиспользованных открепительных удостоверений	321	10	9	12	16	13	3	8	7	8	11	3	8	11	11	11	14	17	8	10	13	10	8	10	8	4	5	6	11	11	1	4	10	8	10	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	924	8	18	11	21	29	33	9	20	30	30	31	21	8	40	47	26	40	23	31	12	14	25	38	19	39	70	43	28	18	27	16	36	24	18	21					
		3.52%	1.35%	2.39%	2.30%	3.48%	3.16%	3.87%	1.94%	3.09%	3.86%	3.25%	3.78%	2.84%	2.27%	5.26%	5.33%	3.33%	5.10%	2.59%	3.13%	2.35%	3.09%	2.92%	5.84%	3.25%	4.53%	5.08%	3.32%	3.23%	3.25%	3.88%	2.56%	4.54%	2.72%	3.32%	2.86%					
19	2.Всероссийская политическая партия «Гражданская Сила»	414	6	13	9	7	23	21	8	7	11	16	5	16	6	7	7	17	13	20	19	2	11	25	8	12	11	24	15	9	7	10	11	14	14	7	3					
		1.58%	1.01%	1.73%	1.88%	1.16%	2.51%	2.46%	1.73%	1.08%	1.42%	1.73%	0.61%	2.17%	1.70%	0.92%	0.79%	2.18%	1.66%	2.25%	1.92%	0.39%	2.43%	2.92%	1.23%	2.05%	1.28%	1.74%	1.16%	1.04%	1.26%	1.44%	1.76%	1.77%	1.59%	1.29%	0.41%					
20	3.Политическая партия «Демократическая партия России»	32	0	1	1	1	1	1	0	1	1	2	0	0	1	2	3	0	1	1	1	1	0	1	1	2	1	1	0	1	1	0	4	0	1	0	0					
		0.12%	0.00%	0.13%	0.21%	0.17%	0.11%	0.12%	0.00%	0.15%	0.13%	0.22%	0.00%	0.00%	0.28%	0.26%	0.34%	0.00%	0.13%	0.11%	0.10%	0.20%	0.00%	0.12%	0.15%	0.34%	0.12%	0.07%	0.00%	0.12%	0.18%	0.00%	0.64%	0.00%	0.11%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2782	44	71	36	58	120	83	18	45	62	80	96	73	16	77	93	91	94	100	71	54	40	91	96	74	138	201	175	92	47	68	60	73	117	54	74					
