Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Бежецкая																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66					
1	"Число избирателей, внесенных в список избирателей"	30434	109	919	1103	1968	820	2027	1241	1211	1737	1271	1794	2011	1979	1887	1899	467	326	399	517	506	324	558	536	379	345	395	332	127	353	409	427	182	553	650	277	396					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29828	108	900	1050	1900	800	2000	1200	1200	1750	1250	1800	2000	1950	1900	1900	450	320	390	500	480	310	540	520	350	330	360	320	120	340	380	420	170	540	630	260	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13624	51	453	489	863	387	1160	621	532	907	542	953	914	823	1017	1034	173	143	125	169	193	166	109	188	142	132	111	139	44	133	99	179	57	191	213	69	103					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2563	57	13	22	60	27	56	7	27	35	28	30	34	38	26	20	99	58	72	181	105	18	287	143	80	47	94	62	23	127	113	65	48	131	129	77	124					
6	Число погашенных избирательных бюллетеней	13641	0	434	539	977	386	784	572	641	808	680	817	1052	1089	857	846	178	119	193	150	182	126	144	189	128	151	155	119	53	80	168	176	65	218	288	114	163					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2563	57	13	22	60	27	56	7	27	35	28	30	34	38	26	20	99	58	72	181	105	18	287	143	80	47	94	62	23	127	113	65	48	131	129	77	124					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13623	51	453	489	863	386	1160	621	532	907	542	953	914	823	1017	1034	173	143	125	169	193	166	109	188	142	132	111	139	44	133	99	179	57	191	213	69	103					
9	Число недействительных избирательных бюллетеней	175	1	4	1	9	10	14	4	7	12	14	12	13	9	11	14	5	2	5	2	4	1	1	2	2	0	0	3	2	0	0	2	0	7	2	0	0					
10	Число действительных избирательных бюллетеней	16011	107	462	510	914	403	1202	624	552	930	556	971	935	852	1032	1040	267	199	192	348	294	183	395	329	220	179	205	198	65	260	212	242	105	315	340	146	227					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	549	0	20	20	30	20	35	20	40	45	20	26	20	20	45	57	8	5	5	5	5	5	5	7	5	5	10	5	8	10	5	5	5	7	5	5	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	432	0	12	11	30	16	31	18	33	38	13	19	15	17	42	54	6	4	3	5	0	1	5	5	2	3	9	2	6	10	2	2	1	6	2	0	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	299	3	8	16	11	14	14	16	23	10	11	8	7	15	12	12	4	7	2	6	4	3	6	5	4	3	5	9	5	9	4	6	6	9	15	5	2					
