Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Троицкая городская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335					
1	"Число избирателей, внесенных в списки"	60480	1761	759	1035	1647	2269	2479	1585	1110	1247	2339	168	1857	2695	1472	795	2443	2440	1151	1275	2414	1442	963	1485	1110	1758	1281	2293	2416	1429	782	643	2289	2466	1266	2653	1559	806	898					
2	"Число бюллетеней, полученных участковыми комиссиями"	56560	1600	700	1000	1500	2100	2300	1500	1000	1100	2100	160	1700	2500	1400	800	2200	2300	1100	1200	2400	1500	900	1400	1100	1400	1300	2000	2200	1300	700	600	2100	2500	1200	2500	1500	800	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29622	872	451	592	823	1291	1347	591	446	488	1015	96	808	1299	643	472	1326	1171	500	571	1117	640	463	657	609	810	527	963	1067	606	255	364	1414	1410	607	1435	903	416	557					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1788	48	24	13	50	96	81	67	33	36	65	7	30	105	47	29	47	73	41	58	84	71	17	30	25	32	44	46	37	31	129	42	52	45	11	74	24	15	29					
6	Число погашенных бюллетеней	25150	680	225	395	627	713	872	842	521	576	1020	57	862	1096	710	299	827	1056	559	571	1199	789	420	713	466	558	729	991	1096	663	316	194	634	1045	582	991	573	369	314					
7	Число бюллетеней в переносных ящиках для голосования	1788	48	24	13	50	96	81	67	33	36	65	7	30	105	47	29	47	73	41	58	84	71	17	30	25	32	44	46	37	31	129	42	52	45	11	74	24	15	29					
8	Число бюллетеней в стационарных ящиках для голосования	29592	871	451	590	823	1291	1343	589	446	488	1013	96	808	1299	643	472	1326	1166	500	570	1116	640	463	657	609	807	527	963	1067	603	255	364	1411	1410	607	1432	903	416	557					
9	Число недействительных бюллетеней	389	11	8	3	17	25	9	16	5	5	13	1	8	23	12	5	15	26	13	5	11	3	8	7	14	5	9	14	11	11	16	6	16	15	9	5	0	3	6					
10	Число действительных бюллетеней	30991	908	467	600	856	1362	1415	640	474	519	1065	102	830	1381	678	496	1358	1213	528	623	1189	708	472	680	620	834	562	995	1093	623	368	400	1447	1440	609	1501	927	428	580					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	531	13	5	10	10	9	20	10	9	40	12	5	10	30	17	10	35	9	10	10	9	9	10	5	9	9	10	10	10	10	5	5	8	12	9	18	29	10	70					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	389	13	5	9	10	9	20	10	1	35	12	2	9	29	12	9	24	7	5	3	9	7	8	5	8	9	9	9	2	6	1	2	8	12	4	12	10	8	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	233	4	6	8	1	6	12	6	20	7	4	16	6	11	4	7	6	12	6	1	8	1	4	5	9	9	0	4	4	2	8	0	14	3	3	7	3	5	1					
14	Число погашенных открепительных удостоверений	142	0	0	1	0	0	0	0	8	5	0	3	1	1	5	1	11	2	5	7	0	2	2	0	1	0	1	1	8	4	4	3	0	0	5	6	19	2	34					
15	Число открепительных удостоверений выданных ТИК	19	0	0	0	0	1	0	0	1	0	1	0	0	0	3	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	2	2	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	286	13	2	5	8	8	13	8	8	5	9	2	5	10	6	7	8	12	5	5	8	8	6	9	9	5	6	14	10	3	5	2	14	9	14	11	5	7	2					
		0.91%	1.41%	0.42%	0.82%	0.91%	0.57%	0.91%	1.21%	1.67%	0.95%	0.83%	1.94%	0.59%	0.71%	0.86%	1.39%	0.58%	0.96%	0.92%	0.79%	0.66%	1.12%	1.25%	1.31%	1.41%	0.59%	1.05%	1.38%	0.90%	0.47%	1.30%	0.49%	0.95%	0.61%	2.26%	0.73%	0.53%	1.62%	0.34%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1025	31	7	30	23	32	40	25	8	13	35	4	7	28	29	12	30	26	6	16	23	19	11	14	13	11	7	41	21	16	7	30	92	78	34	121	51	10	24					
		3.26%	3.37%	1.47%	4.97%	2.63%	2.30%	2.80%	3.81%	1.67%	2.48%	3.24%	3.88%	0.83%	1.99%	4.20%	2.39%	2.18%	2.09%	1.10%	2.54%	1.91%	2.67%	2.29%	2.03%	2.05%	1.31%	1.22%	4.06%	1.90%	2.52%	1.82%	7.38%	6.28%	5.36%	5.50%	8.03%	5.50%	2.32%	4.09%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1944	41	19	26	76	103	72	37	23	21	67	18	43	67	48	34	65	36	18	34	61	39	19	31	34	27	31	51	51	31	12	9	231	200	51	100	71	24	23					
		6.19%	4.46%	4.0%	4.31%	8.70%	7.42%	5.05%	5.64%	4.80%	4.00%	6.21%	17.47%	5.13%	4.77%	6.95%	6.78%	4.73%	2.90%	3.32%	5.41%	5.08%	5.48%	3.95%	4.51%	5.36%	3.21%	5.42%	5.05%	4.61%	4.88%	3.12%	2.21%	15.78%	13.74%	8.25%	6.64%	7.65%	5.56%	3.92%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1476	53	33	42	38	61	66	23	25	31	55	2	31	79	24	26	70	66	29	27	43	5	18	29	41	27	22	36	32	17	4	8	68	67	34	123	78	20	23					
		4.70%	5.76%	6.94%	6.96%	4.35%	4.39%	4.63%	3.50%	5.21%	5.91%	5.10%	1.94%	3.69%	5.62%	3.47%	5.18%	5.09%	5.32%	5.36%	4.29%	3.58%	0.70%	3.75%	4.22%	6.46%	3.21%	3.85%	3.56%	2.89%	2.68%	1.04%	1.97%	4.64%	4.60%	5.50%	8.16%	8.41%	4.64%	3.92%					
22	"5. ""За Русь Святую"""	111	5	1	1	4	3	7	3	4	2	4	0	4	5	0	5	5	5	5	1	7	1	3	4	0	1	5	2	4	1	1	0	6	5	1	1	4	0	1					
		0.35%	0.54%	0.21%	0.16%	0.45%	0.21%	0.49%	0.45%	0.83%	0.38%	0.37%	0.0%	0.47%	0.35%	0.0%	0.99%	0.36%	0.40%	0.92%	0.15%	0.58%	0.14%	0.62%	0.58%	0.0%	0.11%	0.87%	0.19%	0.36%	0.15%	0.26%	0.0%	0.41%	0.34%	0.16%	0.06%	0.43%	0.0%	0.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	0	1	2	1	2	0	1	3	0	4	0	4	1	4	2	2	2	1	1	2	1	4	5	0	0	0	3	2	2	0	1	1	1	0	5	0	1	0					
		0.18%	0.0%	0.21%	0.33%	0.11%	0.14%	0.0%	0.15%	0.62%	0.0%	0.37%	0.0%	0.47%	0.07%	0.57%	0.39%	0.14%	0.16%	0.18%	0.15%	0.16%	0.14%	0.83%	0.72%	0.0%	0.0%	0.0%	0.29%	0.18%	0.31%	0.0%	0.24%	0.06%	0.06%	0.0%	0.33%	0.0%	0.23%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	210	12	4	1	3	5	1	5	7	5	5	1	7	6	4	3	10	6	4	2	10	8	4	4	5	9	3	8	5	4	6	2	7	10	3	10	15	3	3					
		0.66%	1.30%	0.84%	0.16%	0.34%	0.36%	0.07%	0.76%	1.46%	0.95%	0.46%	0.97%	0.83%	0.42%	0.57%	0.59%	0.72%	0.48%	0.73%	0.31%	0.83%	1.12%	0.83%	0.58%	0.78%	1.07%	0.52%	0.79%	0.45%	0.63%	1.56%	0.49%	0.47%	0.68%	0.48%	0.66%	1.61%	0.69%	0.51%					
25	"8. ""Народно-республиканская партия России"""	26	2	0	0	0	0	1	2	1	1	3	0	1	0	0	1	0	3	0	1	1	1	0	1	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0					
		0.08%	0.21%	0.0%	0.0%	0.0%	0.0%	0.07%	0.30%	0.20%	0.19%	0.27%	0.0%	0.11%	0.0%	0.0%	0.19%	0.0%	0.24%	0.0%	0.15%	0.08%	0.14%	0.0%	0.14%	0.0%	0.0%	0.35%	0.0%	0.27%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	76	4	0	1	0	4	6	1	3	0	2	0	1	5	1	0	2	2	3	3	0	1	1	2	4	4	0	1	3	1	0	0	6	4	0	4	4	0	3					
		0.24%	0.43%	0.0%	0.16%	0.0%	0.28%	0.42%	0.15%	0.62%	0.0%	0.18%	0.0%	0.11%	0.35%	0.14%	0.0%	0.14%	0.16%	0.55%	0.47%	0.0%	0.14%	0.20%	0.29%	0.63%	0.47%	0.0%	0.09%	0.27%	0.15%	0.0%	0.0%	0.41%	0.27%	0.0%	0.26%	0.43%	0.0%	0.51%					
27	"10. ""Аграрная партия России"""	563	20	11	11	16	23	34	13	10	6	15	0	17	41	10	4	23	25	8	8	28	13	15	9	8	18	8	18	27	2	3	15	19	23	9	21	17	4	11					
		1.79%	2.17%	2.31%	1.82%	1.83%	1.65%	2.38%	1.98%	2.08%	1.14%	1.39%	0.0%	2.02%	2.92%	1.44%	0.79%	1.67%	2.01%	1.47%	1.27%	2.33%	1.82%	3.12%	1.31%	1.26%	2.14%	1.40%	1.78%	2.44%	0.31%	0.78%	3.69%	1.29%	1.58%	1.45%	1.39%	1.83%	0.92%	1.87%					
28	"11. ""Истинные патриоты России"""	77	1	0	2	0	1	2	2	1	9	9	1	2	5	0	2	3	4	2	1	5	5	1	0	2	0	0	5	3	0	0	0	3	1	2	1	2	0	0					
		0.24%	0.10%	0.0%	0.33%	0.0%	0.07%	0.14%	0.30%	0.20%	1.71%	0.83%	0.97%	0.23%	0.35%	0.0%	0.39%	0.21%	0.32%	0.36%	0.15%	0.41%	0.70%	0.20%	0.0%	0.31%	0.0%	0.0%	0.49%	0.27%	0.0%	0.0%	0.0%	0.20%	0.06%	0.32%	0.06%	0.21%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	171	8	4	1	6	3	7	3	3	0	4	2	1	9	3	2	12	11	5	2	9	1	2	6	3	6	8	5	2	7	0	1	3	7	3	8	4	2	8					
		0.54%	0.87%	0.84%	0.16%	0.68%	0.21%	0.49%	0.45%	0.62%	0.0%	0.37%	1.94%	0.11%	0.64%	0.43%	0.39%	0.87%	0.88%	0.92%	0.31%	0.75%	0.14%	0.41%	0.87%	0.47%	0.71%	1.40%	0.49%	0.18%	1.10%	0.0%	0.24%	0.20%	0.48%	0.48%	0.53%	0.43%	0.46%	1.36%					
30	"13. ""Демократическая партия России"""	65	2	2	0	3	3	6	1	1	1	2	0	1	4	0	1	6	1	4	1	6	0	1	4	1	0	1	1	0	0	0	0	1	0	1	2	3	3	2					
		0.20%	0.21%	0.42%	0.0%	0.34%	0.21%	0.42%	0.15%	0.20%	0.19%	0.18%	0.0%	0.11%	0.28%	0.0%	0.19%	0.43%	0.08%	0.73%	0.15%	0.5%	0.0%	0.20%	0.58%	0.15%	0.0%	0.17%	0.09%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.16%	0.13%	0.32%	0.69%	0.34%					
31	"14. ""Великая Россия - Евразийский Союз"""	51	0	1	0	0	2	0	0	5	0	2	0	3	3	2	2	2	1	3	1	2	1	3	4	0	0	2	1	3	1	0	0	1	2	0	2	0	1	1					
		0.16%	0.0%	0.21%	0.0%	0.0%	0.14%	0.0%	0.0%	1.04%	0.0%	0.18%	0.0%	0.35%	0.21%	0.28%	0.39%	0.14%	0.08%	0.55%	0.15%	0.16%	0.14%	0.62%	0.58%	0.0%	0.0%	0.35%	0.09%	0.27%	0.15%	0.0%	0.0%	0.06%	0.13%	0.0%	0.13%	0.0%	0.23%	0.17%					
32	"15. ""Партия СЛОН"""	40	1	0	0	2	2	4	0	1	2	1	0	0	1	1	1	2	2	1	1	0	1	1	0	0	0	0	0	2	0	2	1	0	4	0	5	0	1	1					
		0.12%	0.10%	0.0%	0.0%	0.22%	0.14%	0.28%	0.0%	0.20%	0.38%	0.09%	0.0%	0.0%	0.07%	0.14%	0.19%	0.14%	0.16%	0.18%	0.15%	0.0%	0.14%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.52%	0.24%	0.0%	0.27%	0.0%	0.33%	0.0%	0.23%	0.17%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1906	83	38	45	51	108	103	23	19	26	47	6	57	76	28	33	115	85	22	25	66	41	36	34	36	39	31	46	55	29	9	18	89	103	50	114	78	17	25					
		6.07%	9.03%	8.0%	7.46%	5.84%	7.78%	7.23%	3.50%	3.96%	4.96%	4.35%	5.82%	6.80%	5.41%	4.05%	6.58%	8.37%	6.86%	4.06%	3.98%	5.5%	5.76%	7.5%	4.94%	5.67%	4.64%	5.42%	4.55%	4.98%	4.57%	2.34%	4.43%	6.08%	7.07%	8.09%	7.56%	8.41%	3.94%	4.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	43	0	0	0	3	3	2	0	1	0	1	0	0	1	2	1	1	1	2	1	4	1	0	1	1	1	2	3	0	1	0	0	1	1	1	1	1	2	3					
