Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Беляевская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №1080					
1	"Число избирателей, внесенных в список избирателей"	15192	321	793	321	360	1016	360	697	384	292	894	167	285	669	173	494	630	223	179	201	433	236	493	444	446	369	1368	1503	1441					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15230	320	790	320	360	1020	360	710	380	290	910	170	280	680	170	480	620	220	180	210	430	230	500	450	450	370	1360	1520	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7208	148	399	139	132	431	142	325	198	161	361	73	155	336	82	248	296	104	94	103	235	105	233	238	194	191	623	701	761					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	533	19	28	7	8	49	12	13	6	0	32	13	8	23	1	19	12	14	9	9	25	20	22	17	12	38	64	29	24					
6	Число погашенных избирательных бюллетеней	7489	153	363	174	220	540	206	372	176	129	517	84	117	321	87	213	312	102	77	98	170	105	245	195	244	141	673	790	665					
7	Число избирательных бюллетеней в переносных ящиках для голосования	533	19	28	7	8	49	12	13	6	0	32	13	8	23	1	19	12	14	9	9	25	20	22	17	12	38	64	29	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7208	148	399	139	132	431	142	325	198	161	361	73	155	336	82	248	296	104	94	103	235	105	233	238	194	191	623	701	761					
9	Число недействительных избирательных бюллетеней	94	11	3	0	5	10	4	2	0	6	2	0	2	1	0	5	5	1	0	0	4	2	1	5	2	2	5	9	7					
10	Число действительных избирательных бюллетеней	7647	156	424	146	135	470	150	336	204	155	391	86	161	358	83	262	303	117	103	112	256	123	254	250	204	227	682	721	778					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	128	3	6	3	1	9	3	3	3	2	8	1	2	6	1	4	5	2	3	2	5	0	2	4	4	2	18	12	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	88	3	4	0	1	4	0	3	3	1	8	1	2	6	0	4	1	0	3	0	5	0	2	2	0	2	14	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	2	1	3	2	6	6	1	1	1	3	0	0	1	1	6	1	1	3	1	1	0	3	3	1	1	2	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	40	0	2	3	0	5	3	0	0	1	0	0	0	0	1	0	4	2	0	2	0	0	0	2	4	0	4	4	3					
