Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Беляевская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237					
1	"Число избирателей, внесенных в списки избирателей"	15034	284	795	305	354	965	358	687	426	292	851	182	257	666	165	521	631	225	189	198	426	214	542	431	420	382	2734	1534					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14570	271	772	290	344	945	330	648	375	276	812	179	257	660	168	531	618	223	187	211	422	210	530	422	417	389	2570	1513					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8376	185	442	160	169	450	166	450	288	209	432	82	174	342	99	302	350	153	97	153	277	138	304	246	220	201	1502	785					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	500	10	46	0	4	25	12	14	3	0	41	8	9	9	6	29	21	0	17	5	24	17	10	24	18	37	41	70					
6	Число погашенных избирательных бюллетеней	5694	76	284	130	171	470	152	184	84	67	339	89	74	309	63	200	247	70	73	53	121	55	216	152	179	151	1027	658					
7	Число избирательных бюллетеней в переносных ящиках для голосования	500	10	46	0	4	25	12	14	3	0	41	8	9	9	6	29	21	0	17	5	24	17	10	24	18	37	41	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8374	185	442	160	169	450	166	450	288	209	432	82	174	342	99	302	350	153	97	153	277	138	304	246	220	201	1500	785					
9	Число недействительных избирательных бюллетеней	71	5	1	1	2	4	0	2	0	2	4	0	0	1	2	0	7	3	1	4	0	2	7	4	5	3	7	4					
10	Число действительных избирательных бюллетеней	8803	190	487	159	171	471	178	462	291	207	469	90	183	350	103	331	364	150	113	154	301	153	307	266	233	235	1534	851					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	240	5	10	5	5	15	5	10	5	5	10	5	5	10	5	10	15	5	5	5	10	5	15	5	5	15	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	70	0	4	0	0	5	0	2	5	0	2	0	2	4	0	7	1	2	0	4	0	1	2	2	2	0	12	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	60	0	0	1	0	0	9	1	0	0	1	1	1	2	1	12	3	0	1	1	1	1	2	2	1	6	11	2					
14	Число погашенных неиспользованных открепительных удостоверений	170	5	6	5	5	10	5	8	0	5	8	5	3	6	5	3	14	3	5	1	10	4	13	3	3	15	13	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	287	2	23	7	5	14	2	13	4	5	22	1	8	22	3	9	24	12	5	4	12	4	10	7	7	2	41	19					
		3.23%	1.03%	4.71%	4.38%	2.89%	2.95%	1.12%	2.80%	1.37%	2.39%	4.65%	1.11%	4.37%	6.27%	2.86%	2.72%	6.47%	7.84%	4.39%	2.53%	3.99%	2.58%	3.18%	2.59%	2.94%	0.84%	2.66%	2.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	26	2	0	0	0	2	1	1	2	1	1	1	1	4	0	0	1	0	0	0	1	0	0	2	0	0	4	2					
		0.29%	1.03%	0.00%	0.00%	0.00%	0.42%	0.56%	0.22%	0.69%	0.48%	0.21%	1.11%	0.55%	1.14%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.74%	0.00%	0.00%	0.26%	0.23%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0					
		0.07%	0.00%	0.00%	0.63%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.06%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	940	6	72	12	5	50	11	20	9	14	66	4	17	48	5	36	68	15	33	27	31	7	44	30	19	44	168	79					
		10.59%	3.08%	14.75%	7.50%	2.89%	10.53%	6.18%	4.31%	3.09%	6.70%	13.95%	4.44%	9.29%	13.68%	4.76%	10.88%	18.33%	9.80%	28.95%	17.09%	10.30%	4.52%	14.01%	11.11%	7.98%	18.49%	10.90%	9.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	0	1	3	1	4	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0	1	8	2					
		0.32%	0.00%	0.20%	1.88%	0.58%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.54%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.42%	0.52%	0.23%					
23	6.Политическая партия «Партия социальной справедливости»	11	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1					
		0.12%	0.51%	0.20%	0.00%	0.00%	0.00%	0.00%	0.22%	0.34%	0.00%	0.21%	0.00%	0.00%	0.28%	0.00%	0.00%	0.27%	0.65%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.12%					
24	7.Политическая партия «Либерально-демократическая партия России»	611	5	41	13	0	31	7	20	45	18	23	3	10	9	2	8	39	4	3	13	16	6	23	5	13	23	138	93					
		6.89%	2.56%	8.40%	8.13%	0.00%	6.53%	3.93%	4.31%	15.46%	8.61%	4.86%	3.33%	5.46%	2.56%	1.90%	2.42%	10.51%	2.61%	2.63%	8.23%	5.32%	3.87%	7.32%	1.85%	5.46%	9.66%	8.96%	10.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	989	27	50	14	32	31	11	35	30	7	29	10	7	34	8	9	49	8	13	14	27	12	40	79	29	41	235	108					
		11.14%	13.85%	10.25%	8.75%	18.50%	6.53%	6.18%	7.54%	10.31%	3.35%	6.13%	11.11%	3.83%	9.69%	7.62%	2.72%	13.21%	5.23%	11.40%	8.86%	8.97%	7.74%	12.74%	29.26%	12.18%	17.23%	15.25%	12.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	2	13	0	0	6	0	3	2	0	4	1	1	3	0	3	2	0	0	3	0	0	1	1	1	5	30	7					
		0.99%	1.03%	2.66%	0.00%	0.00%	1.26%	0.00%	0.65%	0.69%	0.00%	0.85%	1.11%	0.55%	0.85%	0.00%	0.91%	0.54%	0.00%	0.00%	1.90%	0.00%	0.00%	0.32%	0.37%	0.42%	2.10%	1.95%	0.82%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5786	144	283	109	128	328	145	369	196	161	323	70	139	228	85	262	177	110	58	93	210	124	188	141	163	119	895	538					
		65.20%	73.85%	57.99%	68.13%	73.99%	69.05%	81.46%	79.53%	67.35%	77.03%	68.29%	77.78%	75.96%	64.96%	80.95%	79.15%	47.71%	71.90%	50.88%	58.86%	69.77%	80.00%	59.87%	52.22%	68.49%	50.00%	58.08%	62.92%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	31	1	3	0	0	4	1	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	13	2					
		0.35%	0.51%	0.61%	0.00%	0.00%	0.84%	0.56%	0.00%	0.69%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.33%	0.00%	0.32%	0.37%	0.00%	0.00%	0.84%	0.23%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
