Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
"Наименование Избирательной комиссии:    Самара, Красноглинская"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606					
1	"Число избирателей, внесенных в список избирателей"	68214	1988	2436	2031	2141	1626	2150	2164	1554	1966	1526	1852	336	1567	2373	2007	1827	1537	2294	1518	2213	2658	2770	2164	793	2418	1572	2374	2347	2457	2256	2328	1836	1731	1740	1633	31					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	61215	1700	2200	1800	1900	1400	1900	2000	1300	1800	1400	1600	315	1400	2100	1800	1500	1400	2100	1300	2000	2400	2500	1900	700	2200	1400	2100	2100	2200	2000	2100	1600	1500	1600	1500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30059	578	992	788	774	650	910	817	741	860	707	835	199	677	1082	972	821	810	1118	612	1076	1055	1358	836	365	1224	724	1115	905	1326	1086	1030	787	678	832	688	31					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1583	40	32	25	38	53	36	40	23	24	15	39	104	38	44	16	164	27	51	41	32	36	51	29	21	25	36	45	44	105	85	81	22	61	33	27	0					
6	Число погашенных избирательных бюллетеней	29573	1082	1176	987	1088	697	954	1143	536	916	678	726	12	685	974	812	515	563	931	647	892	1309	1091	1035	314	951	640	940	1151	769	829	989	791	761	735	785	469					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1583	40	32	25	38	53	36	40	23	24	15	39	104	38	44	16	164	27	51	41	32	36	51	29	21	25	36	45	44	105	85	81	22	61	33	27	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30020	578	992	788	774	650	910	817	718	860	707	835	199	677	1082	971	821	809	1117	612	1076	1054	1358	834	364	1221	724	1113	902	1326	1086	1029	787	678	832	688	31					
9	Число недействительных избирательных бюллетеней	732	36	32	21	15	15	20	17	14	16	17	17	4	15	28	26	44	18	29	13	22	20	29	14	10	13	16	34	20	34	22	25	14	19	16	27	0					
10	Число действительных избирательных бюллетеней	30871	582	992	792	797	688	926	840	727	868	705	857	299	700	1098	961	941	818	1139	640	1086	1070	1380	849	375	1233	744	1124	926	1397	1149	1085	795	720	849	688	31					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	892	23	28	33	30	19	41	25	29	26	21	31	8	24	31	24	20	19	37	23	31	30	31	25	18	28	18	27	27	28	26	27	22	21	21	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	751	14	22	33	30	17	32	18	28	23	20	29	0	24	31	21	20	19	37	22	31	30	30	20	12	17	10	27	14	24	14	17	17	14	18	16	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	512	13	12	13	13	24	18	13	9	7	5	5	19	7	17	8	13	13	7	14	14	13	26	11	16	10	17	18	22	13	9	34	14	15	9	10	31					
14	Число погашенных неиспользованных открепительных удостоверений	141	9	6	0	0	2	9	7	1	3	1	2	8	0	0	3	0	0	0	1	0	0	1	5	6	11	8	0	13	4	12	10	5	7	3	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	92	3	8	5	3	2	5	4	3	4	2	3	0	4	3	6	0	4	4	2	6	4	2	2	0	2	0	0	1	1	5	1	0	2	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4136	82	142	101	111	89	151	151	113	69	108	127	23	103	171	153	143	110	94	92	166	154	191	105	40	141	101	132	118	189	137	135	100	93	100	95	6					
		13.09%	13.27%	13.87%	12.42%	13.67%	12.66%	15.96%	17.62%	15.25%	7.81%	14.96%	14.53%	7.59%	14.41%	15.19%	15.50%	14.52%	13.16%	8.05%	14.09%	14.98%	14.13%	13.56%	12.17%	10.39%	11.32%	13.29%	11.40%	12.47%	13.21%	11.70%	12.16%	12.36%	12.58%	11.56%	13.29%	19.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5156	112	194	165	167	109	173	150	135	91	118	148	12	119	218	153	142	130	105	123	161	226	223	137	96	216	123	173	177	198	175	159	147	122	128	122	9					
		16.31%	18.12%	18.95%	20.30%	20.57%	15.50%	18.29%	17.50%	18.22%	10.29%	16.34%	16.93%	3.96%	16.64%	19.36%	15.50%	14.42%	15.55%	8.99%	18.84%	14.53%	20.73%	15.83%	15.87%	24.94%	17.34%	16.18%	14.94%	18.71%	13.84%	14.94%	14.32%	18.17%	16.51%	14.80%	17.06%	29.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	388	5	20	8	14	4	13	8	6	5	10	6	2	12	7	12	14	8	12	13	13	13	26	12	3	11	8	18	8	26	11	13	16	6	12	11	2					
		1.23%	0.81%	1.95%	0.98%	1.72%	0.57%	1.37%	0.93%	0.81%	0.57%	1.39%	0.69%	0.66%	1.68%	0.62%	1.22%	1.42%	0.96%	1.03%	1.99%	1.17%	1.19%	1.85%	1.39%	0.78%	0.88%	1.05%	1.55%	0.85%	1.82%	0.94%	1.17%	1.98%	0.81%	1.39%	1.54%	6.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8821	122	225	229	226	194	231	229	222	118	196	247	35	232	282	347	309	329	198	213	374	334	512	196	81	280	189	230	251	417	373	364	266	223	294	245	8					
		27.91%	19.74%	21.97%	28.17%	27.83%	27.60%	24.42%	26.72%	29.96%	13.35%	27.15%	28.26%	11.55%	32.45%	25.04%	35.16%	31.37%	39.35%	16.95%	32.62%	33.75%	30.64%	36.34%	22.71%	21.04%	22.47%	24.87%	19.86%	26.53%	29.14%	31.85%	32.79%	32.88%	30.18%	33.99%	34.27%	25.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1525	46	65	35	30	54	48	45	31	34	31	33	4	44	67	66	56	57	56	43	68	56	66	46	25	50	61	51	32	46	33	41	27	22	32	24	0					
		4.83%	7.44%	6.35%	4.31%	3.69%	7.68%	5.07%	5.25%	4.18%	3.85%	4.29%	3.78%	1.32%	6.15%	5.95%	6.69%	5.69%	6.82%	4.79%	6.58%	6.14%	5.14%	4.68%	5.33%	6.49%	4.01%	8.03%	4.40%	3.38%	3.21%	2.82%	3.69%	3.34%	2.98%	3.70%	3.36%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10689	203	341	249	246	236	307	256	218	549	239	292	221	184	348	228	271	180	668	154	294	282	355	344	128	528	260	515	331	515	416	368	236	252	279	190	6					
		33.82%	32.85%	33.30%	30.63%	30.30%	33.57%	32.45%	29.87%	29.42%	62.10%	33.10%	33.41%	72.94%	25.73%	30.91%	23.10%	27.51%	21.53%	57.19%	23.58%	26.53%	25.87%	25.20%	39.86%	33.25%	42.38%	34.21%	44.47%	34.99%	35.99%	35.53%	33.15%	29.17%	34.10%	32.25%	26.57%	19.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	156	12	5	5	3	2	3	1	2	2	3	4	2	6	5	2	6	4	6	2	10	5	7	9	2	7	2	5	9	6	4	5	3	2	4	1	0					
