Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Здвинская  																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в список избирателей"	13149	2291	2334	380	43	53	58	628	88	651	36	524	591	129	344	128	638	195	405	86	344	289	53	185	267	142	557	79	521	226	124	649	74	37					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14000	2400	2400	400	44	54	69	700	90	700	37	600	650	130	370	132	700	194	450	88	380	292	56	188	290	150	620	84	580	225	118	700	73	36					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8475	1255	1369	230	36	39	36	434	76	385	32	363	392	94	237	95	445	154	256	54	218	234	53	161	177	96	352	61	391	139	84	436	57	34					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1276	195	182	42	0	1	10	76	6	94	2	41	94	7	46	8	81	21	45	8	35	6	0	8	28	11	69	0	32	31	15	73	7	2					
6	Число погашенных избирательных бюллетеней	4249	950	849	128	8	14	23	190	8	221	3	196	164	29	87	29	174	19	149	26	127	52	3	19	85	43	199	23	157	55	19	191	9	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1276	195	182	42	0	1	10	76	6	94	2	41	94	7	46	8	81	21	45	8	35	6	0	8	28	11	69	0	32	31	15	73	7	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8475	1255	1369	230	36	39	36	434	76	385	32	363	392	94	237	95	445	154	256	54	218	234	53	161	177	96	352	61	391	139	84	436	57	34					
9	Число недействительных избирательных бюллетеней	107	20	16	5	1	0	2	7	0	6	0	0	4	3	1	1	4	2	2	0	7	2	0	1	3	1	4	0	7	2	0	6	0	0					
10	Число действительных избирательных бюллетеней	9644	1430	1535	267	35	40	44	503	82	473	34	404	482	98	282	102	522	173	299	62	246	238	53	168	202	106	417	61	416	168	99	503	64	36					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	510	60	62	6	1	1	6	23	1	20	8	15	39	10	12	10	36	12	27	6	25	3	2	4	11	6	10	2	18	5	1	60	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	510	60	62	6	1	1	6	23	1	20	8	15	39	10	12	10	36	12	27	6	25	3	2	4	11	6	10	2	18	5	1	60	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	14	7	2	0	0	0	0	0	3	0	5	2	0	2	1	0	1	1	0	0	1	0	0	0	0	1	0	5	1	0	8	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	490	35	57	24	0	0	2	33	6	64	0	54	30	1	14	0	18	0	17	0	4	0	0	0	7	10	51	0	50	0	0	9	0	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1217	168	203	49	0	3	2	83	17	53	3	38	64	12	33	12	47	26	35	9	58	32	2	13	32	20	57	3	58	15	5	52	10	3					
		12.48%	11.59%	13.09%	18.01%	0.00%	7.50%	4.35%	16.27%	20.73%	11.06%	8.82%	9.41%	13.17%	11.88%	11.66%	11.65%	8.94%	14.86%	11.63%	14.52%	22.92%	13.33%	3.77%	7.69%	15.61%	18.69%	13.54%	4.92%	13.71%	8.82%	5.05%	10.22%	15.63%	8.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1597	253	207	47	8	11	3	131	19	62	5	68	77	24	65	24	74	39	45	11	29	43	2	19	27	20	68	12	86	28	13	71	6	0					
		16.38%	17.45%	13.35%	17.28%	22.22%	27.50%	6.52%	25.69%	23.17%	12.94%	14.71%	16.83%	15.84%	23.76%	22.97%	23.30%	14.07%	22.29%	14.95%	17.74%	11.46%	17.92%	3.77%	11.24%	13.17%	18.69%	16.15%	19.67%	20.33%	16.47%	13.13%	13.95%	9.38%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	18	10	3	0	0	0	4	0	7	0	0	4	1	4	2	2	0	0	0	2	0	0	1	1	2	2	0	2	1	0	5	0	0					
