Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Константиновская районная																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №439	УИК №571	УИК №638	УИК №2445	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2520	УИК №2530	УИК №2561	УИК №2562	УИК №2587					
1	"Число избирателей, внесенных в списки избирателей"	26812	1140	1157	985	961	1142	1071	995	1075	378	219	423	243	324	420	288	369	351	348	1357	1378	542	805	101	477	333	492	323	284	1069	86	174	333	275	386	293	859	134	181	101	99	112	74	1103	1059	1014	1080	399					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26195	1118	1122	928	885	1005	1048	980	1042	399	219	417	244	350	400	290	384	356	363	1305	1348	555	820	103	478	350	498	332	286	952	92	179	331	279	400	286	804	132	196	101	101	110	78	1053	1051	984	1031	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17950	790	779	609	646	805	739	538	860	259	115	324	183	267	329	215	306	235	182	771	797	327	497	70	316	220	267	244	199	721	61	136	200	194	276	213	550	98	112	65	82	56	55	830	771	585	831	225					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2352	46	95	110	40	44	52	34	65	64	51	44	21	28	60	38	49	27	21	124	76	124	107	18	54	34	94	48	46	41	6	10	62	41	75	58	40	19	65	11	8	17	8	74	41	44	31	87					
6	Число погашенных избирательных бюллетеней	5893	282	248	209	199	156	257	408	117	76	53	49	40	55	11	37	29	94	160	410	475	104	216	15	108	96	137	40	41	190	25	33	69	44	49	15	214	15	19	25	11	37	15	149	239	355	169	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2352	46	95	110	40	44	52	34	65	64	51	44	21	28	60	38	49	27	21	124	76	124	107	18	54	34	94	48	46	41	6	10	62	41	75	58	40	19	65	11	8	17	8	74	41	44	31	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17950	790	779	609	646	805	739	538	860	259	115	324	183	267	329	215	306	235	182	771	797	327	497	70	316	220	267	244	199	721	61	136	200	194	276	213	550	98	112	65	82	56	55	830	771	585	831	225					
9	Число недействительных избирательных бюллетеней	49	0	0	0	0	0	2	2	12	0	0	0	0	0	0	1	0	0	3	3	0	8	1	0	0	3	0	0	1	4	1	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	3					
10	Число действительных избирательных бюллетеней	20253	836	874	719	686	849	789	570	913	323	166	368	204	295	389	252	355	262	200	892	873	443	603	88	370	251	361	292	244	758	66	146	262	235	351	271	590	116	177	76	90	72	63	901	812	629	862	309					
