Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Тамбовская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692					
1	"Число избирателей, внесенных в список избирателей"	18235	2497	2238	1621	540	440	289	541	145	1026	128	286	1333	96	176	856	702	196	604	567	1506	119	314	409	165	241	98	286	78	738					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18560	2500	2200	1600	561	450	295	549	154	1041	130	295	1308	98	184	859	714	196	638	569	1556	127	315	430	169	237	91	437	82	775					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10332	1205	1072	702	328	263	203	307	91	637	90	180	670	72	98	579	424	114	307	336	950	107	182	246	114	155	70	269	59	502					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	560	39	38	56	15	26	14	14	3	19	8	14	76	6	9	30	15	0	14	21	52	0	28	19	11	5	2	17	0	9					
6	Число погашенных избирательных бюллетеней	7668	1256	1090	842	218	161	78	228	60	385	32	101	562	20	77	250	275	82	317	212	554	20	105	165	44	77	19	151	23	264					
7	Число избирательных бюллетеней в переносных ящиках для голосования	560	39	38	56	15	26	14	14	3	19	8	14	76	6	9	30	15	0	14	21	52	0	28	19	11	5	2	17	0	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10329	1205	1072	702	326	263	203	307	91	637	90	180	670	72	98	579	423	114	307	336	950	107	182	246	114	155	70	269	59	502					
9	Число недействительных избирательных бюллетеней	194	28	24	10	9	5	15	3	1	13	3	6	13	1	1	8	4	1	3	9	8	0	4	6	3	2	1	5	0	8					
10	Число действительных избирательных бюллетеней	10695	1216	1086	748	332	284	202	318	93	643	95	188	733	77	106	601	434	113	318	348	994	107	206	259	122	158	71	281	59	503					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	302	44	39	17	8	3	5	1	3	9	0	0	5	0	3	10	13	3	12	8	20	3	0	6	1	8	1	1	2	77					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	244	40	34	13	4	1	3	1	3	9	0	0	3	0	2	8	10	0	12	6	19	3	0	5	1	3	0	0	0	64					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	12	19	1	2	2	2	3	0	4	1	2	34	1	2	9	3	1	3	4	3	3	2	3	1	2	6	9	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	58	4	5	4	4	2	2	0	0	0	0	0	2	0	1	2	3	3	0	2	1	0	0	1	0	5	1	1	2	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	4	12	4	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	889	131	116	76	17	27	6	24	3	33	11	7	79	2	6	42	37	3	14	29	116	2	15	15	7	10	3	26	3	29					
		8.16%	10.53%	10.45%	10.03%	4.99%	9.34%	2.76%	7.48%	3.19%	5.03%	11.22%	3.61%	10.59%	2.56%	5.61%	6.90%	8.45%	2.63%	4.36%	8.12%	11.58%	1.87%	7.14%	5.66%	5.60%	6.25%	4.17%	9.09%	5.08%	5.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2078	278	274	151	62	52	52	46	17	88	10	31	143	14	39	126	77	13	68	69	156	6	35	45	22	18	15	59	4	108					
		19.08%	22.35%	24.68%	19.92%	18.18%	17.99%	23.96%	14.33%	18.09%	13.41%	10.20%	15.98%	19.17%	17.95%	36.45%	20.69%	17.58%	11.40%	21.18%	19.33%	15.57%	5.61%	16.67%	16.98%	17.60%	11.25%	20.83%	20.63%	6.78%	21.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	109	13	7	7	2	1	2	4	1	7	1	4	12	1	1	7	3	1	3	5	9	0	3	0	1	1	3	3	0	7					
		1.00%	1.05%	0.63%	0.92%	0.59%	0.35%	0.92%	1.25%	1.06%	1.07%	1.02%	2.06%	1.61%	1.28%	0.93%	1.15%	0.68%	0.88%	0.93%	1.40%	0.90%	0.00%	1.43%	0.00%	0.80%	0.63%	4.17%	1.05%	0.00%	1.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2031	310	231	170	82	66	29	86	22	62	5	31	152	7	13	163	84	6	69	50	130	6	36	89	12	15	10	38	1	56					
		18.65%	24.92%	20.81%	22.43%	24.05%	22.84%	13.36%	26.79%	23.40%	9.45%	5.10%	15.98%	20.38%	8.97%	12.15%	26.77%	19.18%	5.26%	21.50%	14.01%	12.97%	5.61%	17.14%	33.58%	9.60%	9.38%	13.89%	13.29%	1.69%	10.96%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	16	12	2	1	2	1	2	1	2	1	0	6	0	0	7	1	0	3	4	7	0	1	1	1	0	0	2	1	3					
		0.71%	1.29%	1.08%	0.26%	0.29%	0.69%	0.46%	0.62%	1.06%	0.30%	1.02%	0.00%	0.80%	0.00%	0.00%	1.15%	0.23%	0.00%	0.93%	1.12%	0.70%	0.00%	0.48%	0.38%	0.80%	0.00%	0.00%	0.70%	1.69%	0.59%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5467	461	442	340	166	136	112	156	49	448	67	115	335	53	46	252	230	90	159	190	571	93	116	108	79	113	40	153	50	297					
		50.21%	37.06%	39.82%	44.85%	48.68%	47.06%	51.61%	48.60%	52.13%	68.29%	68.37%	59.28%	44.91%	67.95%	42.99%	41.38%	52.51%	78.95%	49.53%	53.22%	56.99%	86.92%	55.24%	40.75%	63.20%	70.63%	55.56%	53.50%	84.75%	58.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	7	4	2	2	0	0	0	0	3	0	0	6	0	1	4	2	0	2	1	5	0	0	1	0	1	0	0	0	3					
		0.40%	0.56%	0.36%	0.26%	0.59%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.80%	0.00%	0.93%	0.66%	0.46%	0.00%	0.62%	0.28%	0.50%	0.00%	0.00%	0.38%	0.00%	0.63%	0.00%	0.00%	0.00%	0.59%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
