Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Сысертская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
1	"Число избирателей, внесенных в список избирателей"	48995	874	1394	1610	1776	2013	1193	2145	1663	1459	1633	1346	337	264	1883	1600	614	774	2078	1018	1076	1921	2110	1725	290	219	807	223	426	2083	617	1205	1296	896	1009	688	759	2380	235	367	1668	1321					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47750	850	1300	1550	1750	2000	1050	2050	1500	1450	1550	1300	300	250	1900	1550	550	750	2050	1000	1000	1900	2100	1600	300	200	850	200	450	2150	600	1200	1250	900	1000	700	650	2450	200	350	1700	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	33	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22067	377	561	703	842	1023	602	1044	761	714	633	611	155	127	814	622	265	374	873	409	533	936	935	829	141	72	388	84	193	938	285	492	636	430	422	316	340	964	95	164	795	569					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1539	19	18	17	27	21	31	29	123	10	56	26	60	6	53	37	23	15	49	29	53	89	45	76	20	26	42	23	30	54	11	32	19	29	19	3	38	168	23	22	47	21					
6	Число погашенных избирательных бюллетеней	24110	447	721	830	881	956	417	977	616	726	861	663	85	117	1033	891	262	361	1128	562	414	875	1120	695	139	102	420	93	227	1157	304	676	595	441	559	381	272	1292	82	164	858	710					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1572	26	18	17	27	21	31	29	123	10	56	26	60	6	53	37	23	15	49	29	53	89	45	76	20	26	42	23	30	54	11	32	19	29	19	3	38	194	23	22	47	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22066	377	561	703	842	1023	602	1044	761	714	633	611	155	127	814	622	264	374	873	409	533	936	935	829	141	72	388	84	193	938	285	492	636	430	422	316	340	964	95	164	795	569					
9	Число недействительных избирательных бюллетеней	665	12	20	16	19	36	12	25	22	16	14	13	5	2	33	33	1	11	39	15	13	20	31	19	6	6	12	0	5	25	15	21	17	19	3	12	15	31	4	5	26	16					
10	Число действительных избирательных бюллетеней	22973	391	559	704	850	1008	621	1048	862	708	675	624	210	131	834	626	286	378	883	423	573	1005	949	886	155	92	418	107	218	967	281	503	638	440	438	307	363	1127	114	181	816	574					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	805	15	20	25	35	30	20	30	25	25	25	20	10	5	25	25	10	10	30	15	15	25	30	25	10	5	15	5	5	50	10	20	40	15	15	25	10	30	5	5	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	524	5	18	19	31	19	13	19	16	17	15	13	6	1	23	11	7	8	18	7	7	20	14	12	7	5	7	2	5	46	7	12	20	15	4	18	6	17	4	1	15	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	653	17	10	10	28	13	17	36	8	9	9	8	16	9	18	13	12	14	26	7	52	23	6	68	15	5	9	6	5	27	8	7	10	4	17	19	53	13	7	1	8	10					
14	Число погашенных неиспользованных открепительных удостоверений	281	10	2	6	4	11	7	11	9	8	10	7	4	4	2	14	3	2	12	8	8	5	16	13	3	0	8	3	0	4	3	8	20	0	11	7	4	13	1	4	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	2	0	0	0	1	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4258	52	71	110	201	221	102	215	185	147	125	116	33	30	176	114	67	74	214	79	92	167	153	179	20	19	45	8	28	154	31	103	127	79	71	54	61	204	23	14	180	114					
		18.01%	12.90%	12.26%	15.28%	23.13%	21.17%	16.11%	20.04%	20.93%	20.30%	18.14%	18.21%	15.35%	22.56%	20.30%	17.30%	23.34%	19.02%	23.21%	18.04%	15.70%	16.29%	15.61%	19.78%	12.42%	19.39%	10.47%	7.48%	12.56%	15.52%	10.47%	19.66%	19.39%	17.21%	16.10%	16.93%	16.14%	17.62%	19.49%	7.53%	21.38%	19.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3687	57	89	97	104	144	108	155	123	84	116	92	33	23	152	114	59	74	143	78	110	149	164	150	26	12	58	19	26	116	37	98	102	106	66	72	59	191	18	39	125	99					
		15.60%	14.14%	15.37%	13.47%	11.97%	13.79%	17.06%	14.45%	13.91%	11.60%	16.84%	14.44%	15.35%	17.29%	17.53%	17.30%	20.56%	19.02%	15.51%	17.81%	18.77%	14.54%	16.73%	16.57%	16.15%	12.24%	13.49%	17.76%	11.66%	11.69%	12.50%	18.70%	15.57%	23.09%	14.97%	22.57%	15.61%	16.49%	15.25%	20.97%	14.85%	16.78%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	220	3	7	2	3	7	5	7	8	11	12	1	3	0	14	4	0	4	7	7	7	13	12	3	2	2	5	1	1	9	2	5	5	3	8	1	3	21	1	0	7	4					
