Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Надымская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки"	59722	2779	2804	2566	2525	2739	2602	2443	2243	2489	2705	2620	2803	2626	637	866	1121	1000	2354	3116	1839	1870	808	1308	206	511	2993	1627	2729	1039	1057	697					
2	"Число бюллетеней, полученных участковыми комиссиями"	56600	2520	2614	2380	2320	2750	2510	2270	2270	2460	2500	2520	2707	2390	464	800	1020	830	2144	3000	1900	1508	725	1290	214	519	3000	1585	2740	950	1020	680					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	372	0	0	0	181	33	90	0	306	697	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34726	1270	1360	1183	1184	1463	1481	1374	1294	1350	1556	1486	1521	1468	240	377	577	779	1022	1984	1247	1216	686	811	137	283	2665	962	1368	867	919	596					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	497	12	10	7	182	8	12	16	7	12	6	4	2	8	117	7	0	0	8	56	7	1	0	9	6	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	19357	1238	1244	1190	954	1279	1017	880	969	1098	938	1030	1184	914	107	416	443	51	773	588	646	291	39	289	38	146	335	317	675	83	101	84					
7	Число бюллетеней в переносных ящиках для голосования	2517	12	10	7	182	8	12	16	7	12	6	4	2	8	117	7	0	0	349	428	7	1	0	190	39	90	0	306	697	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	34691	1268	1360	1183	1183	1463	1481	1372	1294	1350	1556	1486	1521	1468	240	377	577	775	1021	1981	1247	1216	685	811	137	283	2651	961	1362	867	919	596					
9	Число недействительных бюллетеней	856	14	6	10	13	1	4	4	9	4	10	4	3	5	1	2	2	2	28	25	14	15	0	4	7	15	279	133	228	7	6	1					
10	Число действительных бюллетеней	36352	1266	1364	1180	1352	1470	1489	1384	1292	1358	1552	1486	1520	1471	356	382	575	773	1342	2384	1240	1202	685	997	169	358	2372	1134	1831	860	913	595					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	380	20	21	10	22	20	20	20	20	23	10	20	20	10	3	5	5	5	25	25	25	25	3	3	3	3	0	0	3	3	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	247	11	19	5	4	10	12	8	11	18	4	15	13	10	1	5	4	5	13	25	13	21	3	3	0	2	0	0	1	3	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	177	0	2	6	1	4	3	4	3	7	2	7	6	4	18	1	0	8	30	7	4	29	3	6	0	0	0	0	0	6	5	11					
14	Число погашенных открепительных удостоверений	133	9	2	5	18	10	8	12	9	5	6	5	7	0	2	0	1	0	12	0	12	4	0	0	3	1	0	0	2	0	0	0					
15	Число открепительных удостоверений выданных ТИК	20	1	2	4	1	2	3	0	0	4	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	587	17	19	13	15	14	20	11	15	16	16	17	23	22	6	4	8	13	35	52	30	18	35	29	10	11	35	18	24	12	13	16					
		1.57%	1.32%	1.38%	1.09%	1.09%	0.95%	1.33%	0.79%	1.15%	1.17%	1.02%	1.14%	1.51%	1.49%	1.68%	1.04%	1.38%	1.67%	2.55%	2.15%	2.39%	1.47%	5.10%	2.89%	5.68%	2.94%	1.32%	1.42%	1.16%	1.38%	1.41%	2.68%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1508	48	47	51	62	61	73	64	58	69	77	56	77	60	8	16	12	25	84	137	62	41	16	20	3	7	84	46	37	30	34	43					
		4.05%	3.75%	3.43%	4.28%	4.54%	4.14%	4.88%	4.61%	4.45%	5.06%	4.92%	3.75%	5.05%	4.06%	2.24%	4.16%	2.07%	3.22%	6.13%	5.68%	4.94%	3.36%	2.33%	1.99%	1.70%	1.87%	3.16%	3.63%	1.79%	3.46%	3.69%	7.21%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	992	30	34	34	42	33	35	42	29	40	41	37	38	38	7	47	33	33	28	69	35	24	5	29	8	13	70	26	45	16	19	12					
