Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Ноябрьская городская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138					
1	"Число избирателей, внесенных в списки"	80316	2712	2584	2528	2908	2573	2486	2546	2612	2474	2536	2500	2279	2281	2654	2510	2640	2558	2538	2757	2585	2620	2558	2166	2749	2429	2090	2483	2684	2144	2915	2027	2190					
2	"Число бюллетеней, полученных участковыми комиссиями"	79210	2670	2570	2500	2900	2500	2450	2540	2590	2450	2520	2470	2260	2250	2640	2490	2620	2520	2520	2690	2570	2590	2500	2150	2700	2380	2060	2430	2640	2070	2900	1950	2120					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34693	1255	1228	1080	1336	1304	1163	1278	1134	1171	1151	1097	965	1059	1168	1189	1224	950	914	1212	1102	1056	953	791	960	915	785	918	1127	931	1222	992	1063					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	285	9	15	9	5	9	6	9	17	7	11	7	6	8	15	2	6	6	10	6	8	12	6	4	16	12	7	14	9	12	21	0	1					
6	Число погашенных бюллетеней	44232	1406	1327	1411	1559	1187	1281	1253	1439	1272	1358	1366	1289	1183	1457	1299	1390	1564	1596	1472	1460	1522	1541	1355	1724	1453	1268	1498	1504	1127	1657	958	1056					
7	Число бюллетеней в переносных ящиках для голосования	285	9	15	9	5	9	6	9	17	7	11	7	6	8	15	2	6	6	10	6	8	12	6	4	16	12	7	14	9	12	21	0	1					
8	Число бюллетеней в стационарных ящиках для голосования	34689	1255	1228	1080	1336	1304	1163	1278	1134	1171	1151	1097	965	1058	1168	1189	1224	950	914	1212	1102	1056	953	791	959	915	785	918	1127	931	1220	992	1063					
9	Число недействительных бюллетеней	274	4	13	4	7	6	4	8	7	6	9	4	4	12	5	6	13	8	13	15	6	9	10	9	12	12	4	11	10	14	14	5	10					
10	Число действительных бюллетеней	34700	1260	1230	1085	1334	1307	1165	1279	1144	1172	1153	1100	967	1054	1178	1185	1217	948	911	1203	1104	1059	949	786	963	915	788	921	1126	929	1227	987	1054					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	293	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	10	10	10	10	12	12	12	12	12	10	10	11	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	120	1	3	0	7	4	3	4	2	5	7	6	5	2	8	6	7	5	4	2	4	8	1	2	3	6	0	2	2	2	2	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	98	5	2	1	1	12	2	2	2	2	1	2	7	3	2	4	3	0	0	0	6	1	7	1	1	2	0	4	0	7	1	9	8					
14	Число погашенных открепительных удостоверений	173	7	5	8	1	4	5	4	6	3	1	2	3	6	0	2	1	3	4	6	6	2	9	8	9	6	12	10	10	8	8	11	3					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	484	15	14	12	21	14	14	8	25	17	10	16	22	20	7	17	12	20	12	18	16	16	9	11	14	16	15	10	20	16	20	8	19					
