Выборы Президента Российской Федерации																																																																																																													
Дата голосования: 04.03.2012																																																																																																													
																																																																																																													
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №11																																																																																																													
																																																																																																													
Сводная таблица итогов голосования																																																																																																													
																																																																																																													
	Число участковых избирательных комиссий	98																																																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	98																																																																																																											
																																																																																																													
		Сумма	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №1959	УИК №1960	УИК №1961	УИК №1962									
1	Число избирателей, включенных в список избирателей	217085	1798	2332	2997	2074	2638	1932	2276	2139	2162	2519	2844	2523	2151	2439	2517	2591	2360	2503	2724	2146	2180	1892	2265	2346	2497	2245	2201	2498	2734	2379	2141	1950	1871	1741	2361	1815	1709	2423	2669	2562	1924	1917	1891	1458	1881	2424	2501	2168	2238	2322	1874	2137	2012	1810	2250	2238	2385	2081	2297	2706	2835	2627	2021	2279	2752	2141	2026	2418	2158	2158	2492	2665	2059	1848	2014	1807	1780	2235	1738	1489	1724	1864	2504	2070	1688	2040	2921	2268	2511	2353	2733	2283	1926	235	2600	2350	2200	2615									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	199100	1500	2000	3000	2000	2300	1700	2000	2000	2100	2200	2600	2300	2000	2300	2200	2500	2000	2200	2300	2000	2100	1700	2000	2000	2200	2000	2000	2200	2400	2000	2000	1700	1800	1600	2300	2000	1600	2200	2300	2300	2000	1500	1600	2100	1700	2300	2300	2000	2000	2000	1800	2000	2000	1800	2000	2000	2100	2000	2000	2500	2500	2300	2000	2000	2300	2000	1800	2100	2000	2000	2200	2200	1600	2100	2000	1600	1600	2000	1600	1800	1600	2000	2200	2000	1500	2000	2200	2200	2100	2100	2500	2000	1700	235	2600	2350	2200	2615									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	145298	1077	1395	2727	1695	2229	1115	1621	1336	1332	1540	1524	1204	1358	1558	1492	1587	1384	1554	1658	1613	1398	1116	1338	1443	1539	1389	1312	1791	1555	1362	1215	1348	1330	1287	1940	1467	1312	1478	1850	1487	1345	1130	1128	1435	1291	1752	1915	1295	1340	1452	1052	1268	1343	1516	1681	1498	1739	1482	1588	1754	1982	1406	1515	1670	1731	1408	1387	1811	1258	1302	1469	1343	1055	1105	1609	1386	927	1266	1216	996	1290	1315	1752	1251	1128	1194	1723	1399	1546	1480	1624	1712	1240	234	2561	2333	2113	2601									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4470	27	6	15	21	55	23	25	29	47	36	296	174	54	43	22	13	26	186	37	23	298	15	24	29	33	31	22	47	44	21	78	30	31	63	43	46	61	37	27	28	35	19	24	23	21	17	31	42	88	40	32	89	16	88	23	28	22	43	13	23	34	27	21	20	16	25	21	32	14	18	14	56	27	189	45	24	319	36	30	206	21	26	19	24	30	21	19	134	24	38	26	16	15	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	49332	396	599	258	284	16	562	354	635	721	624	780	922	588	699	686	900	590	460	605	364	404	569	638	528	628	580	666	362	801	617	707	322	439	250	317	487	227	685	423	785	620	351	448	642	388	531	354	663	572	508	716	643	641	196	296	474	339	475	399	723	484	867	464	310	553	567	392	257	728	680	717	801	518	806	346	190	354	698	354	598	289	659	429	725	342	785	458	667	530	582	850	272	445	1	39	17	87	14									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4468	27	6	15	21	55	23	25	29	47	36	296	174	54	43	22	13	26	186	37	23	297	15	24	29	33	31	22	47	44	21	78	30	31	63	43	46	61	37	27	28	35	19	24	23	21	17	31	42	88	40	32	89	16	88	23	28	22	43	13	23	34	27	21	20	16	25	21	32	14	18	14	56	27	189	45	24	319	36	30	206	21	26	19	24	30	21	18	134	24	38	26	16	15	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	143413	1051	1393	2718	1689	2229	1113	1621	1336	1319	1534	1513	1196	1356	1526	1455	1587	1379	1552	1653	1613	1398	1106	1327	1432	1534	1387	1310	1791	1551	1351	1213	1241	1327	1216	1931	1351	1305	1478	1843	1483	1308	1128	1104	1434	1291	1639	1915	1290	1340	1319	1052	1266	1339	1516	1605	1498	1739	1439	1420	1746	1970	1404	1365	1489	1717	1326	1256	1811	1249	1300	1466	1339	1053	1105	1581	1386	927	1261	1206	996	1287	1315	1752	1251	1128	1189	1695	1399	1542	1477	1620	1677	1236	234	2561	2333	2113	2601									
9	Число недействительных избирательных бюллетеней	1607	2	31	26	21	19	14	23	22	5	32	3	2	17	21	12	7	25	28	4	32	21	23	3	16	23	24	18	3	19	12	15	9	32	22	26	24	17	21	21	21	14	10	49	17	17	10	26	20	18	15	12	12	18	12	15	22	17	10	12	18	27	11	21	17	21	23	15	5	10	22	24	20	19	10	25	5	11	23	17	12	12	10	15	14	30	7	12	0	23	17	16	5	15	5	0	10	17	1									
10	Число действительных избирательных бюллетеней	146274	1076	1368	2707	1689	2265	1122	1623	1343	1361	1538	1806	1368	1393	1548	1465	1593	1380	1710	1686	1604	1674	1098	1348	1445	1544	1394	1314	1835	1576	1360	1276	1262	1326	1257	1948	1373	1349	1494	1849	1490	1329	1137	1079	1440	1295	1646	1920	1312	1410	1344	1072	1343	1337	1592	1613	1504	1744	1472	1421	1751	1977	1420	1365	1492	1712	1328	1262	1838	1253	1296	1456	1375	1061	1284	1601	1405	1235	1274	1219	1190	1296	1331	1756	1261	1128	1203	1701	1533	1543	1498	1630	1688	1236	229	2561	2323	2096	2600									
11	Число полученных открепительных  удостоверений	3841	30	50	30	36	30	50	50	50	30	50	40	40	30	70	30	50	50	30	50	30	30	30	30	50	60	30	75	60	50	30	50	50	30	30	50	30	30	50	60	50	30	30	30	30	45	60	50	40	40	50	30	30	40	45	30	60	45	50	50	45	45	30	50	55	30	30	50	30	50	50	50	30	30	30	30	30	30	50	30	45	30	60	60	30	30	45	30	50	50	40	30	30	50	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3415	30	46	30	33	25	47	48	42	30	46	40	34	30	53	28	48	40	30	37	30	30	30	30	39	57	30	54	45	50	29	38	37	24	28	47	28	26	47	51	49	30	28	23	30	32	46	45	37	35	44	30	30	39	43	30	52	39	36	40	42	44	29	50	41	29	29	46	30	41	47	47	29	19	28	30	29	30	47	28	43	28	45	41	29	28	38	30	38	35	40	30	30	40	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2638	56	28	19	23	23	24	27	13	22	28	56	20	7	20	16	34	33	21	57	25	40	13	14	32	33	11	26	29	25	43	38	28	40	15	44	23	17	28	27	29	17	23	45	190	26	22	31	63	28	19	37	35	27	11	18	26	14	35	16	23	22	18	17	28	20	15	21	18	22	30	26	27	11	30	41	6	26	18	32	30	24	25	30	29	27	17	45	36	46	18	22	23	25	0	0	0	0	0									
14	Число неиспользованных открепительных удостоверений	426	0	4	0	3	5	3	2	8	0	4	0	6	0	17	2	2	10	0	13	0	0	0	0	11	3	0	21	15	0	1	12	13	6	2	3	2	4	3	9	1	0	2	7	0	13	14	5	3	5	6	0	0	1	2	0	8	6	14	10	3	1	1	0	14	1	1	4	0	9	3	3	1	11	2	0	1	0	3	2	2	2	15	19	1	2	7	0	12	15	0	0	0	10	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	157	2	3	0	1	4	2	1	4	1	3	0	0	2	5	0	1	1	1	1	3	1	0	0	3	2	1	2	2	0	3	1	3	2	1	5	2	0	2	3	2	1	4	1	0	1	2	1	2	1	2	0	0	2	1	0	0	1	0	1	4	4	4	1	1	2	0	2	2	2	2	4	2	2	5	0	1	0	2	2	0	0	0	3	1	3	0	3	1	2	3	5	1	3	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																													
19	Жириновский Владимир Вольфович	5857	13	80	194	36	62	63	28	67	39	60	37	49	53	75	46	57	67	80	36	64	49	60	26	95	47	65	52	35	66	76	82	90	53	48	59	88	74	79	94	62	50	70	76	82	62	73	80	62	70	63	62	77	53	56	66	78	75	42	79	75	58	67	65	61	84	67	55	68	59	64	87	76	68	31	62	35	36	73	75	36	25	45	88	45	71	34	31	62	95	74	78	34	62	3	13	3	5	5									
		3.96%	1.21%	5.72%	7.10%	2.11%	2.71%	5.55%	1.70%	4.91%	2.86%	3.82%	2.05%	3.58%	3.76%	4.78%	3.11%	3.56%	4.77%	4.60%	2.13%	3.91%	2.89%	5.35%	1.92%	6.50%	2.99%	4.58%	3.90%	1.90%	4.14%	5.54%	6.35%	7.08%	3.90%	3.75%	2.99%	6.30%	5.42%	5.21%	5.03%	4.10%	3.72%	6.10%	6.74%	5.63%	4.73%	4.41%	4.11%	4.65%	4.90%	4.64%	5.72%	5.68%	3.91%	3.49%	4.05%	5.11%	4.26%	2.83%	5.51%	4.24%	2.89%	4.68%	4.69%	4.04%	4.85%	4.96%	4.31%	3.69%	4.67%	4.86%	5.88%	5.45%	6.30%	2.40%	3.81%	2.48%	2.89%	5.63%	6.07%	2.99%	1.91%	3.36%	4.97%	3.53%	6.13%	2.81%	1.81%	4.04%	6.07%	4.88%	4.74%	2.01%	4.96%	1.28%	0.51%	0.13%	0.24%	0.19%									
20	Зюганов Геннадий Андреевич	17685	183	211	330	98	109	189	401	208	196	261	195	175	263	261	150	129	236	215	193	209	190	180	232	236	233	240	233	106	264	208	170	227	87	210	218	207	170	217	170	238	218	187	184	244	73	265	133	204	211	214	182	215	257	178	236	217	192	178	195	186	241	193	182	245	215	195	120	93	173	247	232	211	199	67	116	102	37	189	106	63	39	57	90	180	192	106	160	256	271	236	297	79	200	36	18	9	4	12									
		11.96%	16.98%	15.08%	12.07%	5.73%	4.77%	16.64%	24.36%	15.24%	14.35%	16.62%	10.78%	12.77%	18.65%	16.63%	10.16%	8.06%	16.80%	12.37%	11.42%	12.78%	11.21%	16.06%	17.17%	16.15%	14.87%	16.93%	17.49%	5.77%	16.55%	15.16%	13.17%	17.86%	6.41%	16.42%	11.04%	14.82%	12.45%	14.32%	9.09%	15.75%	16.23%	16.30%	16.31%	16.75%	5.56%	16.00%	6.83%	15.32%	14.78%	15.75%	16.79%	15.87%	18.97%	11.10%	14.50%	14.22%	10.90%	12.01%	13.61%	10.51%	12.03%	13.49%	13.13%	16.24%	12.41%	14.43%	9.40%	5.05%	13.70%	18.74%	15.68%	15.13%	18.43%	5.18%	7.13%	7.23%	2.97%	14.57%	8.58%	5.24%	2.98%	4.25%	5.08%	14.12%	16.58%	8.76%	9.34%	16.70%	17.31%	15.58%	18.04%	4.67%	15.99%	15.38%	0.70%	0.39%	0.19%	0.46%									
21	Миронов Сергей Михайлович	9624	28	71	100	50	242	78	111	99	91	121	84	52	97	107	84	54	146	121	108	100	57	77	61	102	136	118	110	81	112	125	104	79	95	86	122	93	117	118	140	114	99	107	76	122	27	153	139	141	116	118	93	108	99	114	103	125	113	90	108	140	138	171	164	146	137	114	105	86	120	98	102	125	79	50	68	72	103	118	98	79	71	70	91	132	123	22	56	130	115	127	116	43	111	18	14	7	14	9									
		6.51%	2.60%	5.08%	3.66%	2.92%	10.60%	6.87%	6.74%	7.25%	6.66%	7.71%	4.64%	3.80%	6.88%	6.82%	5.69%	3.38%	10.39%	6.96%	6.39%	6.11%	3.36%	6.87%	4.52%	6.98%	8.68%	8.32%	8.26%	4.41%	7.02%	9.11%	8.06%	6.22%	6.99%	6.72%	6.18%	6.66%	8.57%	7.79%	7.49%	7.54%	7.37%	9.33%	6.74%	8.37%	2.06%	9.24%	7.14%	10.59%	8.12%	8.68%	8.58%	7.97%	7.31%	7.11%	6.33%	8.19%	6.42%	6.07%	7.54%	7.91%	6.89%	11.95%	11.83%	9.68%	7.91%	8.44%	8.22%	4.67%	9.50%	7.44%	6.89%	8.96%	7.31%	3.86%	4.18%	5.11%	8.27%	9.10%	7.93%	6.57%	5.43%	5.22%	5.14%	10.35%	10.62%	1.82%	3.27%	8.48%	7.34%	8.38%	7.05%	2.54%	8.87%	7.69%	0.55%	0.30%	0.66%	0.35%									
22	Прохоров Михаил Дмитриевич	19758	72	317	231	90	257	68	121	302	183	303	212	256	278	282	168	350	295	317	327	248	174	120	314	117	291	272	212	135	327	227	210	206	120	190	311	264	184	260	145	281	263	235	186	242	96	276	322	227	225	257	194	229	261	136	216	247	201	177	223	214	405	245	214	230	117	176	161	81	187	259	303	202	227	90	51	63	71	251	144	60	124	96	87	190	164	122	298	306	275	319	311	152	215	40	7	14	24	13									
		13.36%	6.68%	22.66%	8.45%	5.26%	11.25%	5.99%	7.35%	22.12%	13.40%	19.30%	11.72%	18.69%	19.72%	17.97%	11.37%	21.88%	20.99%	18.24%	19.35%	15.16%	10.27%	10.70%	23.24%	8.01%	18.57%	19.18%	15.92%	7.34%	20.50%	16.55%	16.27%	16.21%	8.84%	14.86%	15.75%	18.90%	13.47%	17.16%	7.75%	18.60%	19.58%	20.49%	16.49%	16.61%	7.32%	16.67%	16.55%	17.04%	15.76%	18.91%	17.90%	16.90%	19.26%	8.48%	13.27%	16.19%	11.41%	11.94%	15.56%	12.10%	20.21%	17.12%	15.44%	15.24%	6.75%	13.03%	12.61%	4.40%	14.81%	19.65%	20.47%	14.48%	21.02%	6.96%	3.14%	4.47%	5.70%	19.35%	11.65%	4.99%	9.48%	7.16%	4.91%	14.90%	14.16%	10.08%	17.40%	19.96%	17.56%	21.06%	18.89%	8.98%	17.19%	17.09%	0.27%	0.60%	1.14%	0.50%									
23	Путин Владимир Владимирович	93350	780	689	1852	1415	1595	724	962	667	852	793	1278	836	702	823	1017	1003	636	977	1022	983	1204	661	715	895	837	699	707	1478	807	724	710	660	971	723	1238	721	804	820	1300	795	699	538	557	750	1037	879	1246	678	788	692	541	714	667	1108	992	837	1163	985	816	1136	1135	744	740	810	1159	776	821	1510	714	628	732	761	488	1046	1304	1133	988	643	796	952	1037	1063	1400	714	578	919	1156	779	787	742	828	1380	648	132	2509	2290	2049	2561									
