Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Грязинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282					
1	"Число избирателей, внесенных в списки избирателей"	55244	1522	1686	1461	690	1986	1918	1810	1850	1276	610	1783	1550	1596	1809	953	948	1688	1584	1629	1605	1553	1628	1543	2065	831	609	1003	1030	1545	918	346	843	319	186	350	269	1110	184	149	567	458	700	253	1289	582	882	335	142	575	372	1276	1378					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53600	1600	1700	1450	500	1900	1900	1800	1850	1200	580	1750	1550	1550	1800	900	900	1650	1600	1600	1600	1500	1650	1500	2000	800	550	1000	900	1500	800	300	800	300	170	350	250	1100	180	140	550	450	700	240	1200	550	850	300	140	550	350	1300	1250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34638	982	885	773	341	1548	1129	1353	1053	801	429	1062	1170	1145	1330	675	545	1225	1333	1185	841	995	1053	900	1199	432	402	627	561	1031	630	163	464	160	100	239	129	594	136	72	319	166	287	142	798	335	407	237	72	341	252	723	867					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	7669	160	440	300	149	143	185	217	295	164	75	62	134	135	225	114	355	135	18	159	387	131	134	189	284	166	87	210	183	221	42	69	141	112	42	54	66	184	16	32	92	180	207	56	197	83	176	14	28	71	37	188	125					
6	Число погашенных избирательных бюллетеней	11293	458	375	377	10	209	586	230	502	235	76	626	246	270	245	111	0	290	249	256	372	374	463	411	517	202	61	163	156	248	128	68	195	28	28	57	55	322	28	36	139	104	206	42	205	132	267	49	40	138	61	389	258					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7669	160	440	300	149	143	185	217	295	164	75	62	134	135	225	114	355	135	18	159	387	131	134	189	284	166	87	210	183	221	42	69	141	112	42	54	66	184	16	32	92	180	207	56	197	83	176	14	28	71	37	188	125					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34638	982	885	773	341	1548	1129	1353	1053	801	429	1062	1170	1145	1330	675	545	1225	1333	1185	841	995	1053	900	1199	432	402	627	561	1031	630	163	464	160	100	239	129	594	136	72	319	166	287	142	798	335	407	237	72	341	252	723	867					
9	Число недействительных избирательных бюллетеней	211	5	4	0	5	6	0	0	0	10	2	16	2	0	11	0	3	0	0	0	0	8	4	0	4	5	0	8	3	8	0	0	0	1	1	0	0	0	2	0	6	0	1	0	68	3	0	0	0	6	14	0	5					
10	Число действительных избирательных бюллетеней	42096	1137	1321	1073	485	1685	1314	1570	1348	955	502	1108	1302	1280	1544	789	897	1360	1351	1344	1228	1118	1183	1089	1479	593	489	829	741	1244	672	232	605	271	141	293	195	778	150	104	405	346	493	198	927	415	583	251	100	406	275	911	987					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	529	15	15	15	5	15	15	15	10	15	5	15	10	10	15	10	8	10	8	15	15	15	18	15	15	10	5	10	10	15	10	10	10	5	5	5	5	15	5	5	5	5	5	5	15	5	10	5	5	5	5	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	324	7	10	9	4	3	9	15	10	3	2	11	6	7	10	10	6	10	8	6	0	9	18	12	10	10	0	7	9	12	10	5	4	0	1	5	1	11	1	0	0	0	0	2	15	3	7	0	0	1	1	15	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	272	2	5	3	7	4	5	10	7	8	1	7	5	7	4	3	1	2	10	2	5	5	6	4	8	12	4	4	8	19	11	11	4	1	3	2	6	3	1	2	2	2	1	8	7	10	11	1	0	2	3	1	12					
14	Число погашенных неиспользованных открепительных удостоверений	205	8	5	6	1	12	6	0	0	12	3	4	4	3	5	0	2	0	0	9	15	6	0	3	5	0	5	3	1	3	0	5	6	5	4	0	4	4	4	5	5	5	5	3	0	2	3	5	5	4	4	0	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	343	6	7	0	4	0	16	10	0	5	5	19	2	10	10	0	0	8	16	7	3	12	15	4	20	6	14	5	10	16	9	0	2	2	0	1	2	0	6	5	9	7	0	4	8	3	7	1	0	7	0	15	25					
		0.81%	0.53%	0.53%	0.00%	0.82%	0.00%	1.22%	0.64%	0.00%	0.52%	0.99%	1.69%	0.15%	0.78%	0.64%	0.00%	0.00%	0.59%	1.18%	0.52%	0.24%	1.07%	1.26%	0.37%	1.35%	1.00%	2.86%	0.60%	1.34%	1.28%	1.34%	0.00%	0.33%	0.74%	0.00%	0.34%	1.03%	0.00%	3.95%	4.81%	2.19%	2.02%	0.00%	2.02%	0.80%	0.72%	1.20%	0.40%	0.00%	1.70%	0.00%	1.65%	2.52%					
19	2.Всероссийская политическая партия «Гражданская Сила»	129	7	1	0	1	3	12	0	0	0	2	8	1	5	13	0	1	4	10	6	1	10	3	2	3	1	2	1	1	7	3	1	0	2	0	0	0	0	0	0	2	1	1	1	2	0	0	0	1	1	0	3	6					
		0.30%	0.61%	0.08%	0.00%	0.20%	0.18%	0.91%	0.00%	0.00%	0.00%	0.40%	0.71%	0.08%	0.39%	0.84%	0.00%	0.11%	0.29%	0.74%	0.45%	0.08%	0.89%	0.25%	0.18%	0.20%	0.17%	0.41%	0.12%	0.13%	0.56%	0.45%	0.43%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.29%	0.20%	0.51%	0.20%	0.00%	0.00%	0.00%	1.00%	0.24%	0.00%	0.33%	0.60%					
20	3.Политическая партия «Демократическая партия России»	23	1	0	0	0	0	1	0	0	0	0	3	0	0	4	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	1					
		0.05%	0.09%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.26%	0.00%	0.22%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.24%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.17%	0.80%	0.00%	0.00%	0.00%	0.11%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3627	65	96	78	33	145	155	109	125	69	36	147	130	130	142	94	73	170	90	119	129	111	74	142	81	51	42	62	42	102	49	24	44	10	10	25	38	72	12	13	18	16	56	12	59	63	29	18	5	40	21	68	83					
		8.57%	5.69%	7.25%	7.27%	6.73%	8.57%	11.80%	6.94%	9.27%	7.15%	7.14%	13.08%	9.97%	10.16%	9.13%	11.91%	8.11%	12.50%	6.66%	8.85%	10.50%	9.86%	6.23%	13.04%	5.46%	8.53%	8.59%	7.41%	5.65%	8.15%	7.29%	10.34%	7.27%	3.68%	7.04%	8.53%	19.49%	9.25%	7.89%	12.50%	4.38%	4.62%	11.34%	6.06%	5.93%	15.07%	4.97%	7.17%	5.00%	9.71%	7.27%	7.46%	8.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	155	7	4	7	2	3	6	13	0	6	2	4	1	4	8	3	0	3	5	7	10	2	8	1	9	1	0	4	4	2	2	1	0	0	0	0	1	0	0	0	1	1	3	0	2	3	2	0	0	2	0	9	2					
		0.37%	0.61%	0.30%	0.65%	0.41%	0.18%	0.46%	0.83%	0.00%	0.62%	0.40%	0.36%	0.08%	0.31%	0.51%	0.38%	0.00%	0.22%	0.37%	0.52%	0.81%	0.18%	0.67%	0.09%	0.61%	0.17%	0.00%	0.48%	0.54%	0.16%	0.30%	0.43%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.24%	0.29%	0.61%	0.00%	0.20%	0.72%	0.34%	0.00%	0.00%	0.49%	0.00%	0.99%	0.20%					
23	6.Политическая партия «Партия социальной справедливости»	42	1	1	0	0	1	1	0	0	2	2	2	0	3	0	0	1	4	4	1	2	1	3	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	3					
		0.10%	0.09%	0.08%	0.00%	0.00%	0.06%	0.08%	0.00%	0.00%	0.21%	0.40%	0.18%	0.00%	0.23%	0.00%	0.00%	0.11%	0.29%	0.30%	0.07%	0.16%	0.09%	0.25%	0.18%	0.07%	0.00%	0.20%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.10%	0.24%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.30%					
24	7.Политическая партия «Либерально-демократическая партия России»	2880	93	95	88	27	133	135	147	57	81	22	102	94	22	90	55	34	49	80	96	48	108	57	109	94	33	40	55	59	92	37	17	66	20	4	17	13	82	7	4	23	30	50	4	50	32	39	13	8	32	14	46	77					
