Выборы Президента Российской Федерации																																																																																														
Дата голосования: 02.03.2008																																																																																														
																																																																																														
"Наименование Избирательной комиссии:    Екатеринбург, Кировская"																																																																																														
																																																																																														
Сводная таблица результатов выборов																																																																																														
																																																																																														
	Число участковых избирательных комиссий	87																																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	87																																																																																												
																																																																																														
		Сумма	УИК №666	УИК №679	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469					
1	"Число избирателей, включенных в списки избирателей"	165068	973	33	2100	1971	2634	2322	2090	1670	1145	2205	1780	2250	2279	2158	2190	1571	1479	1244	1962	1959	2274	2426	1561	1290	1968	1683	1711	1663	1699	1950	2050	1828	1957	2192	1463	1796	1651	1813	1748	2439	1051	1549	201	1249	2233	2120	2415	2129	2300	2300	1574	2807	2086	2108	2454	2354	1960	2047	1814	2115	1606	981	874	2118	411	2737	2612	2732	2429	2256	2217	2868	2340	1927	2025	1545	2193	2358	2859	2699	1900	1252	2648	2279	1470	1045	644					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	157200	1200	200	2000	1900	2100	2200	1900	1600	900	2100	1700	2200	2200	2000	2100	1600	1400	1200	2000	1700	2200	2400	1300	1200	1700	1600	1800	1700	1600	1900	2000	2100	2400	2100	1600	1600	1600	1800	1600	2400	1000	1400	200	1200	2000	2100	2300	2000	2200	2000	1800	2700	1900	2000	2200	2200	1800	1900	1700	2000	1400	800	600	2000	500	2600	2500	2600	2300	2100	2100	2600	2200	1800	1900	1400	2100	2300	2600	2500	2000	1400	2300	2100	1300	1000	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	94667	884	32	1188	1001	1568	1366	1175	953	673	1266	1118	1311	1266	1249	1272	917	836	717	1073	1042	1303	1463	885	820	1004	960	1082	873	821	1101	1104	986	1140	1187	979	1011	975	1075	965	1447	528	797	193	1128	1290	1218	1421	1248	1428	1427	848	1628	1222	1174	1433	1343	1271	1127	812	1005	856	499	495	1222	297	1582	1434	1609	1375	1155	1340	1560	1260	1107	1072	897	1221	1399	1521	1451	1351	832	1356	1242	842	658	405					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2329	0	0	45	60	37	47	42	19	8	26	17	33	31	19	28	40	30	21	26	16	23	17	30	23	30	28	32	37	24	38	27	9	33	90	28	37	34	26	21	40	30	27	0	9	26	38	33	26	17	17	32	19	11	38	18	36	12	35	10	32	70	62	53	17	85	26	23	54	19	37	19	8	10	24	11	17	19	18	16	31	3	11	20	18	15	5	0					
6	Число погашенных избирательных бюллетеней	60204	316	168	767	839	495	787	683	628	219	808	565	856	903	732	800	643	534	462	901	642	874	920	385	357	666	612	686	790	755	761	869	1105	1227	823	593	552	591	699	614	913	442	576	7	63	684	844	846	726	755	556	920	1053	667	788	749	821	517	738	878	963	474	239	52	761	118	992	1043	937	906	908	741	1032	930	669	817	486	860	883	1063	1018	646	557	924	840	443	337	395					
