Выборы Президента Российской Федерации																																																																																																			
Дата голосования: 04.03.2012																																																																																																			
																																																																																																			
Наименование Избирательной комиссии:    Екатеринбург, Кировская 																																																																																																			
																																																																																																			
Сводная таблица итогов голосования																																																																																																			
																																																																																																			
	Число участковых избирательных комиссий	88																																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	88																																																																																																	
																																																																																																			
		Сумма	УИК №548	УИК №549	УИК №882	УИК №943	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468									
1	Число избирателей, включенных в список избирателей	170681	2011	1909	2060	850	2008	2505	1947	2684	2574	1766	1528	2145	1801	2169	2162	2064	2110	1604	1388	1216	2136	2506	2405	2323	1349	1222	2009	1567	1937	1621	2401	1844	2027	3130	2922	2392	1778	1967	1769	1661	1716	2363	993	1539	262	1265	2164	2023	2271	1999	2192	2601	2239	2103	2716	2476	1479	2438	1543	1983	1521	2060	1744	1129	922	2167	716	1943	1947	2291	1963	2188	2165	2125	2209	1835	2006	1576	2171	2377	2147	2612	2112	1483	2383	2360	1458	1239									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	154550	1800	1700	1850	1100	1750	2200	1700	2350	2250	1550	1350	1950	1600	1900	1950	1850	1850	1400	1250	1100	1900	2200	2150	2100	1300	1100	1800	1350	1900	1600	2500	1650	1900	2900	2900	2400	1550	2000	1450	1700	1450	2050	850	1350	300	1300	1900	1850	2100	1750	1950	2500	2200	1900	2400	2200	1300	2200	1350	1700	1350	1800	1500	1000	800	2000	700	1750	1750	2050	1750	1950	1900	1900	2000	1650	1800	1400	1950	2150	1900	2300	1900	1300	2100	2100	1300	1100									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	101343	1199	1114	1273	794	1290	1551	1247	1721	1500	1062	978	1234	1145	1347	1302	1160	1296	970	805	740	1279	1376	1477	1395	871	852	1177	1008	1195	965	1308	1145	1062	1171	1647	1385	1050	1221	984	985	987	1391	522	825	209	1170	1328	1259	1387	1145	1402	1435	1300	1323	1733	1466	897	1489	978	1120	731	1113	951	552	510	1212	636	1199	1146	1392	1184	1228	1345	1277	1305	1068	1015	944	1248	1381	1160	1347	1382	826	1411	1433	885	815									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2157	9	7	17	0	35	24	35	33	39	12	8	25	26	25	36	22	26	30	32	11	16	15	24	27	18	23	26	29	29	27	21	25	21	2	20	112	20	20	148	23	16	35	43	30	0	13	9	39	22	38	31	16	14	12	11	16	33	31	20	24	9	27	56	61	23	12	55	18	15	21	16	26	18	4	16	32	17	15	17	8	37	17	5	13	22	13	32	1									
6	Число погашенных избирательных бюллетеней	51050	592	579	560	306	425	625	418	596	711	476	364	691	429	528	612	668	528	400	413	349	605	809	649	678	411	225	597	313	676	608	1171	480	817	1727	1233	903	480	759	318	692	447	624	285	495	91	117	563	552	691	567	517	1049	886	565	656	718	370	680	352	556	610	660	493	387	267	776	9	533	589	637	550	696	537	619	679	550	768	441	685	761	703	936	513	461	667	654	383	284									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2156	9	7	17	0	35	24	35	33	39	12	8	25	26	25	36	22	26	30	32	11	16	15	24	27	18	23	26	29	29	27	21	25	21	2	20	112	20	20	148	23	16	35	43	30	0	13	9	39	22	38	31	16	14	12	11	16	33	31	20	24	9	27	56	61	23	12	55	18	15	21	16	26	18	4	16	32	17	14	17	8	37	17	5	13	22	13	32	1									
8	Число бюллетеней в стационарных ящиках для голосования	101309	1199	1114	1271	794	1290	1551	1247	1721	1498	1062	978	1234	1145	1347	1302	1158	1295	970	805	740	1279	1376	1477	1395	871	852	1177	1005	1195	965	1303	1145	1062	1171	1647	1385	1050	1221	984	985	987	1391	521	825	209	1170	1328	1259	1387	1145	1402	1435	1300	1321	1732	1466	895	1489	978	1120	731	1113	951	551	510	1212	636	1197	1145	1392	1184	1223	1345	1277	1305	1068	1014	944	1247	1381	1160	1347	1381	826	1410	1433	885	815									
9	Число недействительных избирательных бюллетеней	1406	20	7	7	19	11	18	14	17	14	9	24	24	14	15	14	10	16	4	14	11	12	18	12	21	8	11	9	10	20	4	69	17	16	14	13	27	12	11	14	14	14	11	5	15	1	8	18	14	10	9	20	38	120	26	20	13	51	12	10	15	5	9	12	13	9	9	6	16	10	19	13	12	14	13	19	9	10	16	8	14	21	16	20	10	21	21	10	7									
10	Число действительных избирательных бюллетеней	102059	1188	1114	1281	775	1314	1557	1268	1737	1523	1065	962	1235	1157	1357	1324	1170	1305	996	823	740	1283	1373	1489	1401	881	864	1194	1024	1204	988	1255	1153	1067	1159	1654	1470	1058	1230	1118	994	989	1415	559	840	208	1175	1319	1284	1399	1174	1413	1413	1194	1307	1723	1469	877	1508	988	1129	735	1131	995	599	524	1215	685	1199	1150	1394	1187	1237	1349	1268	1302	1091	1021	942	1256	1375	1176	1348	1366	829	1411	1425	907	809									
11	Число полученных открепительных  удостоверений	4017	49	30	50	0	40	80	45	60	55	50	30	85	45	55	45	45	35	40	30	40	50	70	45	65	30	30	40	30	45	30	50	35	35	130	85	40	30	95	40	50	30	50	20	30	0	20	65	55	60	45	50	90	45	45	75	55	55	66	36	35	30	45	30	20	15	115	10	40	46	45	35	40	40	50	50	50	50	40	45	50	45	50	40	30	45	50	30	20									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3472	36	20	49	0	38	78	45	59	47	47	27	65	41	42	44	41	32	30	27	22	45	70	44	55	26	26	38	19	41	18	44	29	30	67	63	40	30	87	38	41	28	37	16	29	0	8	48	47	58	37	50	77	41	36	69	51	54	66	35	33	23	42	30	14	14	114	9	38	46	24	30	40	39	46	44	43	47	37	45	41	36	34	38	22	41	30	29	15									
