Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Урюпинская городская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187					
1	"Число избирателей, внесенных в списки"	33163	2109	1215	1498	1945	1259	1802	1866	1733	2367	1190	2030	1865	1786	511	1626	2834	2087	2063	1377					
2	"Число бюллетеней, полученных участковыми комиссиями"	29130	1800	1050	1300	1690	1100	1650	1650	1550	2050	1050	1760	1650	1550	460	1500	2500	1800	1800	1220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14344	1094	565	619	855	565	901	793	757	1046	426	752	707	618	206	816	1138	892	976	618					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	598	34	18	52	47	34	38	31	25	19	43	30	31	73	4	25	31	30	24	9					
6	Число погашенных бюллетеней	14188	672	467	629	788	501	711	826	768	985	581	978	912	859	250	659	1331	878	800	593					
7	Число бюллетеней в переносных ящиках для голосования	598	34	18	52	47	34	38	31	25	19	43	30	31	73	4	25	31	30	24	9					
8	Число бюллетеней в стационарных ящиках для голосования	14336	1092	565	619	855	565	901	793	757	1046	426	750	707	618	206	816	1138	892	973	617					
9	Число недействительных бюллетеней	283	17	16	10	16	13	10	11	10	19	11	15	16	20	5	7	16	7	45	19					
10	Число действительных бюллетеней	14651	1109	567	661	886	586	929	813	772	1046	458	765	722	671	205	834	1153	915	952	607					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	445	25	20	20	25	20	25	25	25	30	20	25	25	25	10	25	30	25	25	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	6	5	1	6	3	3	8	4	12	0	2	0	2	0	5	3	4	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	3	0	3	4	2	7	4	1	2	4	3	1	1	0	1	2	3	2	0					
14	Число погашенных открепительных удостоверений	372	19	15	19	19	17	22	17	21	18	20	23	25	23	10	20	27	21	20	16					
15	Число открепительных удостоверений выданных ТИК	9	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	84	9	5	1	3	1	4	0	5	8	4	9	2	5	1	4	8	4	5	6					
		0.56%	0.79%	0.85%	0.14%	0.33%	0.16%	0.42%	0.0%	0.63%	0.75%	0.85%	1.15%	0.27%	0.72%	0.47%	0.47%	0.68%	0.43%	0.50%	0.95%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	384	31	13	15	23	35	31	17	13	15	11	26	16	13	10	18	32	26	25	14					
		2.57%	2.75%	2.22%	2.23%	2.54%	5.84%	3.30%	2.06%	1.66%	1.40%	2.34%	3.33%	2.16%	1.88%	4.76%	2.14%	2.73%	2.81%	2.50%	2.23%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	318	17	11	4	26	16	21	12	31	23	10	15	10	11	6	14	17	27	31	16					
		2.12%	1.50%	1.88%	0.59%	2.88%	2.67%	2.23%	1.45%	3.96%	2.15%	2.13%	1.92%	1.35%	1.59%	2.85%	1.66%	1.45%	2.92%	3.10%	2.55%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	391	46	12	14	19	12	28	27	13	34	13	29	18	17	0	26	31	24	17	11					
		2.61%	4.08%	2.05%	2.08%	2.10%	2.00%	2.98%	3.27%	1.66%	3.19%	2.77%	3.71%	2.43%	2.46%	0.0%	3.09%	2.65%	2.60%	1.70%	1.75%					
22	"5. ""За Русь Святую"""	105	12	3	5	5	9	4	6	5	9	2	10	3	3	0	10	2	8	5	4					
		0.70%	1.06%	0.51%	0.74%	0.55%	1.50%	0.42%	0.72%	0.63%	0.84%	0.42%	1.28%	0.40%	0.43%	0.0%	1.18%	0.17%	0.86%	0.50%	0.63%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	1	0	0	0	1	0	0	1	0	1	2	1	0	0	1	1	1	2	2					
		0.09%	0.08%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.12%	0.0%	0.21%	0.25%	0.13%	0.0%	0.0%	0.11%	0.08%	0.10%	0.20%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	80	3	6	1	2	1	5	8	4	12	0	7	3	2	0	6	5	7	4	4					
		0.53%	0.26%	1.02%	0.14%	0.22%	0.16%	0.53%	0.97%	0.51%	1.12%	0.0%	0.89%	0.40%	0.28%	0.0%	0.71%	0.42%	0.75%	0.40%	0.63%					
25	"8. ""Народно-республиканская партия России"""	9	3	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	1	0					
		0.06%	0.26%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.10%	0.10%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	29	1	1	1	3	1	3	2	1	2	2	1	1	2	0	3	1	1	3	0					
		0.19%	0.08%	0.17%	0.14%	0.33%	0.16%	0.31%	0.24%	0.12%	0.18%	0.42%	0.12%	0.13%	0.28%	0.0%	0.35%	0.08%	0.10%	0.30%	0.0%					
27	"10. ""Аграрная партия России"""	509	47	28	19	32	18	27	22	20	37	19	30	23	21	13	28	45	37	27	16					
		3.40%	4.17%	4.80%	2.83%	3.54%	3.00%	2.87%	2.66%	2.55%	3.47%	4.05%	3.84%	3.11%	3.03%	6.19%	3.32%	3.84%	4.01%	2.70%	2.55%					
28	"11. ""Истинные патриоты России"""	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0					
		0.02%	0.0%	0.0%	0.14%	0.0%	0.0%	0.10%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	215	16	8	17	22	5	11	7	11	14	4	14	12	2	3	10	21	13	15	10					
		1.43%	1.42%	1.37%	2.53%	2.43%	0.83%	1.17%	0.84%	1.40%	1.31%	0.85%	1.79%	1.62%	0.28%	1.42%	1.18%	1.79%	1.40%	1.50%	1.59%					
30	"13. ""Демократическая партия России"""	19	3	0	1	1	3	0	0	1	1	2	0	2	1	0	0	3	0	0	1					
