Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Новохоперская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440					
1	"Число избирателей, внесенных в списки избирателей"	33835	1700	2143	1300	969	293	1748	1750	1701	1267	416	713	617	616	270	158	511	551	635	800	1858	722	405	264	430	662	850	473	905	2363	577	141	462	311	393	345	447	959	2301	627	182					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34270	1680	2290	1290	960	290	1810	1760	1710	1350	440	760	650	620	260	155	515	535	630	800	1840	730	415	260	445	640	865	480	900	2390	575	135	480	315	400	365	480	950	2250	645	205					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21035	1093	1226	890	666	209	1616	1068	815	628	278	460	338	408	199	121	356	359	276	547	1121	499	314	173	320	424	516	334	435	1201	416	107	314	234	257	252	283	545	1126	512	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	5746	212	175	76	76	45	70	232	223	230	78	136	217	110	34	25	120	126	250	196	347	123	32	57	34	181	251	96	270	480	113	28	79	40	112	51	98	167	388	88	80					
6	Число погашенных избирательных бюллетеней	7489	375	889	324	218	36	124	460	672	492	84	164	95	102	27	9	39	50	104	57	372	108	69	30	91	35	98	50	195	709	46	0	87	41	31	62	99	238	736	45	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5746	212	175	76	76	45	70	232	223	230	78	136	217	110	34	25	120	126	250	196	347	123	32	57	34	181	251	96	270	480	113	28	79	40	112	51	98	167	388	88	80					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21031	1093	1223	890	666	209	1616	1068	815	628	278	460	338	408	199	121	356	358	276	547	1121	499	314	173	320	424	516	334	435	1201	416	107	314	234	257	252	283	545	1126	512	99					
9	Число недействительных избирательных бюллетеней	192	1	0	11	9	0	6	23	4	15	2	3	5	6	2	6	2	3	0	1	6	1	4	0	2	17	4	2	2	13	2	0	4	0	3	2	2	10	3	15	1					
10	Число действительных избирательных бюллетеней	26585	1304	1398	955	733	254	1680	1277	1034	843	354	593	550	512	231	140	474	481	526	742	1462	621	342	230	352	588	763	428	703	1668	527	135	389	274	366	301	379	702	1511	585	178					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	647	48	22	28	20	2	34	28	15	35	15	24	30	6	2	2	12	17	23	25	15	5	4	2	13	5	6	2	5	37	3	2	12	12	16	23	28	11	17	35	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	603	48	22	28	20	0	34	28	15	35	15	24	30	6	1	2	5	17	17	13	10	2	3	0	13	2	6	1	5	37	3	2	12	12	15	23	28	11	17	35	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	255	28	22	9	12	3	4	8	13	12	3	2	1	5	6	3	4	7	4	1	11	6	1	3	3	3	4	5	0	12	3	4	3	6	2	8	4	12	12	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	7	0	6	12	5	3	1	2	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
