Выборы Президента Российской Федерации																																																																														
Дата голосования: 04.03.2012																																																																														
																																																																														
Наименование Избирательной комиссии:    Минераловодская																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	67																																																																												
																																																																														
		Сумма	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823									
1	Число избирателей, включенных в список избирателей	99585	978	1307	1866	1675	1365	1153	1985	2800	2265	1475	2173	2349	1612	1270	2168	2050	1748	1861	2086	1954	2606	2567	1522	1587	1532	1208	1688	1970	1307	539	2609	2037	2628	1637	1001	2059	619	339	1205	711	1657	360	239	1006	765	1928	1005	1143	1873	2151	1501	2813	390	1672	2083	2221	442	249	1447	1482	978	1443	1905	516	114	124	567									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	95120	900	1200	1700	1600	1300	1100	1900	2700	2200	1300	2100	2300	1500	1200	2100	2000	1600	1800	2000	1900	2600	2500	1400	1400	1500	1100	1600	1900	1200	500	2500	2000	2500	1500	900	2000	600	300	1100	700	1700	350	250	1000	800	2000	1000	1100	1800	2000	1400	2700	300	1500	2000	2200	450	220	1400	1400	900	1400	1800	500	100	100	550									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	44646	401	535	716	689	626	437	838	1149	1019	682	1011	1131	775	568	1084	934	753	892	871	979	1277	1220	626	660	640	474	642	989	533	253	1243	964	1223	730	431	937	262	167	545	296	809	140	137	511	344	763	454	455	874	942	661	1412	198	818	875	760	232	187	627	668	381	811	793	227	71	68	226									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4073	49	29	117	88	34	73	170	50	16	17	90	45	72	24	77	41	184	40	35	85	23	20	96	60	30	23	71	40	85	89	176	160	42	28	23	58	39	29	48	30	65	21	30	78	22	98	65	98	68	53	35	31	18	56	120	136	43	4	86	89	88	83	113	31	4	4	28									
6	Число погашенных избирательных бюллетеней	46401	450	636	867	823	640	590	892	1501	1165	601	999	1124	653	608	939	1025	663	868	1094	836	1300	1260	678	680	830	603	887	871	582	158	1081	876	1235	742	446	1005	299	104	507	374	826	189	83	411	434	1139	481	547	858	1005	704	1257	84	626	1005	1304	175	29	687	643	431	506	894	242	25	28	296									
7	Число избирательных бюллетеней в переносных ящиках для голосования	4073	49	29	117	88	34	73	170	50	16	17	90	45	72	24	77	41	184	40	35	85	23	20	96	60	30	23	71	40	85	89	176	160	42	28	23	58	39	29	48	30	65	21	30	78	22	98	65	98	68	53	35	31	18	56	120	136	43	4	86	89	88	83	113	31	4	4	28									
