Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
"Наименование Избирательной комиссии:    Астрахань, Ленинская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №482	УИК №483					
1	"Число избирателей, внесенных в список избирателей"	108318	2312	2363	2433	2840	2777	2505	2652	2598	2467	2788	2525	2820	2803	2338	2051	1872	2312	1860	1805	1916	2189	2311	2509	2103	2519	2150	2226	2040	2022	2242	2144	2178	2266	2075	2077	2906	2518	2328	2243	2329	2444	2152	2254	2441	2292	1991	1281	51					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	109290	2400	2400	2500	2700	2800	2600	2700	2600	2500	2800	2600	2800	2800	2400	2100	1900	2300	1900	1600	1800	2000	2300	2500	2400	2400	2200	2300	2100	2000	2200	2100	2200	2300	2100	2100	2800	2500	2400	2200	2300	2400	2200	2200	2400	2400	2400	1290	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	59701	837	943	1426	1643	1239	1198	1381	1256	1429	1675	1410	1589	1468	1599	1130	1098	1680	1123	628	1032	973	938	1560	1223	1290	918	1320	1110	1144	1044	1019	1316	758	1018	1673	1546	1225	1605	1299	1355	1425	1262	1529	1861	951	1921	583	51					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3347	35	35	57	29	22	16	17	15	54	35	132	46	41	36	22	28	127	87	159	288	250	42	17	44	58	20	31	65	71	79	26	57	27	36	36	46	13	54	40	65	42	25	49	119	99	70	585	0					
6	Число погашенных избирательных бюллетеней	46242	1528	1422	1017	1028	1539	1386	1302	1329	1017	1090	1058	1165	1291	765	948	774	493	690	813	480	777	1320	923	1133	1052	1262	949	925	785	1077	1055	827	1515	1046	391	1208	1262	741	861	880	933	913	622	420	1350	409	122	349					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3347	35	35	57	29	22	16	17	15	54	35	132	46	41	36	22	28	127	87	159	288	250	42	17	44	58	20	31	65	71	79	26	57	27	36	36	46	13	54	40	65	42	25	49	119	99	70	585	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	59277	837	943	1426	1643	1239	1173	1380	1255	1429	1675	1410	1589	1468	1599	1130	1098	1680	1123	618	1032	973	937	1560	1223	1244	918	1320	1110	1144	1044	1019	1316	758	1018	1673	1546	1225	1605	1299	1355	1425	1262	1527	1861	951	1583	583	51					
9	Число недействительных избирательных бюллетеней	688	0	12	31	29	28	19	23	20	4	0	15	4	9	0	0	10	0	11	8	53	16	16	13	2	23	19	4	8	0	58	17	15	0	44	11	21	25	15	22	5	9	0	12	6	0	12	38	1					
10	Число действительных избирательных бюллетеней	61936	872	966	1452	1643	1233	1170	1374	1250	1479	1710	1527	1631	1500	1635	1152	1116	1807	1199	769	1267	1207	963	1564	1265	1279	919	1347	1167	1215	1065	1028	1358	785	1010	1698	1571	1213	1644	1317	1415	1458	1287	1564	1974	1050	1641	1130	50					
