Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Кингисеппская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528					
1	"Число избирателей, внесенных в список избирателей"	68617	1864	1747	2085	1609	1524	428	1835	1829	2200	1974	1965	1960	1839	2155	1988	1961	2113	2019	1878	1994	2092	2177	1181	829	714	1038	526	1325	269	167	937	2144	1716	401	1824	848	957	1892	383	323	320	2746	2623	1463	2755					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	53872	1448	1387	1692	1280	1187	326	1412	1448	1714	1557	1576	1552	1456	1560	1574	1575	1668	1606	1490	1609	1690	1737	936	654	568	840	518	1072	196	117	742	1592	1140	327	1449	592	768	1522	275	247	267	2136	2053	1126	2191					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30991	715	865	926	728	579	148	899	882	1058	872	995	921	893	946	1011	939	923	912	794	1013	1001	1096	551	444	266	458	305	574	96	81	366	1002	709	188	711	135	363	901	146	138	103	1168	1134	730	1306					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1454	72	21	11	22	25	12	14	15	21	25	10	9	24	161	10	15	15	7	13	5	9	8	12	15	27	42	20	64	22	18	50	47	27	48	19	203	87	57	13	13	37	39	32	18	20					
6	Число погашенных избирательных бюллетеней	21423	661	501	755	530	583	166	499	551	635	660	571	621	537	453	553	621	730	687	683	591	680	633	373	195	275	340	193	434	78	18	326	543	404	91	719	254	318	564	116	96	127	929	887	377	865					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1454	72	21	11	22	25	12	14	15	21	25	10	9	24	161	10	15	15	7	13	5	9	8	12	15	27	42	20	64	22	18	50	47	27	48	19	203	87	57	13	13	37	39	32	18	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30973	715	865	926	727	579	148	899	882	1057	872	993	921	892	946	1007	939	923	912	793	1013	1001	1096	551	444	266	458	305	572	96	81	366	1001	709	188	711	135	363	898	146	138	103	1168	1133	729	1306					
9	Число недействительных избирательных бюллетеней	756	20	30	11	15	18	1	23	21	14	13	18	27	23	22	23	15	19	24	18	21	14	23	11	6	6	15	6	16	0	2	11	36	17	12	19	31	21	25	6	7	3	33	22	15	23					
10	Число действительных избирательных бюллетеней	31671	767	856	926	734	586	159	890	876	1064	884	985	903	893	1085	994	939	919	895	788	997	996	1081	552	453	287	485	319	620	118	97	405	1012	719	224	711	307	429	930	153	144	137	1174	1143	732	1303					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1367	30	30	30	30	30	27	30	30	31	29	30	30	30	30	30	30	30	30	30	30	45	30	30	30	30	30	30	30	30	10	30	30	30	30	30	30	30	40	20	5	30	55	40	30	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	763	16	18	24	13	14	0	17	8	31	22	20	11	20	23	13	27	29	15	20	24	37	28	14	7	3	11	4	21	0	6	4	10	17	14	12	5	16	34	3	2	0	48	39	18	45					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	567	15	11	13	14	17	3	6	10	11	13	7	6	6	19	16	11	11	9	10	11	8	7	7	2	10	4	9	9	13	17	12	61	50	11	12	9	10	7	10	7	5	11	37	13	7					
14	Число погашенных неиспользованных открепительных удостоверений	604	14	12	6	17	16	27	13	22	0	7	10	19	10	7	17	3	1	15	10	6	8	2	16	23	27	19	26	9	30	4	26	20	13	16	18	25	14	6	17	3	30	7	1	12	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	0	2	0	1	0	0	0	1	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8826	191	267	271	196	153	36	293	235	324	238	279	264	320	331	299	319	291	255	228	308	269	273	159	127	85	116	37	127	35	36	69	260	144	56	178	80	109	277	37	36	32	363	269	191	363					
		27.22%	24.27%	30.14%	28.92%	26.17%	25.33%	22.50%	32.09%	26.20%	30.06%	26.53%	27.82%	28.39%	34.93%	29.90%	29.40%	33.44%	31.02%	27.75%	28.29%	30.26%	26.63%	24.73%	28.24%	27.67%	29.01%	23.20%	11.38%	19.97%	29.66%	36.36%	16.59%	24.81%	19.57%	23.73%	24.38%	23.67%	24.22%	29.01%	23.27%	23.84%	22.86%	30.07%	23.09%	25.57%	27.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5273	145	139	158	132	106	38	140	143	137	124	162	141	110	187	144	123	157	160	131	162	172	187	82	75	43	108	117	97	11	12	77	214	189	30	134	36	71	136	24	25	24	201	166	99	204					
		16.26%	18.42%	15.69%	16.86%	17.62%	17.55%	23.75%	15.33%	15.94%	12.71%	13.82%	16.15%	15.16%	12.01%	16.89%	14.16%	12.89%	16.74%	17.41%	16.25%	15.91%	17.03%	16.94%	14.56%	16.34%	14.68%	21.60%	36.00%	15.25%	9.32%	12.12%	18.51%	20.42%	25.68%	12.71%	18.36%	10.65%	15.78%	14.24%	15.09%	16.56%	17.14%	16.65%	14.25%	13.25%	15.38%					
